COUNTRY,Composite_Indicators,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Ireland,Non-hydroelectric renewables (billion kWh),0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.028,0.032,0.031,0.041,0.131,0.254,0.278,0.339,0.431,0.47,0.54,0.764,1.242,1.751,2.127,2.619,3.207,3.129134,4.715858,4.504123,5.093213,5.75352,7.132158,6.905203,8.348838,9.5504231,10.953605,12.5072638,10.7215805
Ireland,Nuclear (billion kWh),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,Nuclear (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,"Nuclear, renewables, and other (quad Btu)",0.00891321,0.009164821,0.008572076,0.008391037,0.007359204,0.008679829,0.00954197,0.007012705,0.008900689,0.007492993,0.008119894,0.008221775,0.009065006,0.008524913,0.010121429,0.007734339,0.007600228,0.008390869,0.012373816,0.012461692,0.012553881,0.010095448,0.016059226,0.015614418,0.019446549,0.025822992,0.030591129,0.0321222,0.036822868,0.042642586,0.037944831,0.054308626,0.052218142,0.06245036,0.069276416,0.076872286,0.068043407,0.081470259,0.093641197,0.108055086,0.117651882,0.105613232
Ireland,Petroleum and other liquids (MMtonnes CO2),16.45784055,14.67791475,12.69174914,12.15034836,12.149323,12.141362,14.931008,13.292732,11.659339,12.012333,13.429442,14.52055,14.881465,15.383522,17.011926,17.536548,18.038991,19.929669,22.36569,25.19478,25.775472,27.644188,26.659462,26.076579,27.043288,28.551389,29.431279,28.755448,27.831747,23.669813,23.475338,20.895874,19.797472,20.065373,20.217279,21.154627,21.917945,22.16163,23.038101,23.118558,19.573234,20.597175
Ireland,Petroleum and other liquids (quad Btu),0.256200201,0.221858315,0.1950925,0.17532118,0.176502686,0.174558453,0.208333101,0.186514709,0.165571623,0.170807395,0.190798683,0.204746402,0.209666019,0.215932717,0.236676192,0.243717692,0.252267773,0.27882976,0.309929656,0.350378001,0.360834239,0.377867303,0.368179713,0.364105675,0.380613803,0.408779978,0.417300146,0.396674748,0.392355658,0.337098469,0.338825697,0.303313631,0.286070138,0.290633803,0.289040688,0.301548039,0.315087056,0.317227786,0.328944656,0.329439153,0.28012058,0.292452764
Ireland,Population,3417800,3458050,3488950,3513650,3534829,3537091,3541083,3538755,3522474,3510000,3515724,3537549,3561164,3577984,3592193,3611647,3641871,3678974,3717523,3760480,3812076,3874607,3940008,4004604,4080614,4171975,4290632,4413647,4497488,4538888,4562836,4582385,4602095,4627324,4662711,4708039,4762597,4813139,4876547,4941865,4990618,5039874
Ireland,Renewables (billion kWh),0.833,0.855,0.792,0.776,0.68,0.824,0.91,0.673,0.862,0.684,0.69,0.738,0.814,0.785,0.943,0.737,0.756,0.80222,1.161,1.116,1.177,1.021,1.373,1.132,1.388,1.867,2.468,2.787,3.578,4.1,3.722134,5.414858,5.299123,5.686213,6.45452,7.930158,7.579203,9.033838,10.2374231,11.831735,13.4399198,11.4717025
Ireland,Renewables and other (quad Btu),0.00891321,0.009164821,0.008572076,0.008391037,0.007359204,0.008679829,0.00954197,0.007012705,0.008900689,0.007492993,0.008119894,0.008221775,0.009065006,0.008524913,0.010121429,0.007734339,0.007600228,0.008390869,0.012373816,0.012461692,0.012553881,0.010095448,0.016059226,0.015614418,0.019446549,0.025822992,0.030591129,0.0321222,0.036822868,0.042642586,0.037944831,0.054308626,0.052218142,0.06245036,0.069276416,0.076872286,0.068043407,0.081470259,0.093641197,0.108055086,0.117651882,0.105613232
Ireland,Solar (billion kWh),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.000476,0.000543,0.000645,0.000698,0.002459,0.00616,0.006161,0.0108,0.0166561,0.0401201,0.0638438,0.079
Ireland,"Solar, tide, wave, fuel cell (billion kWh)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.000476,0.000543,0.000645,0.000698,0.002459,0.00616,0.006161,0.0108,0.0166561,0.0401201,0.0638438,0.079
Ireland,Tide and wave (billion kWh),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,Wind (billion kWh),0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.015,0.019,0.016,0.014,0.05,0.169,0.187,0.244,0.334,0.388,0.454,0.655,1.112,1.622,1.958,2.41,2.955,2.814658,4.380315,4.010478,4.541515,5.140061,6.572998,6.147042,7.444038,8.639767,10.0194849,11.54942,9.7124805
