COUNTRY,Year,Biomass and waste (billion kWh),CO2 emissions (MMtonnes CO2),Coal (quad Btu),Coal and coke (MMtonnes CO2),Consumed natural gas (MMtonnes CO2),Consumption (quad Btu),Fossil fuels (billion kWh),GDP,Generation (billion kWh),Geothermal (billion kWh),Hydroelectric pumped storage (billion kWh),Hydroelectricity (billion kWh),Natural gas (quad Btu),Non-hydroelectric renewables (billion kWh),Nuclear (billion kWh),Nuclear (quad Btu),"Nuclear, renewables, and other (quad Btu)",Petroleum and other liquids (MMtonnes CO2),Petroleum and other liquids (quad Btu),Population,Renewables (billion kWh),Renewables and other (quad Btu),Solar (billion kWh),"Solar, tide, wave, fuel cell (billion kWh)",Tide and wave (billion kWh),Wind (billion kWh)
Canada,2011,9.278,567.5875142,0.814364667,80.13400582,195.2656145,14.04404251,131.306344,1479.035,611.421342,0,-0.099,371.967,3.680321941,19.955999,88.290999,0.996753552,4.696510293,292.1878939,4.852845607,34339330,391.922999,3.699756742,0.565998,0.591998,0.026,10.086001
Canada,2012,9.82,574.5623321,0.783394891,76.91765463,205.0564557,14.26023456,124.399507,1505.08,612.174504,0,-0.099,376.465,3.864857492,21.916999,89.491998,1.01188336,4.656999984,292.5882218,4.954982195,34714220,398.381999,3.645116624,0.871999,0.898999,0.027,11.198
Canada,2013,9.981,584.6619584,0.740512192,73.16480443,218.3361651,14.68606267,123.029109,1540.136,637.650107,0,-0.099,387.871,4.115150439,29.264999,97.583999,1.103379375,4.927038237,293.1609888,4.903361803,35082950,417.135999,3.823658862,1.484,1.499,0.015,17.784999
Canada,2014,8.866,589.5558492,0.751619357,75.0877515,226.8643719,14.8042203,122.897214,1584.338,635.978212,0,-0.099,378.676,4.275888143,33.295999,101.207999,1.144355835,4.923546881,287.6037257,4.853165921,35437430,411.971999,3.779191047,2.098999,2.114999,0.016,22.315
Canada,2015,9.252,592.0276871,0.714288182,72.4407134,225.5548745,14.71640601,125.703531,1594.782,638.850534,0,-0.099,378.372,4.251207033,38.828002,96.046001,1.085989277,4.792754607,294.0320992,4.958156188,35702910,417.200002,3.70676533,2.866002,2.879002,0.013,26.697
Canada,2016,9.764,573.9903561,0.638511665,65.25122826,216.0162966,14.55476557,123.224915,1610.752,644.788913,0,-0.099,381.578,4.071426084,44.397998,95.687,1.081930063,4.829424982,292.7228312,5.015402839,36109480,425.975998,3.747494918,3.991999,4.010999,0.019,30.622999
Canada,2017,11.51,601.3911856,0.698989819,71.17705677,230.5853096,14.96439028,112.229138,1659.717,644.58814,0,-0.099,390.641,4.346019532,46.252001,95.565001,1.080550624,4.926553522,299.6288192,4.992827406,36545240,436.893001,3.846002898,3.538001,3.544001,0.006,31.198
Canada,2018,10.539,614.8802698,0.599464895,60.99567554,245.6794783,15.16095755,111.6704574,1705.808,635.7934577,0,-0.099,382.02,4.630510995,47.1720002,95.0300001,1.074501385,4.846407889,308.2051159,5.084573775,37065090,429.1920002,3.771906504,3.7590001,3.7790001,0.02,32.8540001
Canada,2019,11.064,592.4006362,0.474651394,49.50475268,242.537131,14.7497767,109.0238685,1738.017,627.8128689,0,-0.099,375.9820001,4.571284746,47.4370002,95.4690001,1.079465145,4.723992783,300.3587526,4.979847774,37601230,423.4190003,3.644527638,4.039,4.04,0.001,32.3330002
Canada,2020,10.183,533.1628456,0.372323915,39.29986806,234.897321,13.84903852,100.3356311,1649.824,623.9828667,0,-0.101318,380.9349779,4.427291343,50.1619691,92.6516066,1.044146581,4.661202349,258.9656565,4.388220912,38007160,431.096947,3.617055768,4.2375999,4.2375999,0,35.7413692
Canada,2021,9.964,553.7855269,0.402966788,42.2799862,243.0269287,14.17114494,111.1448133,1732.51,625.8546594,0,-0.0959105,377.1577683,4.580516341,50.2857475,87.3622408,0.984537542,4.635691421,268.4786121,4.551970394,38226500,427.4435158,3.651153879,5.1149608,5.1149608,0,35.2067867
China,1980,0,1596.696386,13.80965413,1309.985254,30.83945278,19.10728811,227.856,684.6352,285.474,0,0,57.618,0.581255,0,0,0,0.59235996,255.87168,4.124019021,984203100,57.618,0.59235996,0,0,0,0
China,1981,0,1587.190303,13.83613027,1312.709603,27.4807005,18.96434707,229.172,719.5517,294.017,0,0,64.845,0.51795,0,0,0,0.673220084,247,3.937046718,998881700,64.845,0.673220084,0,0,0,0
China,1982,0,1671.101704,14.84701884,1407.834711,23.26699309,19.93880095,238.102,784.3112,311.758,0,0,73.656,0.438531,0,0,0,0.758539036,240,3.894712076,1013932000,73.656,0.758539036,0,0,0,0
China,1983,0,1785.801619,15.92450301,1510.481214,26.32040426,21.28552081,249.1,869.0171,334.636,0,0,85.536,0.496081,0,0,0,0.89197379,249,3.972963012,1029457000,85.536,0.89197379,0,0,0,0
China,1984,0,1948.070593,17.59864566,1669.322712,26.74788182,23.05519742,272.788,1001.107,358.72,0,0,85.932,0.504138,0,0,0,0.889890322,252,4.062523436,1045569000,85.932,0.889890322,0,0,0,0
China,1985,0,2066.962675,18.59261456,1765.054497,27.90817806,24.35928861,299.202,1135.256,390.678,0,0,91.476,0.526007,0,0,0,0.949460282,274,4.291206769,1062497000,91.476,0.949460282,0,0,0,0
China,1986,0,2139.77531,19.13602492,1816.21829,29.55702009,25.02328892,333.794,1236.294,427.349,0,0,93.555,0.557084,0,0,0,0.969000492,294,4.361179505,1080841000,93.555,0.969000492,0,0,0,0
China,1987,0,2259.808112,20.20516134,1916.64041,30.16770233,26.37857921,373.274,1380.94,472.472,0,0,99.198,0.568594,0,0,0,1.021495867,313,4.583327995,1100382000,99.198,1.021495867,0,0,0,0
China,1988,0,2405.653732,21.59574443,2046.936415,30.71731634,28.16901541,409.84,1535.605,517.849,0,0,108.009,0.578953,0,0,0,1.092632968,328,4.901685012,1120062000,108.009,1.092632968,0,0,0,0
China,1989,0,2413.191859,21.46315616,2035.352407,30.83945278,28.32688872,438.322,1600.101,555.538,0,0,117.216,0.581255,0,0,0,1.183627945,347,5.098849615,1138785000,117.216,1.183627945,0,0,0,0
China,1990,0,2417.241264,21.62077165,2052.050936,30.1903281,28.37437767,465.206,1662.505,590.346,0,0,125.136,0.569020446,0.004,0,0,1.273583206,335,4.911002365,1155603000,125.14,1.273583206,0.002,0.002,0,0.002
China,1991,0,2460.412876,21.75358031,2065.188662,31.22421312,28.72323241,519.256,1817.118,643.116,0,0,123.849,0.588506876,0.011,0,0,1.273446191,364,5.10769904,1170482000,123.86,1.273446191,0.002,0.002,0,0.009
China,1992,0,2541.080385,22.49445062,2134.521878,31.55850669,30.0757759,585.338,2076.522,716.04,0,0,130.185,0.594807565,0.017,0.5,0.0051695,1.331859809,375,5.65465791,1184053000,130.202,1.326690309,0.003,0.003,0,0.014
China,1993,0,2730.930852,23.99271374,2271.895936,33.03491648,32.38011697,644.044,2364.868,795.733,0,0,149.193,0.622634601,0.026,2.47,0.02521129,1.507771086,426,6.256997535,1196581000,149.219,1.482559796,0.004,0.004,0,0.022
China,1994,0.343,2916.391474,25.78593998,2437.586447,34.80502779,34.80719239,701.171,2673.029,880.411,0,0,165.352,0.655997257,0.388,13.5,0.1371465,1.73158528,444,6.63366987,1208327000,165.74,1.59443878,0.005,0.005,0,0.04
China,1995,2.897,3140.322857,27.96606569,2628.471088,35.85176954,37.49591538,756.057,2966.323,956.307,0,0,184.902,0.675726008,2.968,12.38,0.125104654,1.808169886,476,7.045953795,1219470000,187.87,1.683065232,0.007,0.007,0,0.064
China,1996,1.417,3240.418927,28.8629585,2718.590768,39.82815922,39.33293943,805.304,3260.778,1005.499,0,0,185.051,0.750672097,1.524,13.62,0.13763533,1.836043246,482,7.883265582,1229800000,186.575,1.698407916,0.009,0.009,0,0.098
China,1997,2.606,3143.568283,27.29108493,2561.576601,42.99168162,37.40171128,863.428,3562.352,1070.225,0,0,192.624,0.810297448,2.823,11.35,0.114696108,1.801495333,539,7.498833568,1239223000,195.447,1.686799225,0.011,0.011,0,0.206
China,1998,2.364,3132.091526,27.22173052,2551.411399,44.68012734,38.42442343,885.232,3842.258,1103.697,0,0,202.257,0.84212089,2.748,13.46,0.136018469,1.896671697,536,8.46390032,1248050000,205.005,1.760653229,0.014,0.014,0,0.37
China,1999,2.404,3248.27287,28.00240973,2628.038406,48.23446342,39.9198827,944.456,4137.476,1172.261,0,0,210.801,0.909112209,2.915,14.089,0.142374755,2.030177265,572,8.978183495,1256613000,213.716,1.88780251,0.017,0.017,0,0.494
China,2000,2.421,3482.708684,29.86845966,2789.677548,50.0311357,42.46683683,1041.464,4487.936,1280.613,0,0,220.19,0.94297548,3.056,15.903,0.160705922,2.002910998,643,9.652490692,1265165000,223.246,1.842205076,0.02,0.02,0,0.615
China,2001,2.438,3615.319299,31.01952802,2903.303608,54.01569116,44.56127086,1132.211,4861.426,1426.677,0,0,274.658,1.018075476,3.211,16.597,0.167719058,2.640363132,658,9.883304226,1273566000,277.869,2.472644073,0.024,0.024,0,0.749
China,2002,2.43,3857.315271,33.13570094,3105.473079,58.842192,47.7114885,1271.068,5304.499,1584.671,0,0,285.094,1.109044267,3.343,25.166,0.254312094,2.798037349,693,10.66870594,1281666000,288.437,2.543725255,0.04,0.04,0,0.873
China,2003,2.422,4469.340962,39.31666408,3688.944433,63.3965291,55.2471767,1484.232,5836.405,1810.261,0,0,280.844,1.194883378,3.524,41.661,0.420789557,2.88236704,717,11.8532622,1289641000,284.368,2.461577483,0.063,0.063,0,1.039
China,2004,2.414,5397.860863,47.60136554,4472.994297,74.86656639,66.61598668,1701.757,6426.578,2103.526,0,0,350.009,1.411068035,3.814,47.946,0.484081371,3.607054958,850,13.99649815,1297683000,353.823,3.122973587,0.068,0.068,0,1.332
China,2005,2.406,6120.077564,54.55823684,5139.344678,91.73288617,74.68653742,1925,7158.584,2373.002,0.115,0,393.047,1.728960599,4.623,50.332,0.50817135,4.123133175,889,14.27620681,1305949000,397.67,3.614961824,0.074,0.074,0,2.028
China,2006,2.396,6750.666895,60.64262963,5712.141005,110.5258903,82.51175376,2227,8068.241,2716.712,0.126,0,431.428,2.08316687,6.474,51.81,0.522930661,4.457183126,928,15.32877414,1314425000,437.902,3.934252466,0.084,0.084,0,3.868
China,2007,2.387,7057.568452,65.11894596,6136.00899,138.0594622,88.90075156,2560,9217.407,3108.028,0.116,0,480.411,2.602113379,8.318,59.299,0.598366107,4.985793092,783.5,16.19389913,1323008000,488.729,4.387426986,0.105,0.105,0,5.71
China,2008,14.715,7505.110563,67.37979921,6358.993115,151.1174476,92.97954617,2623,10101.74,3297.443,0.116,0,579.335,2.848227322,29.783,65.325,0.65917243,6.292055168,995,16.45946447,1331687000,609.118,5.632882738,0.152,0.152,0,14.8
China,2009,20.7,8204.13674,72.93112723,6923.858506,173.2782332,100.5741646,2804,11055.18,3527.305,0.116,0,609.484,3.265908775,48.108,65.713,0.663087606,7.032067373,1107,17.34506122,1340450000,657.592,6.368979766,0.392,0.392,0,26.9
China,2010,33.863,9003.659584,81.11927046,7691.690677,208.9395151,112.0011758,3132.66562,12228.82,3986.89162,0.116,-3.231,704.269,3.938044514,79.308,73.88,0.745205248,8.257256443,1103.029391,18.68660435,1349340000,783.577,7.512051195,0.7,0.707,0.007,44.622
China,2011,38.269,9892.523227,89.3774795,8478.708671,256.3488721,122.3401303,3589.97656,13396.88,4465.47856,0.116,-3.346,681.165,4.831605304,111.333,86.35,0.872114794,8.44370409,1157.465684,19.68734139,1358583000,792.498,7.571589296,2.61,2.617,0.007,70.331
China,2012,40.967,10478.96047,94.49985304,8970.68163,281.3194056,130.9312451,3648.24058,14448.46,4740.27258,0.116,-2.951,854.166,5.302244247,143.427,97.39,0.983416366,10.41462012,1226.959433,20.7145277,1368126000,997.593,9.431203754,6.359,6.366,0.007,95.978
China,2013,49.303,10732.00237,96.11871426,9113.558191,319.3655467,135.5133116,3956.67902,15571.3,5171.54802,0.116,-3.357,900.515,6.019329272,206.101,111.61,1.131052057,11.52737719,1299.078629,21.84789086,1377579000,1106.616,10.39632513,15.477,15.485,0.008,141.197
China,2014,57.356,10654.27525,94.45741832,8939.78147,354.6900504,137.5429448,3984.91756,16722.22,5400.11356,0.116,-4.659,1040.626,6.685117493,246.689,132.54,1.34514846,13.32030727,1359.803728,23.08010168,1386528000,1287.315,11.97515881,29.23,29.238,0.008,159.979
China,2015,63.729,10427.08648,91.4262955,8646.270696,373.5915384,137.0137091,4021.548832,17895.86,5584.765637,0.117504,-5.328,1103.325301,7.041368443,294.429504,170.79,1.74017931,14.46066951,1407.22425,24.08537563,1394682000,1397.754805,12.7204902,44.809,44.817,0.008,185.766
China,2016,76.113,10261.59659,89.12074924,8426.841288,405.4806677,137.8500651,4171.52419,19121.78,5904.640151,0.11844,-10.546,1141.715521,7.642407508,388.65644,213.29,2.1776909,15.99041091,1429.274632,25.09649749,1402323000,1530.371961,13.81272001,75.344,75.355,0.011,237.07
China,2017,92.816,10414.76621,89.37461199,8456.530942,467.1680695,142.1216816,4491.498878,20444.71,6389.805784,0.117708,-11.241,1153.461198,8.805077643,508.016708,248.07,2.5352754,17.582274,1491.067197,26.35971795,1409610000,1661.477906,15.0469986,117.842,117.853,0.011,297.23
China,2018,103.207,10606.42816,90.37143087,8546.28745,546.5263666,147.2085185,4684.047627,21822.08,6800.815757,0.125,-11.084,1186.89813,10.3008048,646.594,294.36,3.01365768,19.39344625,1513.614345,27.14283658,1416138000,1833.49213,16.37978857,177.28,177.291,0.011,365.971
China,2019,121.143,10770.87111,91.3648283,8652.419202,597.8998449,151.8119852,4802.383276,23128.28,7152.505896,0.125,-10.747,1259.81262,11.26908045,752.707,348.35,3.5684974,21.27229075,1520.552061,27.90578568,1421481000,2012.51962,17.70379335,225.395,225.407,0.012,406.032
China,2020,124.262,10841.54659,91.90803555,8718.542887,635.1023698,156.0277625,4926.036507,23639.95,7455.467185,0.126,-11.377,1321.511262,11.97026518,853.0464174,366.25,3.755883393,22.75975116,1487.901336,29.38971057,1425213000,2174.557679,19.00386777,262.184,262.196,0.012,466.4624174
China,2021,136.4338,11420.23421,96.1977516,9114.390393,710.4424991,165.1584142,5391.953773,25638.03,8151.518231,0.126,-11.24,1274.63,13.39025883,1088.654458,407.52,4.18212438,24.71756296,1595.40132,30.85284085,1427055000,2363.284458,20.53543858,340.862,340.874,0.012,611.2206584
Former U.S.S.R.,1980,0,3515.884206,15.90984917,1505.098803,735.4248235,51.56998421,1037.1,2724.411998,1294.003644,0,0,184.025,13.86112,0,72.87864437,0.832638512,2.681172229,1275.36058,19.11784282,265900000,184.025,1.848533717,0,0,0,0
Former U.S.S.R.,1981,0,3453.300611,14.98822833,1417.928482,765.3721284,50.95051081,1003.153,2749.333242,1252.196392,0,0,184.993,14.42556,0,64.05039216,0.734529897,2.598288915,1270,18.93843357,268100000,184.993,1.863759018,0,0,0,0
Former U.S.S.R.,1982,0,3533.225245,15.01614382,1420.503211,822.7220344,52.64340399,1093.7,2816.92314,1367.782245,0,0,175.46,15.506478,0,98.62224487,1.123405991,2.885607616,1290,19.23517455,270400000,175.46,1.762201624,0,0,0,0
Former U.S.S.R.,1983,0,3575.448421,14.95639295,1414.821694,891.6267274,53.80084789,1126.7,2906.890437,1416.611743,0,0,180.186,16.805178,0,109.7257433,1.251641554,3.069049694,1269,18.97022724,272900000,180.186,1.817408139,0,0,0,0
Former U.S.S.R.,1984,0,3684.218964,14.81675603,1401.60403,1013.614934,56.52287146,1147,2944.379126,1492.097622,0,0,203.155,19.104384,0,141.9426216,1.624817189,3.664546377,1269,18.93718505,275400000,203.155,2.039729188,0,0,0,0
Former U.S.S.R.,1985,0,3769.310278,14.61632587,1382.684825,1111.625453,58.53154281,1170,2970.365985,1545.008714,0,0,205.046,20.951664,0,169.9627136,1.949472325,3.993325699,1275,18.97022724,277900000,205.046,2.043853374,0,0,0,0
Former U.S.S.R.,1986,0,3890.305763,14.81763389,1401.731158,1171.574605,59.80096869,1144.607,3093.066416,1509.636799,0,0,213.477,22.081572,0,151.5527988,1.744827373,3.876426507,1317,19.02533629,280400000,213.477,2.131599134,0,0,0,0
Former U.S.S.R.,1987,0,4008.875659,15.54037446,1470.131082,1222.744577,61.83636662,1178.099,3132.798271,1571.817431,0,0,217.466,23.046012,0,176.2524305,2.031133009,4.181357059,1316,19.0686231,282800000,217.466,2.15022405,0,0,0,0
Former U.S.S.R.,1988,0,4065.329889,15.60089451,1475.854404,1311.475485,63.69113475,1177.991,3199.634506,1610.209352,0,0,228.512,24.718392,0,203.7063518,2.32897472,4.55991306,1278,18.81193518,285100000,228.512,2.23093834,0,0,0,0
Former U.S.S.R.,1989,0,4057.071395,15.57930933,1473.807317,1335.264078,63.59230574,1209.21,3247.333179,1642.925789,0.026,0,220.998,25.166754,0.026,212.6917886,2.433832136,4.61364488,1248,18.23259753,286600000,221.024,2.179812744,0,0,0,0
Former U.S.S.R.,1990,0,4023.853953,15.29165482,1443.073463,1358.780491,62.94084628,1204.14,3168.799031,1636.14341,0.027,0,230.67,25.609986,0.027,201.30641,2.307575378,4.563300015,1222,17.47590545,288500000,230.697,2.255724637,0,0,0,0
Former U.S.S.R.,1991,0,3933.95836,14.56129932,1384.872987,1343.085374,62.00147854,1173,3012.063658,1607.174,0.029,0,232.65,25.314168,0.029,201.495,2.310946155,4.737949591,1206,17.38806163,290100000,232.679,2.427003436,0,0,0,0
Former U.S.S.R.,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,1980,0.652,472.3705918,1.398753859,138.9054988,49.34206332,8.644724764,117.986,1448.373,250.498,0,-0.287,68.253,0.929988,1.122,63.424,0.719481856,1.510575657,284.1230297,4.805407248,55314190,69.375,0.791093801,0,0.47,0.47,0
France,1981,0.698,416.172803,1.257725406,123.357961,51.0872032,8.282151782,91.393,1463.793,261.858,0,-0.356,70.358,0.96288,1.228,99.235,1.020830445,1.792238101,241.7276388,4.269308275,55624990,71.586,0.771407656,0,0.53,0.53,0
France,1982,1.074,411.8650427,1.317462207,126.7256811,49.39729531,8.01422541,91.954,1499.816,264.508,0,-0.317,68.6,0.931029,1.644,102.627,1.055723949,1.798742289,235.7420663,3.966991915,55944820,70.244,0.74301834,0,0.57,0.57,0
France,1983,0.686,395.9097516,1.165900984,111.7888443,51.67851975,8.100454276,75.848,1518.468,279.984,0,-0.623,67.515,0.974025,1.256,135.988,1.402988196,2.096875543,232.4423875,3.86365275,56223010,68.771,0.693887347,0,0.57,0.57,0
France,1984,0.885,404.2475804,1.116399027,108.4307364,54.72922503,8.30176831,60.961,1542.481,306.101,0,-0.795,64.01,1.031524,1.455,180.47,1.87400048,2.499568703,241.087619,3.654276581,56485500,65.465,0.625568223,0,0.57,0.57,0
France,1985,0.752,397.1836476,1.064646818,105.5455864,56.4193982,8.482898204,52.251,1569.094,324.265,0,-0.748,60.248,1.06338,1.322,211.192,2.145921912,2.754614916,235.218663,3.600256471,56749290,61.57,0.608693004,0,0.57,0.57,0
France,1986,0.843,383.7769742,0.914400745,89.62161839,57.02572979,8.635664276,40.547,1604.738,341.513,0,-0.948,60.953,1.074808,1.403,239.558,2.434148838,3.027812464,237.129626,3.618643067,57020450,62.356,0.593663626,0,0.56,0.56,0
France,1987,0.878,375.8747681,0.820913855,80.02290107,57.826461,8.753813675,37.363,1646.084,355.869,0,-0.8,68.623,1.0899,1.418,249.265,2.532781665,3.184044395,238.025406,3.658955425,57306860,70.041,0.65126273,0,0.54,0.54,0
France,1988,0.848,372.6516636,0.798557604,78.10468036,55.84527201,8.87304464,35.742,1721.694,370.643,0,-0.726,73.952,1.052559,1.388,260.287,2.644776207,3.321829289,238.7017113,3.700098747,57610970,75.34,0.677053082,0,0.54,0.54,0
France,1989,1.509,387.7291887,0.871145704,85.57024353,56.80204288,9.041941572,48.492,1799.693,384.475,0,-0.515,45.744,1.070592,2.039,288.715,2.933633115,3.31859102,245.3569023,3.781612848,57924770,47.783,0.384957905,0,0.53,0.53,0
France,1990,1.632,384.6809116,0.855334406,83.14395731,57.71116886,9.238026589,44.291,1851.669,396.184,0,-1.415,52.796,1.087727,2.135,298.377,3.106999701,3.543588071,243.8257855,3.751377113,58212010,54.931,0.43658837,0,0.503,0.503,0
France,1991,1.813,408.3950996,0.907629903,86.63849421,65.3615879,9.845535271,56.721,1871.952,428.517,0,-1.584,56.277,1.23192036,2.33,314.773,3.275213065,3.713972162,256.3950175,3.992012846,58495570,58.607,0.438759097,0,0.517,0.517,0
France,1992,1.858,400.2508842,0.821110173,78.14774465,66.1199019,9.944705227,47.222,1899.788,437.9738,0,-1.459,68.313,1.24621289,2.375,321.5228,3.343515597,3.894236626,255.9832377,3.983145539,58780520,70.688,0.550721029,0.001,0.517,0.516,0
France,1993,1.739,379.8626147,0.653759695,62.24999606,66.62372599,9.888429926,32.276,1886.738,447.371,0,-1.22,64.3,1.255708852,2.236,349.779,3.636302484,4.116830682,250.9888927,3.862130697,59022420,66.536,0.480528198,0.001,0.495,0.494,0.002
France,1994,1.926,372.2948242,0.628761725,60.43251785,66.29489352,9.879264516,31.382,1932.498,452.95,0,-0.904,78.057,1.249511092,2.433,341.982,3.54122361,4.165761782,245.5674128,3.835229917,59236080,80.49,0.624538172,0.001,0.502,0.501,0.005
France,1995,2.193,384.2561061,0.669545232,64.99974924,67.64634485,10.15528535,35.791,1975.253,467.8295,0,-1.233,72.196,1.27498294,2.706,358.3695,3.710916173,4.261114531,251.610012,3.949642648,59444610,74.902,0.550198359,0.001,0.508,0.507,0.005
France,1996,2.399,398.75801,0.692422522,66.83664902,74.68441877,10.49862453,40.343,2001.557,483.443,0,-1.701,64.43,1.407634958,2.898,377.473,3.906468077,4.380674728,257.2369422,4.017892323,59649850,67.328,0.474206651,0.001,0.492,0.491,0.007
France,1997,2.717,390.5292034,0.618167448,61.36663671,74.08062954,10.43482571,36.181,2048.64,476.755,0,-1.526,63.151,1.396254876,3.24,375.709,3.888212441,4.36972336,255.0819371,4.050680025,59856700,66.391,0.481510919,0.002,0.512,0.51,0.011
France,1998,2.702,415.1235784,0.717564422,71.06371544,75.85800088,10.59318513,50.702,2122.412,482.398,0,-1.619,61.479,1.429754367,3.245,368.591,3.811169017,4.303961449,268.2018621,4.14190489,60074670,64.724,0.492792432,0.002,0.524,0.522,0.019
France,1999,3.16,410.8178613,0.657499181,64.25353326,79.66782293,10.72749928,46.275,2192.068,494.518,0,-1.835,71.832,1.501561028,3.714,374.532,3.871615561,4.447653779,266.8965051,4.120785296,60400090,75.546,0.576038217,0.002,0.517,0.515,0.037
France,2000,3.561,409.0440155,0.626474425,61.52427574,83.65800884,10.89301025,46.56666,2282.729,509.63366,0,-1.924,66.466,1.576767145,4.121,394.404,4.077036578,4.580569305,263.8617309,4.109199373,60816450,70.587,0.503532726,0.005,0.512,0.507,0.048
France,2001,4.316,410.6522317,0.553412759,54.53821882,87.71633734,11.12273263,42.3047,2326.73,519.4517,0,-1.697,73.888,1.653257599,4.938,400.018,4.13506967,4.736617291,268.3976755,4.179444982,61257270,78.826,0.601547621,0.006,0.491,0.485,0.131
France,2002,4.58,405.4591187,0.545585061,54.69349567,89.91199074,11.06691634,48.05938,2354.196,526.14238,0,-2.177,59.992,1.694640775,5.346,414.922,4.289135433,4.718566031,260.8536323,4.108124471,61699070,65.338,0.429430598,0.007,0.501,0.494,0.265
France,2003,4.874,406.7120445,0.557490761,56.12139385,88.25255172,11.1451202,52.3862,2373.982,533.6022,0,-2.127,58.567,1.663364046,5.759,419.017,4.331466304,4.786898452,262.3380989,4.13736694,62131680,64.326,0.455432149,0.007,0.497,0.49,0.388
France,2004,5.029,410.6978924,0.541374053,52.52957717,93.6780826,11.3288533,51.52328,2434.053,540.59828,0,-2.133,59.276,1.765623219,6.103,425.829,4.401883371,4.857478453,264.4902327,4.164377571,62592630,65.379,0.455595082,0.009,0.479,0.47,0.595
