COUNTRY,Year,Biomass and waste (billion kWh),CO2 emissions (MMtonnes CO2),Coal (quad Btu),Coal and coke (MMtonnes CO2),Consumed natural gas (MMtonnes CO2),Consumption (quad Btu),Fossil fuels (billion kWh),GDP,Generation (billion kWh),Geothermal (billion kWh),Hydroelectric pumped storage (billion kWh),Hydroelectricity (billion kWh),Natural gas (quad Btu),Non-hydroelectric renewables (billion kWh),Nuclear (billion kWh),Nuclear (quad Btu),"Nuclear, renewables, and other (quad Btu)",Petroleum and other liquids (MMtonnes CO2),Petroleum and other liquids (quad Btu),Population,Renewables (billion kWh),Renewables and other (quad Btu),Solar (billion kWh),"Solar, tide, wave, fuel cell (billion kWh)",Tide and wave (billion kWh),Wind (billion kWh)
France,2005,5.017,421.1973666,0.590183219,58.52444843,99.8149435,11.44039257,57.99706,2476.592,544.67706,0,-1.935,50.965,1.881289379,6.47,431.18,4.457197777,4.850228833,262.8579747,4.11869114,63058350,57.435,0.393031056,0.01,0.491,0.481,0.962
France,2006,4.951,419.1628042,0.548596839,54.28495179,102.1196647,11.46526781,51.97918,2542.318,542.97918,0,-2.171,55.741,1.924728242,7.61,429.82,4.443139172,4.87657625,262.7581876,4.115366483,63489280,63.351,0.433437078,0.013,0.477,0.464,2.182
France,2007,5.535,408.2421046,0.568235827,54.53629557,94.99433543,11.25702222,52.96618,2602.849,538.14118,0,-2.071,57.029,1.790431654,10.088,420.129,4.34296128,4.820162844,258.7114736,4.078191895,63871390,67.117,0.477201564,0.018,0.483,0.465,4.07
France,2008,5.834,408.0816798,0.53828548,51.94414517,99.59214228,11.34527791,50.9245,2606.613,544.0015,0,-1.775,63.017,1.877090073,12.035,419.8,4.339560338,4.924221146,256.5453924,4.005681211,64221590,75.052,0.584660807,0.042,0.507,0.465,5.694
France,2009,6.15,386.6075901,0.427668055,41.94469341,95.25586594,10.73285838,46.38336,2534.074,507.40836,0,-1.84,56.428,1.795360921,14.684,391.753,4.049632637,4.667209105,249.4070308,3.842620298,64543120,71.112,0.617576468,0.174,0.622,0.448,7.912
France,2010,6.471,387.6985549,0.457613965,47.15173246,96.9270198,10.97815854,54.362653,2579.673,539.912655,0,-1.785,61.945,1.826858449,17.512001,407.878001,4.234851672,4.937231341,243.6198026,3.756454782,64858770,79.457001,0.702379669,0.620001,1.096001,0.476,9.945
France,2011,7.202,377.8864261,0.381471136,38.68434304,93.78111298,10.78676009,56.350103,2637.201,543.204119,0.056064,-1.848,45.184,1.767565112,22.440484,421.077532,4.37189769,4.859401557,245.4209701,3.778322283,65165140,67.624484,0.487503867,2.333801,2.810801,0.477,12.371619
France,2012,7.456,371.973182,0.446872945,43.88801777,87.3895094,10.70092066,53.340846,2646.755,543.056111,0.050916,-1.835,59.099,1.64709762,27.571249,404.880016,4.203724664,4.890900147,240.6956548,3.716049944,65479090,86.670249,0.687175483,4.427932,4.885932,0.458,15.178401
France,2013,7.664,374.3326383,0.473815641,46.17602401,91.25207753,10.83494468,50.121481,2665.263,552.39671,0.081216,-1.941,71.042,1.719898427,29.479542,403.694687,4.191417816,4.99674433,236.9045368,3.644486285,65953860,100.521542,0.805326514,5.19359,5.60759,0.414,16.126736
France,2014,8.072,342.8498739,0.350683196,34.89695164,74.92710741,10.36618981,33.406763,2690.931,542.444671,0.07488,-2.16,62.993,1.412209099,32.343136,415.861772,4.317744316,5.010533941,233.0258148,3.592763572,66348590,95.336136,0.692789625,6.391476,6.872476,0.481,17.32378
France,2015,8.777,346.6972078,0.329153698,32.68784419,78.97303774,10.4047925,41.97521,2719.15,550.247779,0.082824,-1.919,54.876,1.488465874,38.520753,416.794816,4.327431779,4.991569406,235.0363259,3.59560352,66570800,93.396753,0.664137627,7.753328,8.240328,0.487,21.420601
France,2016,9.899,349.8893064,0.328451883,32.01635804,86.48027205,10.26798928,53.251455,2745.836,536.004261,0.087936,-1.878,60.094,1.629960521,40.528682,384.008124,3.987019261,4.782366113,231.3926763,3.527210766,66745530,100.622682,0.795346852,8.659763,9.160763,0.501,21.380983
France,2017,10.2,355.964925,0.370623857,36.57170617,86.97867764,10.26773356,61.412355,2813.394,532.963003,0.11994,-1.97,49.389,1.639354357,45.037693,379.093955,3.935997198,4.682629484,232.4145412,3.575125859,66945070,94.426693,0.746632286,9.586315,10.108315,0.522,24.609438
France,2018,10.774,343.7906639,0.325808008,32.63645701,84.85562962,10.32359073,46.4796484,2864.55,552.9287295,0.127,-2.041,64.485,1.59933963,50.870754,393.1343271,4.081773369,4.932724602,226.2985773,3.465718493,67191380,115.355754,0.850951232,10.891159,11.371159,0.48,28.598595
France,2019,11.047,339.4801569,0.264135269,26.97083912,86.48471499,10.14405393,50.4751223,2918.658,543.7815506,0.128,-1.738,56.913891,1.630044261,58.6665372,379.4640001,3.939839244,4.789730042,226.0246027,3.460144353,67412380,115.5804282,0.849890798,12.2251841,12.7041841,0.479,34.7873531
France,2020,10.956,288.4049757,0.198001464,20.24056086,80.1434821,9.086099661,45.4579358,2694.448,506.0036239,0.133,-1.691753,62.06191,1.510526144,64.761293,335.4142381,3.469302094,4.441642418,188.0209328,2.935929635,67592500,126.823203,0.972340324,13.398392,13.880392,0.482,39.791901
France,2021,11.73292,316.6353653,0.248355478,28.17497281,85.368374,9.732867698,48.0480476,2866.072,530.4178475,0.133,-1.543391,58.856657,1.609003719,64.3528752,360.7036587,3.730879063,4.700484284,203.0920185,3.175024217,67791200,123.2095322,0.969605221,15.095,15.579,0.484,36.9079552
Germany,1980,5.165,1257.051775,7.960972242,754.0141624,110.4604783,17.34988698,390.323,1761.467957,467.372,0,-2.488,18.783,2.081934,5.165,55.589,0.599994953,0.773748247,392.5771339,6.533232492,77786696,23.948,0.173753295,0,0,0,0
Germany,1981,4.74,1216.476643,8.112850001,768.6451065,105.2400206,16.89296104,375.255,1768.196407,461.757,0,-2.692,19.607,1.98354,4.74,64.847,0.696565995,0.88332357,342.591516,5.91324747,77684488,24.347,0.186757575,0,0,0,0
Germany,1982,4.725,1213.474628,8.100549104,774.2902874,97.01793508,16.72820156,365.988,1753.143312,461.131,0,-2.825,19.442,1.828572,4.725,73.801,0.789275112,1.025024282,342.1664052,5.77405618,77610424,24.167,0.23574917,0,0,0,0
Germany,1983,4.046,1201.916568,8.11072761,773.7213607,99.82760392,16.62508821,371.865,1784.298602,468.972,0,-2.694,18.396,1.881528,4.046,77.359,0.82841538,1.048621313,328.3676028,5.584211285,77566064,22.442,0.220205934,0,0,0,0
Germany,1984,4.316,1247.531325,8.38319205,791.3083675,106.2071375,16.92433668,377.797,1834.585162,501.838,0,-2.774,18.182,2.001768,4.316,104.317,1.108948652,1.224050127,350.0158195,5.315326507,77568576,22.498,0.115101474,0,0,0,0
Germany,1985,4.319,1268.910876,8.422422157,800.0749755,104.6281711,17.49387169,361.696,1874.769871,518.739,0,-3.029,17.112,1.972008,4.319,138.641,1.463775258,1.601372762,364.2077291,5.498068773,77638808,21.431,0.137597504,0,0,0,0
Germany,1986,4.191,1295.056463,8.375892293,801.6095738,106.355484,17.76795288,370.239,1916.181414,520.399,0,-2.813,18.293,2.004564,4.192,130.488,1.37597288,1.591529546,387.0914052,5.79596704,77803352,22.485,0.215556667,0,0,0,0.001
Germany,1987,3.798,1274.299851,8.161304577,783.7355782,114.0991045,17.68784544,366.211,1945.055789,528.533,0,-2.729,20.086,2.150514,3.8,141.165,1.486711298,1.744174047,376.4651683,5.631852811,78090896,23.886,0.257462749,0,0,0,0.002
Germany,1988,4.303,1255.32393,8.059490262,771.0464448,112.0563167,17.66889818,368.096,2009.989513,545.454,0,-2.944,19.847,2.112012,4.311,156.144,1.643304266,1.854164492,372.2211687,5.643231423,78477528,24.158,0.210860227,0,0,0,0.008
Germany,1989,4.595,1222.425467,7.956059168,757.2438671,118.0328318,17.25463346,356.43,2075.675197,527.681,0,-2.896,18.033,2.224656,4.621,151.493,1.594870188,1.757448314,347.148768,5.316469978,78916440,22.654,0.162578126,0,0,0,0.026
Germany,1990,4.78,1181.733526,7.357843067,704.1707811,116.3106761,16.79510659,358.927,2015.547621,523.466,0,-2.615,17.158,2.1921972,4.852,145.144,1.519354949,1.721052627,361.2520687,5.524013686,79370192,22.01,0.201697679,0.001,0.001,0,0.071
Germany,1991,5.723,993.2308898,5.014655466,478.2406659,131.5257789,14.95781367,346.073,2863.642,505.457,0,-1.355,14.742,2.478968,5.939,140.058,1.42929189,1.633006394,383.464445,5.831183814,79890740,20.681,0.203714504,0.001,0.001,0,0.215
Germany,1992,6.213,953.1652733,4.57329778,438.5793069,129.7940544,14.67384274,330.363,2906.753,503.627,0,-1.331,17.223,2.44632885,6.508,150.864,1.53956712,1.782121113,384.791912,5.872094999,80286690,23.731,0.242553993,0.004,0.004,0,0.291
Germany,1993,6.196,937.3156195,4.272245386,412.4589349,134.3763157,14.58368926,324.102,2877.87,493.139,0,-1.337,17.699,2.53269427,6.873,145.802,1.48790941,1.784963723,390.480369,5.993785886,80809690,24.572,0.297054313,0.003,0.003,0,0.674
Germany,1994,7.224,911.0729215,4.024168115,389.1229908,140.7990777,14.42204663,325.335,2948.988,495.603,0,-1.29,19.731,2.65374903,8.659,143.168,1.46102944,1.805839614,381.150853,5.938289875,81084880,28.39,0.344810174,0.007,0.007,0,1.428
Germany,1995,7.696,922.0133085,3.878127778,377.4490127,162.2151067,14.72416211,327.99,2996.207,502.972,0,-1.431,21.562,3.05739348,9.415,145.436,1.463228833,1.865101474,382.349189,5.923539377,81238190,30.977,0.401872641,0.007,0.007,0,1.712
Germany,1996,7.981,936.7873503,3.9160536,383.2786159,162.4347393,14.9425741,337.465,3021.806,520.14,0,-1.148,21.737,3.061533065,10.071,152.015,1.529420027,1.928023629,391.073995,6.036963802,81413620,31.808,0.398603602,0.012,0.012,0,2.078
Germany,1997,8.269,907.2938124,3.771763509,369.3232551,155.6452513,14.71225285,328.939,3077.961,517.17443,0,-2.081,17.18343,2.933566338,11.321,161.812,1.627987458,1.997252499,382.325306,6.009670505,81507690,28.50443,0.369265042,0.018,0.018,0,3.034
Germany,1998,9.736,900.4346637,3.595349838,356.814186,161.7443348,14.6564141,338.601,3133.447,522.214,0,-1.357,17.044,3.048520477,14.364,153.562,1.544984364,1.98733312,381.876143,6.02521066,81475620,31.408,0.442348756,0.035,0.035,0,4.593
Germany,1999,8.251,866.7709139,3.373734643,334.5662595,163.3353895,14.3749544,326.069,3188.237,519.283,0,-1.55,19.451,3.078508315,13.809,161.504,1.624888675,2.080580214,368.869265,5.842131231,81417310,33.26,0.455691539,0.03,0.03,0,5.528
Germany,2000,10.121,872.19349,3.413247167,345.0561603,161.4168576,14.39489097,339.75548,3288.198,540.11648,0,-1.813,21.515,3.042348262,19.533,161.126,1.621085625,2.218813689,365.720472,5.720481853,81447190,41.048,0.597728064,0.06,0.06,0,9.352
Germany,2001,12.441,888.0166657,3.386490556,345.8164035,168.7785762,14.67738067,342.9449,3347.766,549.6969,0,-1.507,22.506,3.181100262,23.013,162.74,1.637324048,2.313579544,373.421686,5.796210313,81487500,45.519,0.676255496,0.116,0.116,0,10.456
Germany,2002,12.518,872.5772378,3.390601665,343.7372304,168.3963834,14.46525658,343.50044,3342.319,549.97644,0,-1.579,22.893,3.173896779,28.562,156.6,1.575549625,2.30330667,360.443624,5.597451471,81562380,51.455,0.727757046,0.188,0.188,0,15.856
Germany,2003,14.704,873.8696755,3.483524138,349.5293002,170.5542593,14.48048479,365.276,3318.382,572.726,0,-2.552,19.071,3.214567934,34.124,156.807,1.575749309,2.248827362,353.786116,5.533565351,81567940,53.195,0.673078053,0.333,0.333,0,19.087
Germany,2004,16.033,865.9761284,3.472806168,346.169625,171.7224565,14.53844856,360.068,3341.74,579.7422,0.0002,-2.513,20.866,3.236585848,42.6092,158.712,1.594892603,2.344664007,348.084047,5.484392539,81493690,63.4752,0.749771404,0.557,0.557,0,26.019
Germany,2005,16.589,844.3144931,3.305726373,328.3719878,173.3163723,14.28504515,360.722,3371.82,577.6862,0.0002,-2.735,19.442,3.266627612,45.6452,154.612,1.549309182,2.290547027,342.626133,5.422144137,81382690,65.0872,0.741237845,1.282,1.282,0,27.774
Germany,2006,21.335,858.9907918,3.358872685,335.7356226,176.9268612,14.54251681,362.97,3506.728,594.1134,0.0004,-2.254,19.808,3.334677286,54.8794,158.71,1.590373711,2.399697707,346.328308,5.449269133,81239750,74.6874,0.809323996,2.22,2.22,0,31.324
Germany,2007,29.074,832.2576096,3.498508184,349.3547191,169.7377325,13.99814859,374.018,3614.957,598.5474,0.0004,-2.293,20.957,3.199178222,72.6564,133.209,1.334837702,2.333958323,313.165158,4.966503864,81058120,93.6134,0.999120621,3.075,3.075,0,40.507
Germany,2008,32.821,836.6717449,3.256253884,325.2241485,176.9039084,14.27551857,362.275,3639.783,600.122,0.018,-1.922,20.239,3.334244677,78.644,140.886,1.411766056,2.436760917,334.543688,5.248259091,80857380,98.883,1.024994862,4.42,4.42,0,41.385
Germany,2009,36.201,781.7268835,3.008310485,296.0813499,164.4588596,13.42854611,331.293,3434.4,558.121,0.019,-1.956,18.841,3.099683224,82.224,127.719,1.27982446,2.294712665,321.186674,5.025839731,80586440,101.065,1.014888205,6.584,6.584,0,39.42
Germany,2010,40.275,821.722864,3.147714929,314.7737726,181.5691784,14.14063959,351.514038,3573.391,592.76104,0.02,-2.219,20.678,3.422174626,89.817,132.971002,1.332452813,2.476916308,325.379913,5.093833723,80319820,110.495,1.144463495,11.728998,11.728998,0,37.793002
Germany,2011,43.291,793.4895751,3.151107657,313.3145948,164.6305254,13.54052721,346.272358,3715.884,575.676356,0.018998,-1.952,17.323,3.102918741,111.791998,102.241,1.006932246,2.349388204,315.544455,4.937112609,80288210,129.114998,1.342455958,19.599,19.599,0,48.883
Germany,2012,49.757,806.8993466,3.28846506,325.0326241,164.8221195,13.69644792,351.07179,3738.869,591.388791,0.024999,-2.027,21.331,3.106529864,126.833001,94.18,0.927542561,2.353946364,317.044603,4.94750663,80450300,148.164001,1.426403803,26.380001,26.380001,0,50.671001
Germany,2013,52.092,821.8497044,3.341396621,330.3916384,168.80322,13.94055856,353.866316,3759.497,601.497317,0.069001,-2.035,22.66,3.181564743,134.879001,92.127,0.907323354,2.391430337,322.654846,5.026166855,80676070,157.539001,1.484106983,31.01,31.01,0,51.708
Germany,2014,55.721,783.5586909,3.217251817,318.6328332,152.7137347,13.47988541,333.900503,3842.333,592.096504,0.098,-2.146,19.31,2.878313779,149.232002,91.799999,0.904102847,2.477686558,312.212123,4.906633252,81036260,168.542002,1.57358371,36.056,36.056,0,57.357002
Germany,2015,57.382,787.7481654,3.217303091,316.7342922,157.1241222,13.64252557,332.890695,3890.028,611.510695,0.133,-2.134,18.664,2.961439759,175.325,86.765,0.857672025,2.573282099,313.889751,4.890500625,81808880,193.989,1.715610074,38.725999,38.725999,0,79.084001
Germany,2016,58.26,788.8893957,3.126310164,305.0698255,169.8582742,13.72743281,342.791533,3973.327,616.083534,0.175,-1.909,20.214,3.201450165,174.949001,80.038,0.79117563,2.46823087,313.961296,4.931441609,82391910,195.163001,1.67705524,38.097999,38.097999,0,78.416002
Germany,2017,58.207,805.059275,3.144978105,305.1361238,180.3055712,14.19870229,328.746874,4091.895,620.117876,0.163,-2.247,19.985,3.398358444,201.478002,72.155,0.714695275,2.617529739,319.61758,5.037836002,82690840,221.463002,1.902834464,39.401,39.401,0,103.707002
Germany,2018,57.967,781.6722095,2.992461675,290.7983956,179.7137489,13.8058034,310.7798444,4133.062,607.5568443,0.178,-2.276,17.694,3.387203912,209.493,71.8659999,0.711832729,2.655569988,311.160065,4.77056782,82934140,227.187,1.943737259,43.459,43.459,0,107.889
Germany,2019,56.972,720.8565704,2.243220115,218.6357647,184.8648747,13.36037079,264.1422421,4178.71,577.612099,0.197,-2.3501431,19.731,3.484291161,225.0969999,70.9920001,0.709423057,2.810723922,317.355931,4.822135596,83111410,244.8279999,2.101300865,44.383,44.383,0,123.5449999
Germany,2020,57.145,630.6652221,1.783126822,173.7351308,169.0936573,12.18183939,232.8862875,4003.317,545.3611372,0.231,-2.4221503,18.322,3.187038838,235.6610001,60.9139999,0.608594046,2.795691767,287.836434,4.415981966,83159410,253.9830001,2.187097721,48.641,48.641,0,129.6440001
Germany,2021,49.883,664.4454537,2.14028899,210.5528428,175.797727,12.50082758,260.7899406,4128.388,557.1440648,0.249,-2.0872858,19.252,3.313395621,213.7481148,65.4412952,0.666393996,2.694060472,278.094884,4.353082492,83206340,233.0001148,2.027666476,49.992,49.992,0,113.6241148
"Germany, East",1980,0,521.4169534,4.776583345,457.2702117,10.2012053,5.918515743,85.261,0,98.808,0,0,1.658,0.19227,0,11.889,0.134079684,0.139105255,53.9455364,0.810557142,0,1.658,0.005025572,0,0,0,0
"Germany, East",1981,0,525.7923145,4.867710001,465.8840972,10.3046658,5.955089999,81.544,0,94.478,0,0,1.718,0.19422,0,11.216,0.126489842,0.131131614,49.60355149,0.762028385,0,1.718,0.004641772,0,0,0,0
"Germany, East",1982,0,527.2899134,4.860329462,466.5758511,10.139129,5.976420414,84.548,0,96.52,0,0,1.748,0.1911,0,10.224,0.115302438,0.128642712,50.57493331,0.79634824,0,1.748,0.013340274,0,0,0,0
"Germany, East",1983,0,521.3783021,4.866436566,466.5898363,10.2632816,5.920094915,85.21,0,98.419,0,0,1.683,0.19344,0,11.526,0.129985906,0.139381675,44.52518419,0.720836675,0,1.683,0.009395769,0,0,0,0
"Germany, East",1984,0,542.1643218,5.02991523,480.2324264,12.1669548,6.170594092,96.605,0,110.093,0,0,1.748,0.22932,0,11.74,0.132399318,0.118616404,49.76494054,0.792742458,0,1.748,-0.013782914,0,0,0,0
"Germany, East",1985,0,542.9069069,5.053453294,484.0722521,12.001418,6.187990421,99.337,0,113.834,0,0,1.758,0.2262,0,12.739,0.143665665,0.140649052,46.83323674,0.767688075,0,1.758,-0.003016613,0,0,0,0
"Germany, East",1986,0,543.6248811,5.025535376,482.6828357,12.4566442,6.159649032,102.616,0,115.291,0,0,1.767,0.23478,0,10.908,0.123016334,0.135516818,48.48540121,0.763816838,0,1.767,0.012500485,0,0,0,0
"Germany, East",1987,0,528.9352758,4.896782746,470.9455776,11.4841155,5.9777702,101.244,0,113.62,0,0,1.726,0.21645,0,10.65,0.120106706,0.146814902,46.50558268,0.717722551,0,1.726,0.026708196,0,0,0,0
"Germany, East",1988,0,520.3010909,4.835694157,464.381874,12.4566442,5.879770391,104.853,0,117.634,0,0,1.719,0.23478,0,11.062,0.124753088,0.136250499,43.46257275,0.673045735,0,1.719,0.011497412,0,0,0,0
"Germany, East",1989,0,501.5552968,4.773635501,457.3876126,12.1669548,5.74970301,105.123,0,117.724,0,0,1.551,0.22932,0,11.05,0.124617756,0.124061251,32.00072934,0.622686257,0,1.551,-0.000556505,0,0,0,0
"Germany, East",1990,0,462.6326207,4.41470584,423.7954587,7.3870797,5.209283095,97.29,0,104.008,0,0,1.389,0.13923,0,5.329,0.060098464,0.073139354,31.45008229,0.5822079,0,1.389,0.013040891,0,0,0,0
"Germany, East",1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, East",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, West",1980,5.165,735.6348212,3.184388897,296.7439507,100.259273,11.43137124,305.062,0,368.564,0,-2.488,17.125,1.889664,5.165,43.7,0.465915269,0.634642992,338.6315975,5.72267535,0,22.29,0.168727723,0,0,0,0
"Germany, West",1981,4.74,690.6843286,3.24514,302.7610093,94.9353548,10.93787104,293.711,0,367.279,0,-2.692,17.889,1.78932,4.74,53.631,0.570076153,0.752191956,292.9879645,5.151219085,0,22.629,0.182115803,0,0,0,0
"Germany, West",1982,4.725,686.1847142,3.240219642,307.7144363,86.87880608,10.75178115,281.44,0,364.611,0,-2.825,17.694,1.637472,4.725,63.577,0.673972674,0.89638157,291.5914719,4.97770794,0,22.419,0.222408896,0,0,0,0
"Germany, West",1983,4.046,680.5382654,3.244291044,307.1315244,89.56432232,10.70499329,286.655,0,370.553,0,-2.694,16.713,1.688088,4.046,65.833,0.698429474,0.909239638,283.8424186,4.86337461,0,20.759,0.210810165,0,0,0,0
"Germany, West",1984,4.316,705.3670028,3.35327682,311.0759411,94.04018272,10.75374259,281.192,0,391.745,0,-2.774,16.434,1.772448,4.316,92.577,0.976549334,1.105433723,300.250879,4.522584049,0,20.75,0.128884388,0,0,0,0
"Germany, West",1985,4.319,726.0039689,3.368968863,316.0027234,92.62675312,11.30588127,262.359,0,404.905,0,-3.029,15.354,1.745808,4.319,125.902,1.320109593,1.46072371,317.3744924,4.730380698,0,19.673,0.140614117,0,0,0,0
"Germany, West",1986,4.191,751.4315818,3.350356917,318.9267381,93.89883976,11.60830385,267.623,0,405.108,0,-2.813,16.526,1.769784,4.192,119.58,1.252956546,1.456012728,338.606004,5.032150202,0,20.718,0.203056182,0,0,0,0.001
"Germany, West",1987,3.798,745.3645752,3.264521831,312.7900006,102.614989,11.71007524,264.967,0,414.913,0,-2.729,18.36,1.934064,3.8,130.515,1.366604592,1.597359145,329.9595856,4.91413026,0,22.16,0.230754553,0,0,0,0.002
"Germany, West",1988,4.303,735.0228392,3.223796105,306.6645708,99.59967248,11.78912779,263.243,0,427.82,0,-2.944,18.128,1.877232,4.311,145.082,1.518551178,1.717913993,328.7585959,4.970185688,0,22.439,0.199362815,0,0,0,0.008
"Germany, West",1989,4.595,720.8701702,3.182423667,299.8562545,105.865877,11.50493045,251.307,0,409.957,0,-2.896,16.482,1.995336,4.621,140.443,1.470252432,1.633387063,315.1480387,4.693783721,0,21.103,0.163134631,0,0,0,0.026
"Germany, West",1990,4.78,719.1009052,2.943137227,280.3753224,108.9235964,11.58582349,261.637,0,419.458,0,-2.615,15.769,2.0529672,4.852,139.815,1.459256485,1.647913273,329.8019864,4.941805786,0,20.621,0.188656788,0.001,0.001,0,0.071
"Germany, West",1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, West",1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, West",1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, West",1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, West",1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, West",1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, West",1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, West",1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, West",1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, West",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, West",2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, West",2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, West",2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, West",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, West",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, West",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, West",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, West",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
