API,COUNTRY,EMISSIONS,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
INTL.4006-8-LBY-MMTCD.A,Libya,Petroleum and other liquids (MMtonnes CO2),14.1419,16,18,18,17,18,19,21,21,22,24,25,23,24,25,27,28,30,28,29,30,30,35,36,39,41,38,30.2,39,41,38.785718,25.463776,34.800255,36.324757,37.211209,31.702844,28.651044,29.54189,30.667829,30.01834504,26.22970141,30.14960706
INTL.4008-8-LTU-MMTCD.A,Lithuania,CO2 emissions (MMtonnes CO2),--,--,--,--,--,--,--,--,--,--,--,--,22.49635409,17.64017829,16.54419556,15.88439137,16.07756328,16.11097723,17.77219198,13.36055354,12.06823651,12.99884729,13.23862154,13.20627749,13.41870143,14.14701735,14.27960144,15.57307677,16.19134054,13.58512227,14.46336763,14.84131798,14.9227363,14.50365438,13.52355413,13.45587542,13.51562863,14.08092516,14.25507877,14.50343005,14.14420404,14.27053345
INTL.4002-8-LTU-MMTCD.A,Lithuania,Coal and coke (MMtonnes CO2),--,--,--,--,--,--,--,--,--,--,--,--,1.439780196,1.330192647,1.245481969,0.901889024,0.842752129,0.668478298,0.584811739,0.471481316,0.367516038,0.320263222,0.558642554,0.704687352,0.68941077,0.745430988,1.057932005,0.990851413,0.837995656,0.620451638,0.779844869,0.865916675,0.820431142,0.928111373,0.808269972,0.654836316,0.652193378,0.665177528,0.709057372,0.693179237,0.551232928,0.601062142
INTL.4010-8-LTU-MMTCD.A,Lithuania,Consumed natural gas (MMtonnes CO2),--,--,--,--,--,--,--,--,--,--,--,--,7.569732581,4.542053897,4.352355091,5.251489443,4.88140646,5.460887526,6.049790237,4.045797221,4.866738467,5.166230065,5.409566988,5.671622136,5.465721662,5.690340361,5.447003438,6.439069356,6.719973888,5.19703363,6.025319765,6.587166302,6.432174154,6.277182006,5.385977153,4.841526103,4.264185255,4.476285635,4.140781398,4.322030813,4.587349107,4.395880309
INTL.4006-8-LTU-MMTCD.A,Lithuania,Petroleum and other liquids (MMtonnes CO2),--,--,--,--,--,--,--,--,--,--,--,--,13.48684131,11.76793175,10.9463585,9.7310129,10.35340469,9.981611401,11.13759,8.843275,6.833982,7.512354,7.270412,6.829968,7.263569,7.711246,7.774666,8.143156,8.633371,7.767637,7.658203,7.388235,7.670131,7.298361,7.329307,7.959513,8.59925,8.939462,9.40524,9.48822,9.005622,9.273591
INTL.4008-8-LUX-MMTCD.A,Luxembourg,CO2 emissions (MMtonnes CO2),12.54528236,10.31961975,9.775862093,9.239516785,10.19342019,10.40847118,10.09427935,9.531798212,10.00294655,10.73467774,11.0662199,11.63586311,11.52681936,11.67832498,11.01587715,8.955548997,9.116659441,8.666867683,8.004359255,8.466494056,9.065406868,9.630874901,10.48173307,10.98751384,12.49988109,12.7303339,12.43750747,12.07027044,12.02834447,11.42129581,12.00257438,11.84927982,11.56867985,11.00317869,10.7136282,10.42751713,10.2238793,10.68037134,11.16956511,11.30766154,9.535182319,9.838467691
INTL.4002-8-LUX-MMTCD.A,Luxembourg,Coal and coke (MMtonnes CO2),8.297666276,6.578252782,6.14554273,5.668461719,6.570247262,6.468707538,5.903506274,4.731370443,5.022869547,5.246959541,5.146617797,4.827323468,4.475960239,4.632215064,3.958505037,2.196310145,2.034952385,1.258608449,0.357180013,0.364998743,0.407434344,0.453125685,0.274343231,0.210085375,0.30108103,0.291594058,0.350226362,0.288060368,0.276546488,0.248120388,0.242844462,0.21181424,0.195257449,0.180974278,0.200727956,0.174123423,0.191853131,0.15796987,0.147702765,0.149200255,0.150960722,0.150438902
INTL.4010-8-LUX-MMTCD.A,Luxembourg,Consumed natural gas (MMtonnes CO2),1.000648733,0.7512824,0.640234797,0.5809705,0.638483927,0.69461788,0.68825108,0.801474007,0.859518,0.973218437,0.981336107,1.04479188,1.089509362,1.131480156,1.141725349,1.30366809,1.429836294,1.465867472,1.48022748,1.534195551,1.564592524,1.624689455,2.494491076,2.490357703,2.796866293,2.753139845,2.878531341,2.686910306,2.558419717,2.6036039,2.798471394,2.417442561,2.46709638,2.088248649,1.981987978,1.809953685,1.662035911,1.625056468,1.597030346,1.594280281,1.457946597,1.564634789
INTL.4006-8-LUX-MMTCD.A,Luxembourg,Petroleum and other liquids (MMtonnes CO2),3.246967353,2.990084566,2.990084566,2.990084566,2.984689,3.245145762,3.502522,3.998953762,4.120559,4.514499762,4.938266,5.763747762,5.961349762,5.914629762,5.915646762,5.455570762,5.651870762,5.942391762,6.166951762,6.567299762,7.09338,7.553059762,7.712898762,8.287070762,9.401933762,9.6856,9.208749762,9.095299762,9.193378261,8.569571523,8.961258523,9.220023023,8.906326023,8.733955762,8.530912261,8.443440023,8.369990261,8.897345,9.424832,9.564181,7.926275,8.123394
INTL.4008-8-MAC-MMTCD.A,Macau,CO2 emissions (MMtonnes CO2),0.45889,0.4,0.5,0.7,0.7,0.6,0.9,1,1,1.1,1.104480314,1.100076805,1.100108983,1.200113075,1.300013876,1.303694989,1.502943924,1.502835299,1.602405453,1.701975608,1.60227216,1.702199619,1.802039614,1.902925012,2.303338912,2.002604983,2.302566583,2.274533079,2.4,1.8,1.700276532,1.680424795,1.579985848,1.561471534,1.720014965,2.033272644,2.016408595,2.460867155,2.013405144,2.01194308,1.797732801,1.875127373
INTL.4002-8-MAC-MMTCD.A,Macau,Coal and coke (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0.004480314,7.68E-05,0.000108983,0.000113075,1.39E-05,0.003694989,0.002943924,0.002835299,0.002405453,0.001975608,0.00227216,0.002199619,0.002039614,0.002925012,0.003338912,0.002604983,0.002566583,0.002843936,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4010-8-MAC-MMTCD.A,Macau,Consumed natural gas (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302878466,0.144128077,0,0.000695089,0.113377751,0.00378089,0.019677859,0.349014723,0.18521662,0.267697196,0.144695895,0.168160518
INTL.4006-8-MAC-MMTCD.A,Macau,Petroleum and other liquids (MMtonnes CO2),0.45889,0.4,0.5,0.7,0.7,0.6,0.9,1,1,1.1,1.1,1.1,1.1,1.2,1.3,1.3,1.5,1.5,1.6,1.7,1.6,1.7,1.8,1.9,2.3,2,2.3,2.271689144,2.4,1.8,1.397398066,1.536296718,1.579985848,1.560776445,1.606637214,2.029491754,1.996730736,2.111852432,1.828188524,1.744245884,1.653036906,1.706966855
INTL.4008-8-MDG-MMTCD.A,Madagascar,CO2 emissions (MMtonnes CO2),1.166007472,1.026432983,0.826432983,1.124230217,1.115419236,1.208822675,0.924230217,1.226432983,1.42643434,1.028635728,0.925272096,1.024338132,1.026399901,1.121807178,1.226432983,1.318381909,1.320008176,1.330151199,1.316930513,1.306673629,1.808207208,2.031152181,2.321324195,2.427738219,2.636684574,2.537554603,2.530136351,2.629232077,2.829080642,1.831772397,1.876481517,2.40285381,2.874922521,3.105348439,3.356112657,3.716618898,3.94417199,3.699802622,3.391414709,4.218346823,2.721310492,3.340910721
INTL.4002-8-MDG-MMTCD.A,Madagascar,Coal and coke (MMtonnes CO2),0.022027472,0.026432983,0.026432983,0.024230217,0.015419236,0.008822675,0.024230217,0.026432983,0.02643434,0.028635728,0.025272096,0.024338132,0.026399901,0.021807178,0.026432983,0.018381909,0.020008176,0.030151199,0.016930513,0.006673629,0.008207208,0.031152181,0.021324195,0.027738219,0.036684574,0.037554603,0.030136351,0.022452582,0.029080642,0.031772397,0.076481517,0.266157704,0.579451954,0.828558203,0.849941918,0.847991898,0.79169499,1.122717288,0.918451804,1.043680983,0.3222484,0.940669163
INTL.4010-8-MDG-MMTCD.A,Madagascar,Consumed natural gas (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4006-8-MDG-MMTCD.A,Madagascar,Petroleum and other liquids (MMtonnes CO2),1.14398,1,0.8,1.1,1.1,1.2,0.9,1.2,1.4,1,0.9,1,1,1.1,1.2,1.3,1.3,1.3,1.3,1.3,1.8,2,2.3,2.4,2.6,2.5,2.5,2.606779495,2.8,1.8,1.8,2.136696106,2.295470567,2.276790236,2.506170739,2.868627,3.152477,2.577085333,2.472962905,3.17466584,2.399062093,2.400241558
INTL.4008-8-MWI-MMTCD.A,Malawi,CO2 emissions (MMtonnes CO2),0.567819303,0.611293031,0.541434875,0.425204642,0.420567428,0.542594102,0.536797598,0.539261107,0.54375333,0.648390554,0.648390512,0.734478902,0.739116105,0.74607191,0.848390512,0.84607191,0.855346317,0.859983521,0.855346317,0.858198197,0.860145823,0.856440456,0.95273509,0.942447695,1.0321603,1.135327315,1.143782467,0.950514969,1.230606837,0.927523096,0.946535631,1.08387112,1.035432558,1.103881022,1.095442723,1.049811359,1.194856363,1.311273689,1.508163994,1.536006103,1.445875346,1.500036919
INTL.4002-8-MWI-MMTCD.A,Malawi,Coal and coke (MMtonnes CO2),0.150709303,0.111293031,0.141434875,0.125204642,0.120567428,0.142594102,0.136797598,0.139261107,0.14375333,0.148390554,0.148390512,0.134478902,0.139116105,0.14607191,0.148390512,0.14607191,0.155346317,0.159983521,0.155346317,0.158198197,0.160145823,0.156440456,0.15273509,0.142447695,0.1321603,0.135327315,0.143782467,0.139116105,0.130606837,0.127523096,0.146535631,0.19279846,0.190589064,0.191748365,0.175054432,0.196733359,0.187971363,0.195654049,0.203336736,0.196647953,0.167000871,0.150608095
INTL.4010-8-MWI-MMTCD.A,Malawi,Consumed natural gas (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4006-8-MWI-MMTCD.A,Malawi,Petroleum and other liquids (MMtonnes CO2),0.41711,0.5,0.4,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.9,1,1,0.811398864,1.1,0.8,0.8,0.891072661,0.844843494,0.912132658,0.92038829,0.853078,1.006885,1.11561964,1.304827258,1.33935815,1.278874475,1.349428824
INTL.4008-8-MYS-MMTCD.A,Malaysia,CO2 emissions (MMtonnes CO2),26.30173346,27.7637128,29.24637169,32.04581601,37.27451003,41.33638172,45.3395105,44.76386935,46.86847188,52.45760898,54.38312472,59.14532082,62.56098568,69.81570544,81.08151106,88.69252074,95.49466152,99.97662672,99.64770212,101.7654443,111.7787066,120.6363933,131.2059397,130.4951091,136.9804315,151.2661491,161.385958,175.4225331,177.8158268,178.0611327,191.7688208,196.5112087,201.2889141,212.9142926,219.5959836,216.337974,217.5249563,227.6400027,247.4260907,245.9422415,235.7034056,234.1085883
INTL.4002-8-MYS-MMTCD.A,Malaysia,Coal and coke (MMtonnes CO2),0.177919673,0.332750397,0.313452211,0.784782053,0.863118322,0.885308468,0.900179669,1.099271965,0.875760021,4.022192292,4.458782707,5.247171028,5.50981947,4.604896233,5.115766838,5.603202171,5.635872132,5.448053468,5.270737968,5.118490962,7.224905523,10.36767967,13.14571224,13.7180621,20.51493244,23.19614107,23.83533697,29.77622114,32.920776,35.18222709,49.85332403,49.82556061,53.98258716,50.97063451,51.53077282,59.86551305,63.21045241,70.73370725,77.55007031,74.57534853,75.53321664,72.11782556
INTL.4010-8-MYS-MMTCD.A,Malaysia,Consumed natural gas (MMtonnes CO2),3.098933787,3.430962407,2.932919477,4.261033957,8.411391707,12.45107325,15.43933083,14.66459738,15.99271186,16.43541669,10.92434202,12.89814979,14.05116621,18.21080921,22.96574422,27.08931857,27.85878938,31.52857326,32.37696415,31.64695338,38.23678033,40.20978241,47.09555968,47.27312986,42.06440437,54.71134771,63.82661732,59.38736264,63.19525666,61.4392848,64.35932788,61.45901483,62.2876757,64.73419828,69.41218621,62.56389599,58.41076189,60.08385344,75.35521235,76.43331025,69.97443281,71.63824996
INTL.4006-8-MYS-MMTCD.A,Malaysia,Petroleum and other liquids (MMtonnes CO2),23.02488,24,26,27,28,28,29,29,30,32,39,41,43,47,53,56,62,63,62,65,66.31702072,70.05893122,70.96466774,69.50391715,74.40109473,73.35866034,73.72400371,86.25894933,81.69979412,81.43962082,77.55616884,85.22663329,85.01865125,97.20945981,98.65302456,93.908565,95.903742,96.822442,94.520808,94.93358272,90.19575614,90.35251278
INTL.4008-8-MDV-MMTCD.A,Maldives,CO2 emissions (MMtonnes CO2),0.01406,0.01388,0.01384,0.01392,0.05624,0.06245,0.08191,0.08191,0.08823,0.08822,0.09766,0.09766,0.1,0.1,0.2,0.3,0.4,0.3,0.3,0.3,0.5,0.5,1,1.1,0.8,0.6,0.8,0.934580037,0.9,1.1,1.10978641,1.198751512,1.523701229,1.596596488,2.140652498,1.614304113,1.707060439,1.776246574,2.036072914,2.28613802,2.166613189,2.237298438
INTL.4002-8-MDV-MMTCD.A,Maldives,Coal and coke (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4010-8-MDV-MMTCD.A,Maldives,Consumed natural gas (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4006-8-MDV-MMTCD.A,Maldives,Petroleum and other liquids (MMtonnes CO2),0.01406,0.01388,0.01384,0.01392,0.05624,0.06245,0.08191,0.08191,0.08823,0.08822,0.09766,0.09766,0.1,0.1,0.2,0.3,0.4,0.3,0.3,0.3,0.5,0.5,1,1.1,0.8,0.6,0.8,0.934580037,0.9,1.1,1.10978641,1.198751512,1.523701229,1.596596488,2.140652498,1.614304113,1.707060439,1.776246574,2.036072914,2.28613802,2.166613189,2.237298438
INTL.4008-8-MLI-MMTCD.A,Mali,CO2 emissions (MMtonnes CO2),0.41802,0.6,0.4,0.4,0.4,0.5,0.4,0.4,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.670014525,0.7,0.7,0.7,2.374237358,2.467279852,2.722025338,2.919398204,3.166486,4.470295,4.944042981,5.257908981,5.678511981,5.422060196,5.721190374
INTL.4002-8-MLI-MMTCD.A,Mali,Coal and coke (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4010-8-MLI-MMTCD.A,Mali,Consumed natural gas (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4006-8-MLI-MMTCD.A,Mali,Petroleum and other liquids (MMtonnes CO2),0.41802,0.6,0.4,0.4,0.4,0.5,0.4,0.4,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.670014525,0.7,0.7,0.7,2.374237358,2.467279852,2.722025338,2.919398204,3.166486,4.470295,4.944042981,5.257908981,5.678511981,5.422060196,5.721190374
INTL.4008-8-MLT-MMTCD.A,Malta,CO2 emissions (MMtonnes CO2),1.265246001,1.42812425,1.447482498,1.094964996,1.571667498,1.119149996,1.566632493,1.732377493,1.956562485,1.932821236,2.098566231,2.243778734,2.374381239,2.4775088,2.68063636,2.468943589,2.601252806,2.800001826,2.901451867,3.300887803,2.90046945,2.500049824,2.900003287,2.900008766,3.000479719,3.100427123,2.900374527,3.138710944,3.200234125,6.700366643,7.672133718,7.288174272,6.929110751,6.576557658,6.70563899,7.052502823,7.50068694,8.787256705,9.191731982,9.576280195,8.846348492,9.272502555
INTL.4002-8-MLT-MMTCD.A,Malta,Coal and coke (MMtonnes CO2),0.008766001,0.02812425,0.047482498,0.094964996,0.171667498,0.219149996,0.266632493,0.332377493,0.456562485,0.432821236,0.498566231,0.443778734,0.374381239,0.3775088,0.38063636,0.068943589,0.001252806,1.83E-06,0.001451867,0.000887803,0.00046945,4.98E-05,3.29E-06,8.77E-06,0.000479719,0.000427123,0.000374527,0.000462121,0.000234125,0.000366643,7.80E-05,3.17E-06,2.42E-06,0.00089134,2.78E-07,6.82E-06,9.29E-05,4.69E-05,8.24E-07,1.20E-06,6.62E-05,1.53E-05
INTL.4010-8-MLT-MMTCD.A,Malta,Consumed natural gas (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547940823,0.659758158,0.745342353,0.675260492,0.744647304
INTL.4006-8-MLT-MMTCD.A,Malta,Petroleum and other liquids (MMtonnes CO2),1.25648,1.4,1.4,1,1.4,0.9,1.3,1.4,1.5,1.5,1.6,1.8,2,2.1,2.3,2.4,2.6,2.8,2.9,3.3,2.9,2.5,2.9,2.9,3,3.1,2.9,3.138248823,3.2,6.7,7.672055726,7.288171101,6.929108332,6.575666318,6.705638712,7.052496,7.500594,8.239269,8.531973,8.83093664,8.171021799,8.52784
INTL.4008-8-MTQ-MMTCD.A,Martinique,CO2 emissions (MMtonnes CO2),0.63457,0.6,0.6,0.6,0.6,0.7,0.8,0.9,1,1.5,1.6,1.3,1.5,2,2,2,2,2,2,2,2.1,2.1,2.1,2.2,2.2,2.4,2.4,2.133506078,2.5,2.7,2.7,2.585919279,0,0,0,0,0,0,0,0,1.94017386,2.24105356
INTL.4002-8-MTQ-MMTCD.A,Martinique,Coal and coke (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4010-8-MTQ-MMTCD.A,Martinique,Consumed natural gas (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ie,ie,ie,ie,ie,ie,ie,ie,ie,ie
INTL.4006-8-MTQ-MMTCD.A,Martinique,Petroleum and other liquids (MMtonnes CO2),0.63457,0.6,0.6,0.6,0.6,0.7,0.8,0.9,1,1.5,1.6,1.3,1.5,2,2,2,2,2,2,2,2.1,2.1,2.1,2.2,2.2,2.4,2.4,2.133506078,2.5,2.7,2.7,2.585919279,ie,ie,ie,ie,,,,,1.94017386,2.24105356
INTL.4008-8-MRT-MMTCD.A,Mauritania,CO2 emissions (MMtonnes CO2),0.604885807,0.612789623,0.613773438,0.614757254,0.91574107,0.816724886,0.514265346,0.711805807,0.909346268,1.11199027,0.911805807,1.010576037,3.309715194,3.408854351,3.40725565,3.107870544,3.507017897,3.203948247,3.201987099,3.200025951,3.2,3.2,3.1,3.2,2.6,3.2,2.8,2.497262726,2.8,1.9,1.9,2.264922292,2.44886848,2.206456436,2.684586018,2.664858,2.481465,3.73853528,3.87875476,4.04115717,3.85864885,4.071527031
INTL.4002-8-MRT-MMTCD.A,Mauritania,Coal and coke (MMtonnes CO2),0.011805807,0.012789623,0.013773438,0.014757254,0.01574107,0.016724886,0.014265346,0.011805807,0.009346268,0.01199027,0.011805807,0.010576037,0.009715194,0.008854351,0.00725565,0.007870544,0.007017897,0.003948247,0.001987099,2.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4010-8-MRT-MMTCD.A,Mauritania,Consumed natural gas (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4006-8-MRT-MMTCD.A,Mauritania,Petroleum and other liquids (MMtonnes CO2),0.59308,0.6,0.6,0.6,0.9,0.8,0.5,0.7,0.9,1.1,0.9,1,3.3,3.4,3.4,3.1,3.5,3.2,3.2,3.2,3.2,3.2,3.1,3.2,2.6,3.2,2.8,2.497262726,2.8,1.9,1.9,2.264922292,2.44886848,2.206456436,2.684586018,2.664858,2.481465,3.73853528,3.87875476,4.04115717,3.85864885,4.071527031
INTL.4008-8-MUS-MMTCD.A,Mauritius,CO2 emissions (MMtonnes CO2),0.85177,0.8,0.7,0.8,0.860040152,0.881654607,1.234489941,1.020080305,1.396064244,1.658506002,1.834489941,1.844096365,2.146497972,2.248899578,2.251301184,2.451301184,2.396064244,2.41047388,2.570514032,2.726618428,3.607606341,3.918080221,3.651702707,3.758907525,3.89406416,4.074184617,4.464778954,4.682458562,4.965847171,4.378860523,4.944350395,5.33553258,5.325895776,5.456496745,5.643013306,5.832263726,5.999197742,6.611655139,6.938191586,7.190910065,6.097785768,6.286423554
INTL.4002-8-MUS-MMTCD.A,Mauritius,Coal and coke (MMtonnes CO2),0,0,0,0,0.060040152,0.081654607,0.134489941,0.120080305,0.096064244,0.158506002,0.134489941,0.144096365,0.146497972,0.148899578,0.151301184,0.151301184,0.096064244,0.11047388,0.170514032,0.326618428,0.607606341,0.718080221,0.751702707,0.758907525,0.69406416,0.874184617,1.164778954,1.37612029,1.565847171,1.378860523,1.544350395,1.482504235,1.559019405,1.640794093,1.70810871,1.735945726,1.763782742,1.825684139,1.734240586,1.594517545,1.586311257,1.769044661
INTL.4010-8-MUS-MMTCD.A,Mauritius,Consumed natural gas (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4006-8-MUS-MMTCD.A,Mauritius,Petroleum and other liquids (MMtonnes CO2),0.85177,0.8,0.7,0.8,0.8,0.8,1.1,0.9,1.3,1.5,1.7,1.7,2,2.1,2.1,2.3,2.3,2.3,2.4,2.4,3,3.2,2.9,3,3.2,3.2,3.3,3.306338272,3.4,3,3.4,3.853028345,3.766876371,3.815702653,3.934904596,4.096318,4.235415,4.785971,5.203951,5.59639252,4.511474511,4.517378892
INTL.4008-8-MEX-MMTCD.A,Mexico,CO2 emissions (MMtonnes CO2),206.3676483,214.8877046,216.3468902,215.926685,252.2523717,264.2000993,262.8781506,270.6812157,269.1361671,285.3846533,280.4145248,298.9536926,300.8727507,315.3302024,342.2501936,324.1155801,333.2264761,347.6985596,372.8376995,364.5389804,382.0604253,382.4202002,383.2980861,399.9644022,412.5140068,423.6049224,440.7685741,451.7415383,452.1581478,445.8857402,447.2241645,462.029829,457.0274096,462.7099468,443.4196616,457.2102611,457.044953,459.1782163,442.0687943,456.4596737,385.0366596,386.9806043
INTL.4002-8-MEX-MMTCD.A,Mexico,Coal and coke (MMtonnes CO2),17.54602554,15.72540567,17.67158896,19.16812632,18.30690313,19.33168407,19.99220785,17.81978708,15.75795195,17.89387143,21.8918956,21.32015035,20.51796726,23.83936958,25.19124595,26.7177107,27.61496542,28.9258888,29.42717492,28.36977497,28.40502695,30.07692607,30.07566545,37.94561317,37.81611171,42.91959168,47.10285917,43.83496399,42.54759871,36.96807399,51.17883714,55.62679361,43.20352247,45.98771578,41.84997378,47.51751749,33.13075497,39.58212388,33.52451422,31.99217147,25.44087151,25.02849841
INTL.4010-8-MEX-MMTCD.A,Mexico,Consumed natural gas (MMtonnes CO2),44.76624416,48.32639955,52.63412337,52.7457546,52.95214503,55.2049311,49.07104987,49.7959631,50.55324091,49.0800695,54.0636822,57.93032325,58.38630298,62.36288586,64.9170804,65.36552522,69.13412783,70.31891839,80.23336064,77.05415728,82.0181462,84.43501754,95.07339791,105.3037791,107.8328342,106.0133478,119.6008611,124.1128595,127.4126296,138.1524069,124.6408815,128.0939985,133.1791745,139.0192548,135.2955666,145.1926357,150.913406,151.8043031,160.3394959,159.9526247,157.1387662,159.8019592
INTL.4006-8-MEX-MMTCD.A,Mexico,Petroleum and other liquids (MMtonnes CO2),144.0553786,150.8358994,146.0411779,144.012804,180.9933236,189.6634841,193.8148929,203.0654655,202.8249742,218.4107123,204.458947,219.703219,221.9684805,229.127947,252.1418672,232.0323442,236.4773828,248.4537524,263.177164,259.1150481,271.6372522,267.9082566,258.1490228,256.7150099,266.8650608,274.6719829,274.0648538,283.7937148,282.1979195,270.7652593,271.4044458,278.3090369,280.6447126,277.7029763,266.2741212,264.5001079,273.0007921,267.7917893,248.2047842,264.5148775,202.4570219,202.1501468
INTL.4008-8-FSM-MMTCD.A,Micronesia,CO2 emissions (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178592675,0.17999124,0.18151256,0.17671828,0.177159203,0.177159203
INTL.4002-8-FSM-MMTCD.A,Micronesia,Coal and coke (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4010-8-FSM-MMTCD.A,Micronesia,Consumed natural gas (MMtonnes CO2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
INTL.4006-8-FSM-MMTCD.A,Micronesia,Petroleum and other liquids (MMtonnes CO2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178592675,0.17999124,0.18151256,0.17671828,0.177159203,0.177159203
INTL.4008-8-MDA-MMTCD.A,Moldova,CO2 emissions (MMtonnes CO2),--,--,--,--,--,--,--,--,--,--,--,--,14.17917479,10.76097099,6.881257276,6.626147884,7.381112616,7.832450959,7.20691906,5.970789749,5.83484052,5.787381048,6.321864883,6.988911609,6.52170416,7.25050153,7.643408686,6.717508077,7.083360502,6.31361196,6.4951409,6.514293028,8.642866582,8.450761773,8.159548547,7.533841457,7.510572981,7.526131277,7.975804163,8.114361437,7.843356628,8.866750828
INTL.4002-8-MDA-MMTCD.A,Moldova,Coal and coke (MMtonnes CO2),--,--,--,--,--,--,--,--,--,--,--,--,0.593396125,0.472298701,0.490255894,0.435146502,0.393887138,0.347780385,0.301673633,0.284202997,0.288445386,0.300474933,0.335916857,0.56005761,0.401278455,0.485504766,0.489432595,0.366676259,0.491322129,0.445179655,0.468572382,0.488301568,0.470183027,0.633255292,0.38497135,0.407147699,0.293325676,0.414294391,0.331376247,0.373791737,0.345376921,0.316520833
INTL.4010-8-MDA-MMTCD.A,Moldova,Consumed natural gas (MMtonnes CO2),--,--,--,--,--,--,--,--,--,--,--,--,4.385778669,3.588672287,2.791001382,2.791001382,3.987225478,4.784670574,4.605245427,4.186586752,4.246395134,4.086906115,4.385948026,4.628853999,4.220425705,4.764996764,5.153976091,4.274650473,4.292038373,3.968432305,3.695921933,3.593730543,5.910068712,5.586462645,5.365047967,4.649708238,4.699100323,4.286931886,4.666478916,4.77297402,4.758980257,5.420935863
INTL.4006-8-MDA-MMTCD.A,Moldova,Petroleum and other liquids (MMtonnes CO2),--,--,--,--,--,--,--,--,--,--,--,--,9.2,6.7,3.6,3.4,3,2.7,2.3,1.5,1.3,1.4,1.6,1.8,1.9,2,2,2.076181345,2.3,1.9,2.330646585,2.432260917,2.262614843,2.231043836,2.40952923,2.47698552,2.518146983,2.824905,2.977949,2.96759568,2.73899945,3.129294132
