API,COUNTRY,EMISSIONS,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
INTL.4008-8-CAN-MMTCD.A,Canada,CO2 emissions (MMtonnes CO2),425.7078202,403.7218095,390.4334262,374.6861878,413.5732857,413.6640267,406.7743323,422.5680997,455.2941859,468.8587406,438.8687004,427.2711437,445.3935839,446.7342179,457.3254595,465.2383646,480.0139892,492.8382939,497.6576236,518.3862738,515.3499039,534.8356005,541.6065937,560.5789276,568.244869,575.0124193,579.3597432,575.7709132,551.0272749,536.5436954,565.2706812,567.5875142,574.5623321,584.6619584,589.5558492,592.0276871,573.9903561,601.3911856,614.8802698,592.4006362,533.1628456,553.7855269
INTL.4002-8-CAN-MMTCD.A,Canada,Coal and coke (MMtonnes CO2),78.52209332,81.73090891,87.60929823,87.98885004,100.3011714,95.93186107,89.2404325,97.87064751,105.8801774,104.7778292,99.85737557,96.54505406,97.98223382,93.12190289,94.0215989,95.84974984,101.6560024,107.9167323,114.2752949,113.4243491,116.9394847,124.1733661,115.7898552,107.3029926,110.2114056,115.326891,115.6127215,111.249861,103.5041172,85.58160754,86.72846822,80.13400582,76.91765463,73.16480443,75.0877515,72.4407134,65.25122826,71.17705677,60.99567554,49.50475268,39.29986806,42.2799862
INTL.4010-8-CAN-MMTCD.A,Canada,Consumed natural gas (MMtonnes CO2),101.6041003,98.90314456,100.9008872,100.8214614,109.0485873,116.9353016,114.5928498,113.7365152,125.7775665,130.5712894,127.9146721,129.2718892,140.0598763,145.1872951,150.3310591,155.6047024,158.3365367,156.7110978,151.9889581,168.6680413,161.8856639,169.2557279,172.0744865,183.4306405,181.6925531,171.3191808,179.9383107,166.3816729,160.042865,170.2092032,188.4888334,195.2656145,205.0564557,218.3361651,226.8643719,225.5548745,216.0162966,230.5853096,245.6794783,242.537131,234.897321,243.0269287
INTL.4006-8-CAN-MMTCD.A,Canada,Petroleum and other liquids (MMtonnes CO2),245.5816266,223.087756,201.9232408,185.8758764,204.223527,200.796864,202.94105,210.960937,223.636442,233.509622,211.0966528,201.4542004,207.3514738,208.4250199,212.9728015,213.7839124,220.02145,228.2104639,231.3933707,236.2938835,236.5247553,241.4065065,253.742252,269.8452945,276.3409103,288.3663474,283.808711,298.1393793,287.4802928,280.7528847,290.0533796,292.1878939,292.5882218,293.1609888,287.6037257,294.0320992,292.7228312,299.6288192,308.2051159,300.3587526,258.9656565,268.4786121
INTL.4008-8-CYM-MMTCD.A,Cayman Islands,CO2 emissions (MMtonnes CO2),0.0978,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.469614249,0.5,0.6,0.6,0.640238431,0.591050963,0.581374714,0.59238264,0.637089,0.626893,0.717927,0.667298,0.808202105,0.680591534,0.724365842
INTL.4002-8-CYM-MMTCD.A,Cayman Islands,Coal and coke (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4010-8-CYM-MMTCD.A,Cayman Islands,Consumed natural gas (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4006-8-CYM-MMTCD.A,Cayman Islands,Petroleum and other liquids (MMtonnes CO2),0.0978,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.469614249,0.5,0.6,0.6,0.640238431,0.591050963,0.581374714,0.59238264,0.637089,0.626893,0.717927,0.667298,0.808202105,0.680591534,0.724365842
INTL.4008-8-CAF-MMTCD.A,Central African Republic,CO2 emissions (MMtonnes CO2),0.13937,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.354199611,0.3,0.3,0.3,0.39045643,0.401034275,0.404893391,0.408906323,0.415213,0.255898,0.268789,0.278282,0.284611,0.271742706,0.286734511
INTL.4002-8-CAF-MMTCD.A,Central African Republic,Coal and coke (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4010-8-CAF-MMTCD.A,Central African Republic,Consumed natural gas (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4006-8-CAF-MMTCD.A,Central African Republic,Petroleum and other liquids (MMtonnes CO2),0.13937,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.354199611,0.3,0.3,0.3,0.39045643,0.401034275,0.404893391,0.408906323,0.415213,0.255898,0.268789,0.278282,0.284611,0.271742706,0.286734511
INTL.4008-8-TCD-MMTCD.A,Chad,CO2 emissions (MMtonnes CO2),0.27621,0.3,0.3,0.3,0.1,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.297427198,0.3,0.3,0.3,0.327842743,0.316141067,0.334930921,0.333739735,0.957926,1.527515,1.6354449,1.7162899,1.77144004,1.490915938,1.491291156
INTL.4002-8-TCD-MMTCD.A,Chad,Coal and coke (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4010-8-TCD-MMTCD.A,Chad,Consumed natural gas (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4006-8-TCD-MMTCD.A,Chad,Petroleum and other liquids (MMtonnes CO2),0.27621,0.3,0.3,0.3,0.1,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.297427198,0.3,0.3,0.3,0.327842743,0.316141067,0.334930921,0.333739735,0.957926,1.527515,1.6354449,1.7162899,1.77144004,1.490915938,1.491291156
INTL.4008-8-CHL-MMTCD.A,Chile,CO2 emissions (MMtonnes CO2),21.60861592,20.77729869,16.68774025,17.95471537,20.3230006,19.4178375,19.40341955,19.93935435,23.53022402,28.6231704,30.36889969,28.87975455,30.03139498,32.73900108,35.87976771,39.09292031,43.88096859,50.63833858,51.48874495,55.59947146,52.29900454,51.55566064,53.40717303,55.09006158,61.04829084,63.29374707,64.70895396,69.90906679,71.89972401,68.30585277,71.899333,76.4193022,77.47019046,81.5337531,76.50019792,80.41407901,83.81824955,86.12579111,88.27374854,89.14653548,80.27298231,89.05426473
INTL.4002-8-CHL-MMTCD.A,Chile,Coal and coke (MMtonnes CO2),3.636470901,3.551062815,2.150578888,2.685387234,3.623790596,3.363860167,3.546332216,3.492362016,4.950809686,6.666989396,6.930747694,5.559377885,4.769200639,4.914325079,5.892004472,6.456826979,9.11302899,11.7393158,11.01027434,11.37727471,8.742507566,6.931213151,6.89767281,6.484132194,8.808119484,8.627091714,10.80922709,10.93703017,13.85871393,12.68680079,16.03302901,18.28056865,20.99114474,23.99866189,21.87879819,24.57474728,24.86838386,26.20834313,26.78188037,25.35069407,21.9959002,24.7525929
INTL.4010-8-CHL-MMTCD.A,Chile,Consumed natural gas (MMtonnes CO2),4.509816667,4.509816667,2.599776667,2.440606667,2.54672,2.334493333,1.379473333,1.379473333,1.856983333,3.02423,3.50174,2.758946667,2.888646341,3.278902,3.634912233,3.560102333,3.560959596,5.508666779,6.354640606,9.030278756,10.25005497,12.47319549,13.79786122,15.05382038,16.39429636,16.39429636,14.64499487,8.73227862,5.409076079,6.397922988,10.39930298,11.21885555,9.589802721,9.634042205,8.018162727,8.635900728,9.420439689,10.06537397,10.60413717,12.56817641,12.57600411,13.28506682
INTL.4006-8-CHL-MMTCD.A,Chile,Petroleum and other liquids (MMtonnes CO2),13.46232835,12.71641921,11.9373847,12.82872147,14.15249,13.719484,14.477614,15.067519,16.722431,18.931951,19.936412,20.56143,22.373548,24.545774,26.352851,29.075991,31.20698,33.390356,34.12383,35.191918,33.306442,32.151252,32.711639,33.552109,35.845875,38.272359,39.254732,50.239758,52.631934,49.221129,45.467001,46.919878,46.889243,47.901049,46.603237,47.203431,49.529426,49.852074,50.887731,51.227665,45.701078,51.016605
INTL.4008-8-CHN-MMTCD.A,China,CO2 emissions (MMtonnes CO2),1596.696386,1587.190303,1671.101704,1785.801619,1948.070593,2066.962675,2139.77531,2259.808112,2405.653732,2413.191859,2417.241264,2460.412876,2541.080385,2730.930852,2916.391474,3140.322857,3240.418927,3143.568283,3132.091526,3248.27287,3482.708684,3615.319299,3857.315271,4469.340962,5397.860863,6120.077564,6750.666895,7057.568452,7505.110563,8204.13674,9003.659584,9892.523227,10478.96047,10732.00237,10654.27525,10427.08648,10261.59659,10414.76621,10606.42816,10770.87111,10841.54659,11420.23421
INTL.4002-8-CHN-MMTCD.A,China,Coal and coke (MMtonnes CO2),1309.985254,1312.709603,1407.834711,1510.481214,1669.322712,1765.054497,1816.21829,1916.64041,2046.936415,2035.352407,2052.050936,2065.188662,2134.521878,2271.895936,2437.586447,2628.471088,2718.590768,2561.576601,2551.411399,2628.038406,2789.677548,2903.303608,3105.473079,3688.944433,4472.994297,5139.344678,5712.141005,6136.00899,6358.993115,6923.858506,7691.690677,8478.708671,8970.68163,9113.558191,8939.78147,8646.270696,8426.841288,8456.530942,8546.28745,8652.419202,8718.542887,9114.390393
INTL.4010-8-CHN-MMTCD.A,China,Consumed natural gas (MMtonnes CO2),30.83945278,27.4807005,23.26699309,26.32040426,26.74788182,27.90817806,29.55702009,30.16770233,30.71731634,30.83945278,30.1903281,31.22421312,31.55850669,33.03491648,34.80502779,35.85176954,39.82815922,42.99168162,44.68012734,48.23446342,50.0311357,54.01569116,58.842192,63.3965291,74.86656639,91.73288617,110.5258903,138.0594622,151.1174476,173.2782332,208.9395151,256.3488721,281.3194056,319.3655467,354.6900504,373.5915384,405.4806677,467.1680695,546.5263666,597.8998449,635.1023698,710.4424991
INTL.4006-8-CHN-MMTCD.A,China,Petroleum and other liquids (MMtonnes CO2),255.87168,247,240,249,252,274,294,313,328,347,335,364,375,426,444,476,482,539,536,572,643,658,693,717,850,889,928,783.5,995,1107,1103.029391,1157.465684,1226.959433,1299.078629,1359.803728,1407.22425,1429.274632,1491.067197,1513.614345,1520.552061,1487.901336,1595.40132
INTL.4008-8-COL-MMTCD.A,Colombia,CO2 emissions (MMtonnes CO2),35.77615779,36.66423347,36.99615455,37.50829522,40.67389841,41.33526227,41.78647243,41.74146621,43.30272081,45.54501798,45.64321413,45.62783532,49.94907226,51.46905755,51.65099997,49.85915654,50.02828421,54.91908253,54.49318548,49.08733348,49.32655799,49.30526507,48.64434786,47.68506091,47.77465801,47.3315143,49.33507509,48.8776574,46.74266154,51.3678814,50.91967204,58.77511057,63.82209395,68.15964269,75.7358322,75.28524886,78.01225554,70.05042621,69.82020746,75.1868865,60.93842508,68.78912388
INTL.4002-8-COL-MMTCD.A,Colombia,Coal and coke (MMtonnes CO2),8.230231671,8.335924807,8.141516608,8.381999994,8.611323619,9.666493361,10.05191236,10.83299011,10.23080542,11.22373431,11.79736078,10.85331591,11.73900794,12.52065697,11.96363083,11.94332929,10.37475214,11.10055388,11.67721051,9.950440299,9.399168425,9.375659945,8.625423597,8.773741417,6.074405599,5.771118246,5.218164812,5.380036458,2.56799554,5.535561429,2.70949222,5.301267871,4.356721463,6.293965787,11.5801871,11.12143405,11.98486288,7.681120604,3.908828902,7.173368844,3.677504267,6.38961746
INTL.4010-8-COL-MMTCD.A,Colombia,Consumed natural gas (MMtonnes CO2),6.303132,6.748808,6.748808,6.494136,9.104524,9.168192,9.168192,6.900550067,7.196287927,7.196287927,7.442736143,7.639894717,7.432634231,7.738474003,8.00710256,7.919859891,8.250746195,10.39176261,10.8965551,9.016638247,9.9217834,10.60064226,10.72248873,10.60064226,11.07062148,11.61022724,12.56759231,13.12460471,13.05497816,15.12636803,15.80522689,15.38746759,17.56329728,18.62510217,20.41798584,20.03503981,18.97727966,18.4935566,20.09532956,20.33458665,20.37992897,20.43170742
INTL.4006-8-COL-MMTCD.A,Colombia,Petroleum and other liquids (MMtonnes CO2),21.24279412,21.57950066,22.10582994,22.63215923,22.95805079,22.50057691,22.56636807,24.00792603,25.87562746,27.12499575,26.40311721,27.1346247,30.77743009,31.20992658,31.68026658,29.99596736,31.40278587,33.42676603,31.91941987,30.12025493,30.00560617,29.32896286,29.29643553,28.31067723,30.62963093,29.95016881,31.54931797,30.37301624,31.11968784,30.70595194,32.40495293,38.08637511,41.9020752,43.24057473,43.73765927,44.128775,47.050113,43.875749,45.816049,47.678931,36.88099184,41.967799
INTL.4008-8-COM-MMTCD.A,Comoros,CO2 emissions (MMtonnes CO2),0.04142,0.04134,0.04134,0.04134,0.04204,0.03554,0.03775,0.05033,0.05347,0.05349,0.07,0.06686,0.06749,0.0675,0.07069,0.08324,0.08346,0.08346,0.08661,0.08661,0.09636,0.09954,0.1,0.1,0.1,0.1,0.1,0.12101908,0.1,0.2,0.1,0.15132232,0.154672246,0.191959712,0.170729892,0.185697,0.218082,0.277500278,0.301926504,0.325644324,0.310950157,0.328104998
INTL.4002-8-COM-MMTCD.A,Comoros,Coal and coke (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4010-8-COM-MMTCD.A,Comoros,Consumed natural gas (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4006-8-COM-MMTCD.A,Comoros,Petroleum and other liquids (MMtonnes CO2),0.04142,0.04134,0.04134,0.04134,0.04204,0.03554,0.03775,0.05033,0.05347,0.05349,0.07,0.06686,0.06749,0.0675,0.07069,0.08324,0.08346,0.08346,0.08661,0.08661,0.09636,0.09954,0.1,0.1,0.1,0.1,0.1,0.12101908,0.1,0.2,0.1,0.15132232,0.154672246,0.191959712,0.170729892,0.185697,0.218082,0.277500278,0.301926504,0.325644324,0.310950157,0.328104998
INTL.4008-8-COG-MMTCD.A,Congo-Brazzaville,CO2 emissions (MMtonnes CO2),0.720720132,0.833330198,0.733330198,0.638885231,0.638885231,0.91110066,0.822220132,1.01110066,0.8,0.9,1,0.9,0.9,0.8,0.8,0.7,0.7,0.7,0.8,0.6,0.6,0.8,0.7,0.9,1,1.335411188,1.553116783,1.955736453,2.125851164,2.739732749,4.324436711,4.436032444,4.372138398,5.72550493,5.473082996,5.372823856,5.161164532,3.726772726,3.407961388,2.914979809,2.410545278,2.43262333
INTL.4002-8-COG-MMTCD.A,Congo-Brazzaville,Coal and coke (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4010-8-COG-MMTCD.A,Congo-Brazzaville,Consumed natural gas (MMtonnes CO2),0.022220132,0.033330198,0.033330198,0.038885231,0.038885231,0.11110066,0.022220132,0.11110066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235411188,0.353116783,0.568910372,0.725851164,1.039732749,1.824436711,2.25602389,2.293297328,3.236903842,2.942639856,2.942639856,2.746465532,1.687332726,1.700831388,1.138370729,0.794136247,0.814123444
INTL.4006-8-COG-MMTCD.A,Congo-Brazzaville,Petroleum and other liquids (MMtonnes CO2),0.6985,0.8,0.7,0.6,0.6,0.8,0.8,0.9,0.8,0.9,1,0.9,0.9,0.8,0.8,0.7,0.7,0.7,0.8,0.6,0.6,0.8,0.7,0.9,1,1.1,1.2,1.386826081,1.4,1.7,2.5,2.180008554,2.07884107,2.488601088,2.53044314,2.430184,2.414699,2.03944,1.70713,1.77660908,1.616409031,1.618499886
INTL.4008-8-COD-MMTCD.A,Congo-Kinshasa,CO2 emissions (MMtonnes CO2),3.336347568,3.531812552,3.593683177,3.572580699,3.347935228,3.282425434,3.783978727,3.394459823,4.103300561,3.914568493,3.620202459,3.2,3.7,3.9,2.9,3,3.2,3.1,2.9,2.5,2.1,1.400393101,1.204547164,1.202281303,1.706499441,1.723049485,1.719635243,1.778880395,1.685601163,1.724303856,2.43654791,2.808811775,2.708148388,3.996943744,5.419329431,3.171634163,2.401204718,2.615946401,2.641757936,2.652749559,2.515702466,2.661221625
INTL.4002-8-COD-MMTCD.A,Congo-Kinshasa,Coal and coke (MMtonnes CO2),0.623757568,0.631812552,0.593683177,0.572580699,0.547935228,0.582425434,0.583978727,0.594459823,0.603300561,0.614568493,0.620202459,0,0,0,0,0,0,0,0,0,0,0.000393101,0.004547164,0.002281303,0.006499441,0.023049485,0.019635243,0.030302011,0.034486983,0.024303856,0.03654791,0.029164102,0.033215291,0.012592019,0.017220666,0.033729163,0.039306718,0.049132409,0.084374641,0.043959718,0.025430428,0.033563561
INTL.4010-8-COD-MMTCD.A,Congo-Kinshasa,Consumed natural gas (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000750538,0.000740841,0.000740841,0,0
INTL.4006-8-COD-MMTCD.A,Congo-Kinshasa,Petroleum and other liquids (MMtonnes CO2),2.71259,2.9,3,3,2.8,2.7,3.2,2.8,3.5,3.3,3,3.2,3.7,3.9,2.9,3,3.2,3.1,2.9,2.5,2.1,1.4,1.2,1.2,1.7,1.7,1.7,1.748578384,1.651114179,1.7,2.4,2.779647673,2.674933097,3.984351725,5.402108766,3.137905,2.361898,2.566063454,2.556642454,2.608049,2.490272038,2.627658065
INTL.4008-8-COK-MMTCD.A,Cook Islands,CO2 emissions (MMtonnes CO2),0.02812,0.05604,0.05513,0.05551,0.05542,0.05539,0.05374,0.05373,0.05373,0.04739,0.04738,0.03862,0.04785,0.04783,0.0478,0.04763,0.04775,0.04775,0.04774,0.04774,0.05729,0.05729,0.05729,0.05728,0.06365,0.07001,0.07469,0.070105621,0.09059,0.07309578,0.0879678,0.0987262,0.104676137,0.1041053,0.109801,0.1015744,0.105116255,0.11183246,0.1123327,0.11354032,0.107605329,0.111115898
INTL.4002-8-COK-MMTCD.A,Cook Islands,Coal and coke (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4010-8-COK-MMTCD.A,Cook Islands,Consumed natural gas (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4006-8-COK-MMTCD.A,Cook Islands,Petroleum and other liquids (MMtonnes CO2),0.02812,0.05604,0.05513,0.05551,0.05542,0.05539,0.05374,0.05373,0.05373,0.04739,0.04738,0.03862,0.04785,0.04783,0.0478,0.04763,0.04775,0.04775,0.04774,0.04774,0.05729,0.05729,0.05729,0.05728,0.06365,0.07001,0.07469,0.070105621,0.09059,0.07309578,0.0879678,0.0987262,0.104676137,0.1041053,0.109801,0.1015744,0.105116255,0.11183246,0.1123327,0.11354032,0.107605329,0.111115898
INTL.4008-8-CRI-MMTCD.A,Costa Rica,CO2 emissions (MMtonnes CO2),2.340974967,2.334578861,2.188667682,2.334578861,2.048353096,2.188667682,1.969800914,2.25831189,2.675007334,2.809970872,2.6910752,2.837850293,3.577531496,3.935262231,3.99881247,4.592665809,4.341123246,4.46571689,5.040783086,5.509769834,5.39223863,5.410743689,5.527630933,5.782608692,5.508260661,6.271136458,6.657303239,7.224134156,7.146471665,6.744327837,6.963164541,7.081357023,7.032514542,7.316109902,7.457260329,7.143281669,7.722970236,7.896010313,7.923880021,8.114942917,6.497604749,6.497717219
INTL.4002-8-CRI-MMTCD.A,Costa Rica,Coal and coke (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000444758,0.000502481,0.00053382,0.000612696,0.000581206,0.000649922,0.000651266,0.089586735,0.089632792,0.246699107,0.181420952,0.09324841,0.001001686,0.001204596,0.000824285,0.00087305,0.001748174,0.000850102,0.000871403,0.001473902,0.001354329,0.001759669,0.001486236,0.001212313,0.00164328,0.001202917,0.000651749,0.000764219
INTL.4010-8-CRI-MMTCD.A,Costa Rica,Consumed natural gas (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4006-8-CRI-MMTCD.A,Costa Rica,Petroleum and other liquids (MMtonnes CO2),2.340974967,2.334578861,2.188667682,2.334578861,2.048353096,2.188667682,1.969800914,2.25831189,2.675007334,2.809970872,2.6910752,2.837850293,3.577531496,3.935262231,3.998367711,4.592163329,4.340589425,4.465104193,5.04020188,5.509119911,5.391587364,5.321156954,5.437998141,5.535909585,5.326839709,6.177888048,6.656301553,7.222929559,7.14564738,6.743454787,6.961416366,7.080506921,7.03164314,7.314636,7.455906,7.141522,7.721484,7.894798,7.922236742,8.11374,6.496953,6.496953
INTL.4008-8-CIV-MMTCD.A,Cote d'Ivoire,CO2 emissions (MMtonnes CO2),4.01485,4.3,3.9,4.2,4.1,4.3,4.8,5.3,5.6,5.6,4.6,3.8,3.9,4.4,4.6,4.578325965,5.406233565,5.277055942,5.369407923,7.028758271,7.34837587,5.84837587,5.813263639,5.813263639,6.338240843,6.338240843,6.238240843,6.013354819,6.400911807,6.500911807,6.804068151,6.411549466,8.070046554,9.377470431,9.839029019,10.21494666,11.25675149,11.23114049,10.79818371,11.32224724,11.24233106,12.06740512
INTL.4002-8-CIV-MMTCD.A,Cote d'Ivoire,Coal and coke (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4010-8-CIV-MMTCD.A,Cote d'Ivoire,Consumed natural gas (MMtonnes CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078325965,0.706233565,1.177055942,1.569407923,2.628758271,2.64837587,2.64837587,2.513263639,2.513263639,2.438240843,2.438240843,2.438240843,2.813354819,3.000911807,3.000911807,3.104068151,3.060930043,3.338514386,3.833664834,3.867425092,3.869300661,4.332562486,4.332562486,3.740786713,3.990301477,4.241475691,4.680318905
INTL.4006-8-CIV-MMTCD.A,Cote d'Ivoire,Petroleum and other liquids (MMtonnes CO2),4.01485,4.3,3.9,4.2,4.1,4.3,4.8,5.3,5.6,5.6,4.6,3.8,3.9,4.4,4.6,4.5,4.7,4.1,3.8,4.4,4.7,3.2,3.3,3.3,3.9,3.9,3.8,3.2,3.4,3.5,3.7,3.350619423,4.731532168,5.543805597,5.971603927,6.345646,6.924189,6.898578,7.057397,7.33194576,7.000855369,7.387086218
INTL.4008-8-HRV-MMTCD.A,Croatia,CO2 emissions (MMtonnes CO2),--,--,--,--,--,--,--,--,--,--,--,--,16.19114006,16.46990007,17.63846352,19.36077633,17.56395119,18.54020294,20.1742227,20.01997884,20.01460225,20.35452264,21.32681244,22.54872286,22.12404449,21.9196612,22.831814,20.45852391,22.57661195,20.24989626,19.37126424,18.51625529,18.13384975,16.89202494,15.66936482,15.98362532,16.40438233,17.20139404,17.14788766,16.75154099,15.39191518,16.41148816
INTL.4002-8-HRV-MMTCD.A,Croatia,Coal and coke (MMtonnes CO2),--,--,--,--,--,--,--,--,--,--,--,--,1.15719737,1.106249467,0.576717449,0.809537788,0.659412552,1.047275206,0.936323751,0.801697492,1.580527313,1.783124508,2.167383888,2.565355155,2.72920475,2.642527062,2.476209462,2.687929919,2.75999383,1.990417955,2.725976077,2.786557945,2.493235856,2.623296403,2.528818998,2.362216481,2.558236492,1.538214971,1.422500413,1.674149494,1.406341421,1.655820502
INTL.4010-8-HRV-MMTCD.A,Croatia,Consumed natural gas (MMtonnes CO2),--,--,--,--,--,--,--,--,--,--,--,--,5.333942687,5.763650598,5.06174607,4.551238537,4.904538636,5.492927731,5.237898944,5.218281345,5.434074934,5.571398127,5.159428547,5.983367707,5.394839736,5.277134142,5.355604538,5.467424852,5.816618115,5.259478302,5.569436367,4.843585203,5.638097964,4.853394002,3.929405088,4.029454843,4.319792842,5.05152307,5.409200246,5.67765902,5.903100519,5.678571362
INTL.4006-8-HRV-MMTCD.A,Croatia,Petroleum and other liquids (MMtonnes CO2),--,--,--,--,--,--,--,--,--,--,--,--,9.7,9.6,12,14,12,12,14,14,13,13,14,14,14,14,15,12.30316914,14,13,11.0758518,10.88611214,10.00251593,9.415334533,9.211140732,9.591954,9.526353,10.611656,10.316187,9.39973248,8.082473239,9.077096295
INTL.4008-8-CUB-MMTCD.A,Cuba,CO2 emissions (MMtonnes CO2),29.94460527,30.50385808,33.55345219,30.4346038,31.47330963,31.55010447,34.52514241,34.53880162,35.52797627,35.62538877,35.56207354,32.38927711,29.25668561,28.16823055,29.19610504,31.20754972,30.19418894,33.58838876,32.91019471,33.10838711,32.29519804,32.68766906,33.79990248,32.82548542,32.82753845,28.86738089,24.82756442,19.08467391,29.21950718,29.22173837,28.05705673,25.04164931,28.36944474,27.11710782,27.81552443,30.15829897,23.14959965,20.96104926,22.4963726,16.44299926,16.28079286,16.28146199
INTL.4002-8-CUB-MMTCD.A,Cuba,Coal and coke (MMtonnes CO2),0.421585072,0.487192977,0.536787089,0.417938696,0.467754593,0.538994402,0.514032348,0.494361356,0.489091039,0.564283411,0.498746167,0.323727724,0.188914207,0.098792638,0.128333639,0.127090347,0.109833262,0.11706883,0.125490752,0.127507157,0.118142094,0.099141089,0.113286509,0.099634251,0.101687281,0.082676928,0.084081772,0.069449939,0.06340751,0.065638698,0.068240649,0.015810709,0.015202393,0.014586732,0.017800449,0.017021707,0.018627145,0.013491247,0.025057646,0.027524775,0.011501447,0.01184685
INTL.4010-8-CUB-MMTCD.A,Cuba,Consumed natural gas (MMtonnes CO2),0.033330198,0.016665099,0.016665099,0.016665099,0.005555033,0.011110066,0.011110066,0.044440264,0.038885231,0.061105363,0.063327376,0.065549389,0.067771403,0.069437913,0.067771403,0.080459374,0.084355676,1.471319928,0.784703962,0.980879952,1.177055942,0.588527971,0.686615966,0.725851164,0.725851164,0.784703962,0.743482646,1.115223968,2.156099672,2.156099672,1.988816077,1.914467812,1.921902639,2.020414089,2.230447937,2.323383267,2.213720509,1.963610015,1.814325958,1.779117489,1.675077415,1.675401141
