API,COUNTRY,CONSUMPTION,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
INTL.44-2-FIN-QBTU.A,Finland,Consumption (quad Btu),0.974917559,0.941336413,0.917608833,0.912514863,0.955064035,0.969916404,0.998522905,1.075087575,1.070834521,1.081130732,1.132409736,1.14483403,1.149508902,1.140626985,1.195801428,1.138914263,1.155466961,1.177536809,1.232096117,1.219760778,1.235916495,1.251805364,1.261332511,1.320592215,1.346321504,1.26539341,1.333267727,1.341338546,1.311029247,1.213252221,1.295441967,1.238641252,1.228433368,1.235164929,1.201161287,1.193626546,1.222767221,1.209094275,1.223149985,1.200405294,1.137300278,1.154827626
INTL.4411-2-FIN-QBTU.A,Finland,Coal (quad Btu),0.143834148,0.071945023,0.078314134,0.081683702,0.096451879,0.135241774,0.116961371,0.145911628,0.148043546,0.145086851,0.144432004,0.141416157,0.12320935,0.152763109,0.198714314,0.166360702,0.202135015,0.17831443,0.131930034,0.133455218,0.132062607,0.153000343,0.168754154,0.228648596,0.203997862,0.114178208,0.198071771,0.175261205,0.130681431,0.144252472,0.176222204,0.138654224,0.118161637,0.147528298,0.123377616,0.099601104,0.126784085,0.116418354,0.114061152,0.094860623,0.073412441,0.082185678
INTL.4413-2-FIN-QBTU.A,Finland,Natural gas (quad Btu),0.032512,0.02639,0.02436,0.023345,0.02842,0.035525,0.043645,0.057855,0.061915,0.082215,0.096425,0.1015,0.1054179,0.1091125,0.12093725,0.12495665,0.130797402,0.128610873,0.147106751,0.147106751,0.150512,0.163129343,0.16234076,0.179617917,0.173488469,0.158971355,0.170728425,0.163953772,0.169796462,0.15362417,0.169322246,0.148142744,0.132478749,0.126025286,0.111551299,0.099067144,0.090526946,0.08522112,0.094359634,0.092926146,0.087916309,0.090572785
INTL.4415-2-FIN-QBTU.A,Finland,Petroleum and other liquids (quad Btu),0.584323026,0.518420085,0.47441459,0.444103165,0.456087349,0.433686343,0.471663396,0.487198834,0.486256707,0.478226089,0.477339533,0.477472078,0.478257866,0.44715939,0.465189371,0.429141066,0.431023673,0.429354048,0.444831592,0.445089293,0.442501007,0.444411638,0.457713021,0.467311845,0.460023933,0.456390465,0.463063578,0.472394648,0.452657875,0.423617591,0.441509786,0.429008118,0.411526099,0.421492131,0.412342105,0.414390622,0.422345164,0.420219493,0.420556244,0.41882674,0.375573196,0.355824023
INTL.4419-2-FIN-QBTU.A,Finland,"Nuclear, renewables, and other (quad Btu)",0.214248386,0.324581305,0.340520109,0.363382996,0.374104807,0.365463288,0.366253137,0.384122113,0.374619269,0.375602792,0.414213199,0.424445794,0.442623786,0.431591986,0.410960492,0.418455845,0.391510871,0.441257459,0.50822774,0.494109515,0.510840881,0.49126404,0.472524577,0.445013858,0.50881124,0.535853382,0.501403954,0.529728922,0.557893478,0.491757989,0.508387732,0.522836167,0.566266883,0.540119215,0.553890268,0.580567675,0.583111025,0.587235308,0.594172954,0.593791785,0.600398331,0.626245142
INTL.4417-2-FIN-QBTU.A,Finland,Nuclear (quad Btu),0.0693505,0.143399775,0.16403649,0.173271705,0.184486635,0.1863627,0.18654927,0.19210491,0.191203155,0.18667365,0.189213075,0.19050273,0.188056566,0.194583096,0.189690768,0.186351914,0.188875398,0.194344987,0.211923623,0.222795427,0.217997542,0.220845648,0.216211095,0.220437318,0.220294402,0.228216017,0.224571666,0.229737049,0.225092287,0.230717042,0.223448756,0.227297273,0.225224995,0.231452048,0.231176414,0.227909759,0.227440199,0.220233142,0.22336709,0.233922437,0.228337739,0.231925799
INTL.4418-2-FIN-QBTU.A,Finland,Renewables and other (quad Btu),0.144897886,0.18118153,0.176483619,0.190111291,0.189618172,0.179100588,0.179703867,0.192017203,0.183416114,0.188929142,0.225000124,0.233943064,0.25456722,0.23700889,0.221269724,0.232103931,0.202635474,0.246912472,0.296304117,0.271314088,0.292843339,0.270418392,0.256313482,0.22457654,0.288516839,0.307637365,0.276832288,0.299991873,0.332801191,0.261040946,0.284938975,0.295538894,0.341041888,0.308667167,0.322713853,0.352657916,0.355670826,0.367002166,0.370805864,0.359869348,0.372060592,0.394319343
INTL.44-2-CSK-QBTU.A,Former Czechoslovakia,Consumption (quad Btu),3.120464515,3.099631943,3.123756359,3.146221231,3.171062849,3.200339669,3.243007512,3.331229856,3.257795557,3.241996367,3.237900411,2.927000439,2.639151327,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4411-2-CSK-QBTU.A,Former Czechoslovakia,Coal (quad Btu),1.963877134,1.953215395,2.013959478,2.037197965,2.062561299,2.004871565,1.968397604,1.984059956,1.964748234,1.830486417,1.770238801,1.636882296,1.437831741,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4413-2-CSK-QBTU.A,Former Czechoslovakia,Natural gas (quad Btu),0.335075,0.3367,0.353276,0.358456,0.377104,0.399267,0.418887,0.446664,0.418496,0.453706,0.535192,0.490896,0.400314,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4415-2-CSK-QBTU.A,Former Czechoslovakia,Petroleum and other liquids (quad Btu),0.778378934,0.763034325,0.71087108,0.692805405,0.650522248,0.642261867,0.634706,0.636572492,0.604093709,0.66248085,0.618360663,0.513144038,0.510705375,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4419-2-CSK-QBTU.A,Former Czechoslovakia,"Nuclear, renewables, and other (quad Btu)",0.043133446,0.046682223,0.045649801,0.057761861,0.080875301,0.153939237,0.221016908,0.263933407,0.270457614,0.2953231,0.314108946,0.286078105,0.290300211,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4417-2-CSK-QBTU.A,Former Czechoslovakia,Nuclear (quad Btu),0.055431,0.0628218,0.0714444,0.0763654,0.0899141,0.1460606,0.2197046,0.256943916,0.269389752,0.284253566,0.2872116,0.276435028,0.285579158,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4418-2-CSK-QBTU.A,Former Czechoslovakia,Renewables and other (quad Btu),-0.012297554,-0.016139577,-0.025794599,-0.018603539,-0.009038799,0.007878637,0.001312308,0.006989491,0.001067862,0.011069534,0.026897346,0.009643077,0.004721053,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.44-2-SCG-QBTU.A,Former Serbia and Montenegro,Consumption (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0.85328177,0.720572399,0.711086776,0.788887681,0.923170091,0.978598554,0.994250646,0.799223047,0.806856552,0.838213758,0.92361176,0.932500617,0.958660387,0.90414368,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4411-2-SCG-QBTU.A,Former Serbia and Montenegro,Coal (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0.528391203,0.506915459,0.464196141,0.558359663,0.557563424,0.591205105,0.607444141,0.457587129,0.513615953,0.503313407,0.531281813,0.556912412,0.570684666,0.505204053,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4413-2-SCG-QBTU.A,Former Serbia and Montenegro,Natural gas (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0.074908662,0.035569762,0.06027579,0.04085394,0.102826933,0.101754663,0.108705927,0.063929438,0.020077319,0.022258833,0.084672303,0.081344571,0.086521044,0.088739532,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4415-2-SCG-QBTU.A,Former Serbia and Montenegro,Petroleum and other liquids (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0.119235791,0.071257118,0.069288166,0.057835884,0.104850086,0.141698126,0.132102116,0.120601302,0.130731893,0.170261137,0.174154898,0.176367631,0.175711442,0.177188633,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4419-2-SCG-QBTU.A,Former Serbia and Montenegro,"Nuclear, renewables, and other (quad Btu)",--,--,--,--,--,--,--,--,--,--,--,--,0.130746114,0.106830059,0.117326679,0.131838194,0.157929648,0.143940659,0.145998462,0.157105178,0.142431387,0.142380382,0.133502745,0.117876003,0.125743236,0.133011463,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4417-2-SCG-QBTU.A,Former Serbia and Montenegro,Nuclear (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4418-2-SCG-QBTU.A,Former Serbia and Montenegro,Renewables and other (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,0.130746114,0.106830059,0.117326679,0.131838194,0.157929648,0.143940659,0.145998462,0.157105178,0.142431387,0.142380382,0.133502745,0.117876003,0.125743236,0.133011463,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.44-2-SUN-QBTU.A,Former U.S.S.R.,Consumption (quad Btu),51.56998421,50.95051081,52.64340399,53.80084789,56.52287146,58.53154281,59.80096869,61.83636662,63.69113475,63.59230574,62.94084628,62.00147854,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4411-2-SUN-QBTU.A,Former U.S.S.R.,Coal (quad Btu),15.90984917,14.98822833,15.01614382,14.95639295,14.81675603,14.61632587,14.81763389,15.54037446,15.60089451,15.57930933,15.29165482,14.56129932,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4413-2-SUN-QBTU.A,Former U.S.S.R.,Natural gas (quad Btu),13.86112,14.42556,15.506478,16.805178,19.104384,20.951664,22.081572,23.046012,24.718392,25.166754,25.609986,25.314168,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4415-2-SUN-QBTU.A,Former U.S.S.R.,Petroleum and other liquids (quad Btu),19.11784282,18.93843357,19.23517455,18.97022724,18.93718505,18.97022724,19.02533629,19.0686231,18.81193518,18.23259753,17.47590545,17.38806163,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4419-2-SUN-QBTU.A,Former U.S.S.R.,"Nuclear, renewables, and other (quad Btu)",2.681172229,2.598288915,2.885607616,3.069049694,3.664546377,3.993325699,3.876426507,4.181357059,4.55991306,4.61364488,4.563300015,4.737949591,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4417-2-SUN-QBTU.A,Former U.S.S.R.,Nuclear (quad Btu),0.832638512,0.734529897,1.123405991,1.251641554,1.624817189,1.949472325,1.744827373,2.031133009,2.32897472,2.433832136,2.307575378,2.310946155,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4418-2-SUN-QBTU.A,Former U.S.S.R.,Renewables and other (quad Btu),1.848533717,1.863759018,1.762201624,1.817408139,2.039729188,2.043853374,2.131599134,2.15022405,2.23093834,2.179812744,2.255724637,2.427003436,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.44-2-YUG-QBTU.A,Former Yugoslavia,Consumption (quad Btu),2.045990642,2.261134693,2.320813505,2.386677099,2.727364243,2.843698374,2.830712049,2.886355606,2.9034679,2.92381913,2.874368282,2.566926745,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4411-2-YUG-QBTU.A,Former Yugoslavia,Coal (quad Btu),0.980054197,1.228593006,1.286705527,1.394945647,1.519838678,1.622870177,1.6146721,1.633025009,1.663777191,1.669703995,1.693196865,1.556362645,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4413-2-YUG-QBTU.A,Former Yugoslavia,Natural gas (quad Btu),0.142494,0.16485,0.16275,0.158089,0.208,0.220688,0.237664,0.279043,0.273738,0.304507,0.263128,0.262067,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4415-2-YUG-QBTU.A,Former Yugoslavia,Petroleum and other liquids (quad Btu),0.639097315,0.603472017,0.605589463,0.565357995,0.690055241,0.700874518,0.645830417,0.664684236,0.671844353,0.660207781,0.673027515,0.531990055,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4419-2-YUG-QBTU.A,Former Yugoslavia,"Nuclear, renewables, and other (quad Btu)",0.28434513,0.264219669,0.265768515,0.268284457,0.309470324,0.299265678,0.332545532,0.309603361,0.294108356,0.289400354,0.245015901,0.216507045,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4417-2-YUG-QBTU.A,Former Yugoslavia,Nuclear (quad Btu),,0.003115928,0.027144964,0.04196637,0.04737271,0.045920136,0.045920136,0.048180264,0.044320581,0.050643969,0.049938843,0.041855985,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4418-2-YUG-QBTU.A,Former Yugoslavia,Renewables and other (quad Btu),0.28434513,0.261103741,0.238623551,0.226318087,0.262097614,0.253345542,0.286625396,0.261423097,0.249787775,0.238756385,0.195077058,0.17465106,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.44-2-FRA-QBTU.A,France,Consumption (quad Btu),8.644724764,8.282151782,8.01422541,8.100454276,8.30176831,8.482898204,8.635664276,8.753813675,8.87304464,9.041941572,9.238026589,9.845535271,9.944705227,9.888429926,9.879264516,10.15528535,10.49862453,10.43482571,10.59318513,10.72749928,10.89301025,11.12273263,11.06691634,11.1451202,11.3288533,11.44039257,11.46526781,11.25702222,11.34527791,10.73285838,10.97815854,10.78676009,10.70092066,10.83494468,10.36618981,10.4047925,10.26798928,10.26773356,10.32359073,10.14405393,9.086099661,9.732867698
INTL.4411-2-FRA-QBTU.A,France,Coal (quad Btu),1.398753859,1.257725406,1.317462207,1.165900984,1.116399027,1.064646818,0.914400745,0.820913855,0.798557604,0.871145704,0.855334406,0.907629903,0.821110173,0.653759695,0.628761725,0.669545232,0.692422522,0.618167448,0.717564422,0.657499181,0.626474425,0.553412759,0.545585061,0.557490761,0.541374053,0.590183219,0.548596839,0.568235827,0.53828548,0.427668055,0.457613965,0.381471136,0.446872945,0.473815641,0.350683196,0.329153698,0.328451883,0.370623857,0.325808008,0.264135269,0.198001464,0.248355478
INTL.4413-2-FRA-QBTU.A,France,Natural gas (quad Btu),0.929988,0.96288,0.931029,0.974025,1.031524,1.06338,1.074808,1.0899,1.052559,1.070592,1.087727,1.23192036,1.24621289,1.255708852,1.249511092,1.27498294,1.407634958,1.396254876,1.429754367,1.501561028,1.576767145,1.653257599,1.694640775,1.663364046,1.765623219,1.881289379,1.924728242,1.790431654,1.877090073,1.795360921,1.826858449,1.767565112,1.64709762,1.719898427,1.412209099,1.488465874,1.629960521,1.639354357,1.59933963,1.630044261,1.510526144,1.609003719
INTL.4415-2-FRA-QBTU.A,France,Petroleum and other liquids (quad Btu),4.805407248,4.269308275,3.966991915,3.86365275,3.654276581,3.600256471,3.618643067,3.658955425,3.700098747,3.781612848,3.751377113,3.992012846,3.983145539,3.862130697,3.835229917,3.949642648,4.017892323,4.050680025,4.14190489,4.120785296,4.109199373,4.179444982,4.108124471,4.13736694,4.164377571,4.11869114,4.115366483,4.078191895,4.005681211,3.842620298,3.756454782,3.778322283,3.716049944,3.644486285,3.592763572,3.59560352,3.527210766,3.575125859,3.465718493,3.460144353,2.935929635,3.175024217
INTL.4419-2-FRA-QBTU.A,France,"Nuclear, renewables, and other (quad Btu)",1.510575657,1.792238101,1.798742289,2.096875543,2.499568703,2.754614916,3.027812464,3.184044395,3.321829289,3.31859102,3.543588071,3.713972162,3.894236626,4.116830682,4.165761782,4.261114531,4.380674728,4.36972336,4.303961449,4.447653779,4.580569305,4.736617291,4.718566031,4.786898452,4.857478453,4.850228833,4.87657625,4.820162844,4.924221146,4.667209105,4.937231341,4.859401557,4.890900147,4.99674433,5.010533941,4.991569406,4.782366113,4.682629484,4.932724602,4.789730042,4.441642418,4.700484284
INTL.4417-2-FRA-QBTU.A,France,Nuclear (quad Btu),0.719481856,1.020830445,1.055723949,1.402988196,1.87400048,2.145921912,2.434148838,2.532781665,2.644776207,2.933633115,3.106999701,3.275213065,3.343515597,3.636302484,3.54122361,3.710916173,3.906468077,3.888212441,3.811169017,3.871615561,4.077036578,4.13506967,4.289135433,4.331466304,4.401883371,4.457197777,4.443139172,4.34296128,4.339560338,4.049632637,4.234851672,4.37189769,4.203724664,4.191417816,4.317744316,4.327431779,3.987019261,3.935997198,4.081773369,3.939839244,3.469302094,3.730879063
INTL.4418-2-FRA-QBTU.A,France,Renewables and other (quad Btu),0.791093801,0.771407656,0.74301834,0.693887347,0.625568223,0.608693004,0.593663626,0.65126273,0.677053082,0.384957905,0.43658837,0.438759097,0.550721029,0.480528198,0.624538172,0.550198359,0.474206651,0.481510919,0.492792432,0.576038217,0.503532726,0.601547621,0.429430598,0.455432149,0.455595082,0.393031056,0.433437078,0.477201564,0.584660807,0.617576468,0.702379669,0.487503867,0.687175483,0.805326514,0.692789625,0.664137627,0.795346852,0.746632286,0.850951232,0.849890798,0.972340324,0.969605221
INTL.44-2-GUF-QBTU.A,French Guiana,Consumption (quad Btu),0.005169293,0.004536549,0.005567582,0.005773789,0.004548978,0.004536549,0.005315742,0.006071562,0.006976814,0.008023492,0.009582354,0.010525495,0.008682426,0.011578312,0.011578312,0.013501388,0.013308001,0.013501388,0.013501388,0.01350139,0.007679289,0.014070062,0.013081182,0.015244463,0.015227787,0.015242714,0.014290724,0.015537899,0.015850601,0.018588641,0.017767322,0.018252882,0,0,0,0,0,0,0,0,0,0
INTL.4411-2-GUF-QBTU.A,French Guiana,Coal (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4413-2-GUF-QBTU.A,French Guiana,Natural gas (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ie,ie,ie,ie,ie,ie,ie,ie,ie,ie
INTL.4415-2-GUF-QBTU.A,French Guiana,Petroleum and other liquids (quad Btu),0.005169293,0.004536549,0.005567582,0.005773789,0.004548978,0.004536549,0.005315742,0.006071562,0.006976814,0.008023492,0.009582354,0.010525495,0.008682426,0.011578312,0.011578312,0.013501388,0.013308001,0.013501388,0.013501388,0.01350139,0.007679289,0.008593572,0.007496205,0.009463088,0.009288299,0.00908333,0.007952483,0.008984807,0.009061195,0.011649281,0.010469834,0.011461398,ie,ie,ie,ie,ie,ie,ie,ie,ie,ie
INTL.4419-2-GUF-QBTU.A,French Guiana,"Nuclear, renewables, and other (quad Btu)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00547649,0.005584977,0.005781375,0.005939488,0.006159384,0.006338241,0.006553092,0.006789406,0.00693936,0.007297488,0.006791484,0,0,0,0,0,0,0,0,0,0
none,French Guiana,Nuclear (quad Btu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.4418-2-GUF-QBTU.A,French Guiana,Renewables and other (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00547649,0.005584977,0.005781375,0.005939488,0.006159384,0.006338241,0.006553092,0.006789406,0.00693936,0.007297488,0.006791484,0,0,0,0,0,0,0,0,0,0
INTL.44-2-PYF-QBTU.A,French Polynesia,Consumption (quad Btu),0.003101388,0.004742469,0.006185829,0.008416092,0.012656113,0.011056407,0.014018827,0.014164351,0.014209844,0.014395489,0.013626263,0.013742693,0.013058337,0.013063695,0.010553823,0.011251176,0.011172326,0.011320505,0.011501923,0.010851855,0.012161187,0.013344032,0.014179746,0.015342555,0.015250945,0.015883494,0.015708859,0.016646376,0.016944879,0.01684331,0.017509784,0.01647322,0.01588016,0.015667394,0.015575916,0.016207594,0.016106345,0.015687334,0.015979274,0.016099866,0.015349165,0.015812678
INTL.4411-2-PYF-QBTU.A,French Polynesia,Coal (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4413-2-PYF-QBTU.A,French Polynesia,Natural gas (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4415-2-PYF-QBTU.A,French Polynesia,Petroleum and other liquids (quad Btu),0.003101388,0.004742469,0.006185829,0.008247772,0.012405553,0.010722103,0.013653217,0.013799686,0.013611052,0.013727841,0.012908525,0.012970429,0.012127557,0.012094649,0.009563487,0.009962176,0.009797106,0.009962176,0.009962176,0.009962193,0.010977871,0.012259067,0.012847083,0.013783305,0.013468097,0.014093673,0.013725059,0.014442244,0.014855831,0.01478395,0.014804445,0.014235626,0.013869429,0.014042561,0.013725708,0.014353001,0.014102964,0.013733368,0.014139875,0.014139875,0.013400682,0.013837876
INTL.4419-2-PYF-QBTU.A,French Polynesia,"Nuclear, renewables, and other (quad Btu)",0,0,0,0.00016832,0.00025056,0.000334304,0.00036561,0.000364665,0.000598792,0.000667648,0.000717738,0.000772264,0.00093078,0.000969046,0.000990336,0.001289,0.00137522,0.001358329,0.001539747,0.000889662,0.001183316,0.001084965,0.001332663,0.00155925,0.001782848,0.001789821,0.0019838,0.002204132,0.002089048,0.00205936,0.002705339,0.002237595,0.002010731,0.001624832,0.001850209,0.001854593,0.002003381,0.001953967,0.001839399,0.001959991,0.001948483,0.001974802
none,French Polynesia,Nuclear (quad Btu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.4418-2-PYF-QBTU.A,French Polynesia,Renewables and other (quad Btu),0,0,0,0.00016832,0.00025056,0.000334304,0.00036561,0.000364665,0.000598792,0.000667648,0.000717738,0.000772264,0.00093078,0.000969046,0.000990336,0.001289,0.00137522,0.001358329,0.001539747,0.000889662,0.001183316,0.001084965,0.001332663,0.00155925,0.001782848,0.001789821,0.0019838,0.002204132,0.002089048,0.00205936,0.002705339,0.002237595,0.002010731,0.001624832,0.001850209,0.001854593,0.002003381,0.001953967,0.001839399,0.001959991,0.001948483,0.001974802
INTL.44-2-GAB-QBTU.A,Gabon,Consumption (quad Btu),0.028441272,0.03165348,0.030223622,0.040628711,0.037113829,0.032079812,0.028775303,0.033296658,0.035142922,0.04381299,0.043142131,0.044354652,0.045570183,0.043159663,0.044303122,0.041509044,0.043277892,0.045420523,0.044357348,0.051223672,0.03916256,0.042259397,0.042270082,0.041117274,0.04190123,0.044860575,0.04601228,0.045724348,0.046665957,0.046166591,0.05380041,0.055051137,0.068976491,0.069711614,0.072786187,0.069967063,0.069338619,0.073410138,0.06578426,0.056841745,0.06545237,0.063984675
INTL.4411-2-GAB-QBTU.A,Gabon,Coal (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4413-2-GAB-QBTU.A,Gabon,Natural gas (quad Btu),0.0026175,0.0021987,0.002094,0.0055491,0.0055491,0.002094,0.001047,0.0042927,0.0036645,0.0033504,0.003141,0.003715376,0.003697481,0.003697481,0.00369591,0.00369591,0.003697481,0.003697481,0.003697481,0.003697481,0.002957984,0.002957984,0.003327732,0.003327732,0.003697481,0.003697481,0.003697481,0.002957984,0.002957984,0.002957984,0.002957984,0.002588236,0.0142353,0.011757988,0.015529418,0.013976476,0.014013451,0.018005589,0.019592849,0.017156164,0.018561194,0.016786419
INTL.4415-2-GAB-QBTU.A,Gabon,Petroleum and other liquids (quad Btu),0.023154055,0.025189955,0.023090792,0.029388281,0.025258969,0.023090792,0.020781713,0.022044066,0.024571666,0.033233214,0.032709329,0.033250588,0.03446783,0.032132483,0.032890844,0.02964603,0.031628951,0.033470938,0.0323901,0.039038612,0.028023374,0.030249704,0.029573016,0.028697292,0.029279493,0.033053906,0.032961183,0.034859164,0.034908351,0.033995167,0.041993733,0.044291745,0.046081631,0.048366819,0.048343933,0.046257944,0.045312,0.04525562,0.03620885,0.029040629,0.036378171,0.036439277
INTL.4419-2-GAB-QBTU.A,Gabon,"Nuclear, renewables, and other (quad Btu)",0.002669717,0.004264825,0.00503883,0.00569133,0.00630576,0.00689502,0.00694659,0.006959892,0.006906756,0.007229376,0.007291802,0.007388688,0.007404872,0.007329699,0.007716368,0.008167104,0.00795146,0.008252104,0.008269767,0.00848758,0.008181202,0.009051708,0.009369333,0.00909225,0.008924256,0.008109189,0.009353617,0.0079072,0.008799622,0.00921344,0.008848692,0.008171156,0.00865956,0.009586807,0.008912836,0.009732643,0.010013168,0.010148929,0.009982561,0.010644952,0.010513005,0.010758979
none,Gabon,Nuclear (quad Btu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.4418-2-GAB-QBTU.A,Gabon,Renewables and other (quad Btu),0.002669717,0.004264825,0.00503883,0.00569133,0.00630576,0.00689502,0.00694659,0.006959892,0.006906756,0.007229376,0.007291802,0.007388688,0.007404872,0.007329699,0.007716368,0.008167104,0.00795146,0.008252104,0.008269767,0.00848758,0.008181202,0.009051708,0.009369333,0.00909225,0.008924256,0.008109189,0.009353617,0.0079072,0.008799622,0.00921344,0.008848692,0.008171156,0.00865956,0.009586807,0.008912836,0.009732643,0.010013168,0.010148929,0.009982561,0.010644952,0.010513005,0.010758979
INTL.44-2-GMB-QBTU.A,"Gambia, The",Consumption (quad Btu),0.00223412,0.002228016,0.002228016,0.002228016,0.002437222,0.002430563,0.002197047,0.002674893,0.002682107,0.002674893,0.002687595,0.002674893,0.002682107,0.002887506,0.003328075,0.00307924,0.003087562,0.00307924,0.003286195,0.00328621,0.004318428,0.004704081,0.004684185,0.004684185,0.004943141,0.004995011,0.005427631,0.005630094,0.00584866,0.006283723,0.00685393,0.007205062,0.007024029,0.006990757,0.007728763,0.007909889,0.007973619,0.008110574,0.008165092,0.00832668,0.007951532,0.008388712
INTL.4411-2-GMB-QBTU.A,"Gambia, The",Coal (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4413-2-GMB-QBTU.A,"Gambia, The",Natural gas (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
