,COUNTRY,EMISSIONS,Year,Value
4805,Cyprus,Coal and coke (MMtonnes CO2),1985,0.049790684
4806,Cyprus,Consumed natural gas (MMtonnes CO2),1985,0
4807,Cyprus,Petroleum and other liquids (MMtonnes CO2),1985,3.1
4808,Czechia,CO2 emissions (MMtonnes CO2),1985,--
4809,Czechia,Coal and coke (MMtonnes CO2),1985,--
4810,Czechia,Consumed natural gas (MMtonnes CO2),1985,--
4811,Czechia,Petroleum and other liquids (MMtonnes CO2),1985,--
4812,Denmark,CO2 emissions (MMtonnes CO2),1985,59.62759147
4813,Denmark,Coal and coke (MMtonnes CO2),1985,26.11558471
4814,Denmark,Consumed natural gas (MMtonnes CO2),1985,1.56432276
4815,Denmark,Petroleum and other liquids (MMtonnes CO2),1985,31.947684
4816,Djibouti,CO2 emissions (MMtonnes CO2),1985,0.7
4817,Djibouti,Coal and coke (MMtonnes CO2),1985,0
4818,Djibouti,Consumed natural gas (MMtonnes CO2),1985,0
4819,Djibouti,Petroleum and other liquids (MMtonnes CO2),1985,0.7
4820,Dominica,CO2 emissions (MMtonnes CO2),1985,0.03991
4821,Dominica,Coal and coke (MMtonnes CO2),1985,0
4822,Dominica,Consumed natural gas (MMtonnes CO2),1985,0
4823,Dominica,Petroleum and other liquids (MMtonnes CO2),1985,0.03991
4824,Dominican Republic,CO2 emissions (MMtonnes CO2),1985,6.148791341
4825,Dominican Republic,Coal and coke (MMtonnes CO2),1985,0.048791341
4826,Dominican Republic,Consumed natural gas (MMtonnes CO2),1985,0
4827,Dominican Republic,Petroleum and other liquids (MMtonnes CO2),1985,6.1
4828,Ecuador,CO2 emissions (MMtonnes CO2),1985,12.27589467
4829,Ecuador,Coal and coke (MMtonnes CO2),1985,0
4830,Ecuador,Consumed natural gas (MMtonnes CO2),1985,0.275894667
4831,Ecuador,Petroleum and other liquids (MMtonnes CO2),1985,12
4832,Egypt,CO2 emissions (MMtonnes CO2),1985,74.47110588
4833,Egypt,Coal and coke (MMtonnes CO2),1985,2.74979813
4834,Egypt,Consumed natural gas (MMtonnes CO2),1985,9.72130775
4835,Egypt,Petroleum and other liquids (MMtonnes CO2),1985,62
4836,El Salvador,CO2 emissions (MMtonnes CO2),1985,1.9
4837,El Salvador,Coal and coke (MMtonnes CO2),1985,0
4838,El Salvador,Consumed natural gas (MMtonnes CO2),1985,0
4839,El Salvador,Petroleum and other liquids (MMtonnes CO2),1985,1.9
4840,Equatorial Guinea,CO2 emissions (MMtonnes CO2),1985,0.07977
4841,Equatorial Guinea,Coal and coke (MMtonnes CO2),1985,0
4842,Equatorial Guinea,Consumed natural gas (MMtonnes CO2),1985,0
4843,Equatorial Guinea,Petroleum and other liquids (MMtonnes CO2),1985,0.07977
4844,Eritrea,CO2 emissions (MMtonnes CO2),1985,--
4845,Eritrea,Coal and coke (MMtonnes CO2),1985,--
4846,Eritrea,Consumed natural gas (MMtonnes CO2),1985,--
4847,Eritrea,Petroleum and other liquids (MMtonnes CO2),1985,--
4848,Estonia,CO2 emissions (MMtonnes CO2),1985,--
4849,Estonia,Coal and coke (MMtonnes CO2),1985,--
4850,Estonia,Consumed natural gas (MMtonnes CO2),1985,--
4851,Estonia,Petroleum and other liquids (MMtonnes CO2),1985,--
4852,Eswatini,CO2 emissions (MMtonnes CO2),1985,0.664625887
4853,Eswatini,Coal and coke (MMtonnes CO2),1985,0.364625887
4854,Eswatini,Consumed natural gas (MMtonnes CO2),1985,0
4855,Eswatini,Petroleum and other liquids (MMtonnes CO2),1985,0.3
4856,Ethiopia,CO2 emissions (MMtonnes CO2),1985,2.5
4857,Ethiopia,Coal and coke (MMtonnes CO2),1985,0
4858,Ethiopia,Consumed natural gas (MMtonnes CO2),1985,0
4859,Ethiopia,Petroleum and other liquids (MMtonnes CO2),1985,2.5
4860,Falkland Islands,CO2 emissions (MMtonnes CO2),1985,0.01442
4861,Falkland Islands,Coal and coke (MMtonnes CO2),1985,0
4862,Falkland Islands,Consumed natural gas (MMtonnes CO2),1985,0
4863,Falkland Islands,Petroleum and other liquids (MMtonnes CO2),1985,0.01442
4864,Faroe Islands,CO2 emissions (MMtonnes CO2),1985,0
4865,Faroe Islands,Coal and coke (MMtonnes CO2),1985,0
4866,Faroe Islands,Consumed natural gas (MMtonnes CO2),1985,0
4867,Faroe Islands,Petroleum and other liquids (MMtonnes CO2),1985,
4868,Fiji,CO2 emissions (MMtonnes CO2),1985,0.728671651
4869,Fiji,Coal and coke (MMtonnes CO2),1985,0.028671651
4870,Fiji,Consumed natural gas (MMtonnes CO2),1985,0
4871,Fiji,Petroleum and other liquids (MMtonnes CO2),1985,0.7
4872,Finland,CO2 emissions (MMtonnes CO2),1985,47.81691588
4873,Finland,Coal and coke (MMtonnes CO2),1985,16.67146079
4874,Finland,Consumed natural gas (MMtonnes CO2),1985,1.884838083
4875,Finland,Petroleum and other liquids (MMtonnes CO2),1985,29.260617
4876,Former Czechoslovakia,CO2 emissions (MMtonnes CO2),1985,250.4494394
4877,Former Czechoslovakia,Coal and coke (MMtonnes CO2),1985,187.339759
4878,Former Czechoslovakia,Consumed natural gas (MMtonnes CO2),1985,21.18377613
4879,Former Czechoslovakia,Petroleum and other liquids (MMtonnes CO2),1985,41.92590424
4880,Former Serbia and Montenegro,CO2 emissions (MMtonnes CO2),1985,--
4881,Former Serbia and Montenegro,Coal and coke (MMtonnes CO2),1985,--
4882,Former Serbia and Montenegro,Consumed natural gas (MMtonnes CO2),1985,--
4883,Former Serbia and Montenegro,Petroleum and other liquids (MMtonnes CO2),1985,--
4884,Former U.S.S.R.,CO2 emissions (MMtonnes CO2),1985,3769.310278
4885,Former U.S.S.R.,Coal and coke (MMtonnes CO2),1985,1382.684825
4886,Former U.S.S.R.,Consumed natural gas (MMtonnes CO2),1985,1111.625453
4887,Former U.S.S.R.,Petroleum and other liquids (MMtonnes CO2),1985,1275
4888,Former Yugoslavia,CO2 emissions (MMtonnes CO2),1985,212.0899874
4889,Former Yugoslavia,Coal and coke (MMtonnes CO2),1985,152.3810178
4890,Former Yugoslavia,Consumed natural gas (MMtonnes CO2),1985,11.70896965
4891,Former Yugoslavia,Petroleum and other liquids (MMtonnes CO2),1985,48
4892,France,CO2 emissions (MMtonnes CO2),1985,397.1836476
4893,France,Coal and coke (MMtonnes CO2),1985,105.5455864
4894,France,Consumed natural gas (MMtonnes CO2),1985,56.4193982
4895,France,Petroleum and other liquids (MMtonnes CO2),1985,235.218663
4896,French Guiana,CO2 emissions (MMtonnes CO2),1985,0.3
4897,French Guiana,Coal and coke (MMtonnes CO2),1985,0
4898,French Guiana,Consumed natural gas (MMtonnes CO2),1985,0
4899,French Guiana,Petroleum and other liquids (MMtonnes CO2),1985,0.3
4900,French Polynesia,CO2 emissions (MMtonnes CO2),1985,0.7
4901,French Polynesia,Coal and coke (MMtonnes CO2),1985,0
4902,French Polynesia,Consumed natural gas (MMtonnes CO2),1985,0
4903,French Polynesia,Petroleum and other liquids (MMtonnes CO2),1985,0.7
4904,Gabon,CO2 emissions (MMtonnes CO2),1985,1.61110066
4905,Gabon,Coal and coke (MMtonnes CO2),1985,0
4906,Gabon,Consumed natural gas (MMtonnes CO2),1985,0.11110066
4907,Gabon,Petroleum and other liquids (MMtonnes CO2),1985,1.5
4908,"Gambia, The",CO2 emissions (MMtonnes CO2),1985,0.2
4909,"Gambia, The",Coal and coke (MMtonnes CO2),1985,0
4910,"Gambia, The",Consumed natural gas (MMtonnes CO2),1985,0
4911,"Gambia, The",Petroleum and other liquids (MMtonnes CO2),1985,0.2
4912,Georgia,CO2 emissions (MMtonnes CO2),1985,--
4913,Georgia,Coal and coke (MMtonnes CO2),1985,--
4914,Georgia,Consumed natural gas (MMtonnes CO2),1985,--
4915,Georgia,Petroleum and other liquids (MMtonnes CO2),1985,--
4916,Germany,CO2 emissions (MMtonnes CO2),1985,--
4917,Germany,Coal and coke (MMtonnes CO2),1985,--
4918,Germany,Consumed natural gas (MMtonnes CO2),1985,--
4919,Germany,Petroleum and other liquids (MMtonnes CO2),1985,--
4920,"Germany, East",CO2 emissions (MMtonnes CO2),1985,542.9069069
4921,"Germany, East",Coal and coke (MMtonnes CO2),1985,484.0722521
4922,"Germany, East",Consumed natural gas (MMtonnes CO2),1985,12.001418
4923,"Germany, East",Petroleum and other liquids (MMtonnes CO2),1985,46.83323674
4924,"Germany, West",CO2 emissions (MMtonnes CO2),1985,726.0039689
4925,"Germany, West",Coal and coke (MMtonnes CO2),1985,316.0027234
4926,"Germany, West",Consumed natural gas (MMtonnes CO2),1985,92.62675312
4927,"Germany, West",Petroleum and other liquids (MMtonnes CO2),1985,317.3744924
4928,Ghana,CO2 emissions (MMtonnes CO2),1985,1.9
4929,Ghana,Coal and coke (MMtonnes CO2),1985,0
4930,Ghana,Consumed natural gas (MMtonnes CO2),1985,0
4931,Ghana,Petroleum and other liquids (MMtonnes CO2),1985,1.9
4932,Gibraltar,CO2 emissions (MMtonnes CO2),1985,0.8
4933,Gibraltar,Coal and coke (MMtonnes CO2),1985,0
4934,Gibraltar,Consumed natural gas (MMtonnes CO2),1985,0
4935,Gibraltar,Petroleum and other liquids (MMtonnes CO2),1985,0.8
4936,Greece,CO2 emissions (MMtonnes CO2),1985,59.15242537
4937,Greece,Coal and coke (MMtonnes CO2),1985,22.60978228
4938,Greece,Consumed natural gas (MMtonnes CO2),1985,0.152697087
4939,Greece,Petroleum and other liquids (MMtonnes CO2),1985,36.389946
4940,Greenland,CO2 emissions (MMtonnes CO2),1985,0
4941,Greenland,Coal and coke (MMtonnes CO2),1985,0
4942,Greenland,Consumed natural gas (MMtonnes CO2),1985,0
4943,Greenland,Petroleum and other liquids (MMtonnes CO2),1985,
4944,Grenada,CO2 emissions (MMtonnes CO2),1985,0.05954
4945,Grenada,Coal and coke (MMtonnes CO2),1985,0
4946,Grenada,Consumed natural gas (MMtonnes CO2),1985,0
4947,Grenada,Petroleum and other liquids (MMtonnes CO2),1985,0.05954
4948,Guadeloupe,CO2 emissions (MMtonnes CO2),1985,0.9
4949,Guadeloupe,Coal and coke (MMtonnes CO2),1985,0
4950,Guadeloupe,Consumed natural gas (MMtonnes CO2),1985,0
4951,Guadeloupe,Petroleum and other liquids (MMtonnes CO2),1985,0.9
4952,Guam,CO2 emissions (MMtonnes CO2),1985,0.644172641
4953,Guam,Coal and coke (MMtonnes CO2),1985,0
4954,Guam,Consumed natural gas (MMtonnes CO2),1985,0
4955,Guam,Petroleum and other liquids (MMtonnes CO2),1985,0.644172641
4956,Guatemala,CO2 emissions (MMtonnes CO2),1985,3.6
4957,Guatemala,Coal and coke (MMtonnes CO2),1985,0
4958,Guatemala,Consumed natural gas (MMtonnes CO2),1985,0
4959,Guatemala,Petroleum and other liquids (MMtonnes CO2),1985,3.6
4960,Guinea,CO2 emissions (MMtonnes CO2),1985,0.7
4961,Guinea,Coal and coke (MMtonnes CO2),1985,0
4962,Guinea,Consumed natural gas (MMtonnes CO2),1985,0
4963,Guinea,Petroleum and other liquids (MMtonnes CO2),1985,0.7
4964,Guinea-Bissau,CO2 emissions (MMtonnes CO2),1985,0.1
4965,Guinea-Bissau,Coal and coke (MMtonnes CO2),1985,0
4966,Guinea-Bissau,Consumed natural gas (MMtonnes CO2),1985,0
4967,Guinea-Bissau,Petroleum and other liquids (MMtonnes CO2),1985,0.1
4968,Guyana,CO2 emissions (MMtonnes CO2),1985,1.4
4969,Guyana,Coal and coke (MMtonnes CO2),1985,0
4970,Guyana,Consumed natural gas (MMtonnes CO2),1985,0
4971,Guyana,Petroleum and other liquids (MMtonnes CO2),1985,1.4
4972,Haiti,CO2 emissions (MMtonnes CO2),1985,0.87504783
4973,Haiti,Coal and coke (MMtonnes CO2),1985,0.17504783
4974,Haiti,Consumed natural gas (MMtonnes CO2),1985,0
4975,Haiti,Petroleum and other liquids (MMtonnes CO2),1985,0.7
4976,Hawaiian Trade Zone,CO2 emissions (MMtonnes CO2),1985,7.063711468
4977,Hawaiian Trade Zone,Coal and coke (MMtonnes CO2),1985,0
4978,Hawaiian Trade Zone,Consumed natural gas (MMtonnes CO2),1985,0
4979,Hawaiian Trade Zone,Petroleum and other liquids (MMtonnes CO2),1985,7.063711468
4980,Honduras,CO2 emissions (MMtonnes CO2),1985,1.6
4981,Honduras,Coal and coke (MMtonnes CO2),1985,0
4982,Honduras,Consumed natural gas (MMtonnes CO2),1985,0
4983,Honduras,Petroleum and other liquids (MMtonnes CO2),1985,1.6
4984,Hong Kong,CO2 emissions (MMtonnes CO2),1985,28.40974474
4985,Hong Kong,Coal and coke (MMtonnes CO2),1985,12.40974474
4986,Hong Kong,Consumed natural gas (MMtonnes CO2),1985,0
4987,Hong Kong,Petroleum and other liquids (MMtonnes CO2),1985,16
4988,Hungary,CO2 emissions (MMtonnes CO2),1985,76.14758329
4989,Hungary,Coal and coke (MMtonnes CO2),1985,27.12892909
4990,Hungary,Consumed natural gas (MMtonnes CO2),1985,20.6220652
4991,Hungary,Petroleum and other liquids (MMtonnes CO2),1985,28.396589
4992,Iceland,CO2 emissions (MMtonnes CO2),1985,1.889510237
4993,Iceland,Coal and coke (MMtonnes CO2),1985,0.303230475
4994,Iceland,Consumed natural gas (MMtonnes CO2),1985,0
4995,Iceland,Petroleum and other liquids (MMtonnes CO2),1985,1.586279762
4996,India,CO2 emissions (MMtonnes CO2),1985,388.4813193
4997,India,Coal and coke (MMtonnes CO2),1985,253.4376634
4998,India,Consumed natural gas (MMtonnes CO2),1985,8.04365595
4999,India,Petroleum and other liquids (MMtonnes CO2),1985,127
5000,Indonesia,CO2 emissions (MMtonnes CO2),1985,96.58359398
5001,Indonesia,Coal and coke (MMtonnes CO2),1985,5.137616649
5002,Indonesia,Consumed natural gas (MMtonnes CO2),1985,25.44597733
5003,Indonesia,Petroleum and other liquids (MMtonnes CO2),1985,66
5004,Iran,CO2 emissions (MMtonnes CO2),1985,149.387113
5005,Iran,Coal and coke (MMtonnes CO2),1985,3.770409026
5006,Iran,Consumed natural gas (MMtonnes CO2),1985,33.616704
5007,Iran,Petroleum and other liquids (MMtonnes CO2),1985,112
5008,Iraq,CO2 emissions (MMtonnes CO2),1985,37.27765759
5009,Iraq,Coal and coke (MMtonnes CO2),1985,0
5010,Iraq,Consumed natural gas (MMtonnes CO2),1985,1.27765759
5011,Iraq,Petroleum and other liquids (MMtonnes CO2),1985,36
5012,Ireland,CO2 emissions (MMtonnes CO2),1985,20.55871484
5013,Ireland,Coal and coke (MMtonnes CO2),1985,3.773727262
5014,Ireland,Consumed natural gas (MMtonnes CO2),1985,4.64362558
5015,Ireland,Petroleum and other liquids (MMtonnes CO2),1985,12.141362
5016,Israel,CO2 emissions (MMtonnes CO2),1985,26.60567087
5017,Israel,Coal and coke (MMtonnes CO2),1985,6.796819113
5018,Israel,Consumed natural gas (MMtonnes CO2),1985,0.110251753
5019,Israel,Petroleum and other liquids (MMtonnes CO2),1985,19.6986
5020,Italy,CO2 emissions (MMtonnes CO2),1985,372.9878322
5021,Italy,Coal and coke (MMtonnes CO2),1985,57.69574788
5022,Italy,Consumed natural gas (MMtonnes CO2),1985,62.71706536
5023,Italy,Petroleum and other liquids (MMtonnes CO2),1985,252.575019
5024,Jamaica,CO2 emissions (MMtonnes CO2),1985,4.5
5025,Jamaica,Coal and coke (MMtonnes CO2),1985,0
5026,Jamaica,Consumed natural gas (MMtonnes CO2),1985,0
5027,Jamaica,Petroleum and other liquids (MMtonnes CO2),1985,4.5
5028,Japan,CO2 emissions (MMtonnes CO2),1985,936.6975858
5029,Japan,Coal and coke (MMtonnes CO2),1985,267.3791924
5030,Japan,Consumed natural gas (MMtonnes CO2),1985,81.54788444
5031,Japan,Petroleum and other liquids (MMtonnes CO2),1985,587.770509
5032,Jordan,CO2 emissions (MMtonnes CO2),1985,8.1
5033,Jordan,Coal and coke (MMtonnes CO2),1985,0
5034,Jordan,Consumed natural gas (MMtonnes CO2),1985,0
5035,Jordan,Petroleum and other liquids (MMtonnes CO2),1985,8.1
5036,Kazakhstan,CO2 emissions (MMtonnes CO2),1985,--
5037,Kazakhstan,Coal and coke (MMtonnes CO2),1985,--
5038,Kazakhstan,Consumed natural gas (MMtonnes CO2),1985,--
5039,Kazakhstan,Petroleum and other liquids (MMtonnes CO2),1985,--
5040,Kenya,CO2 emissions (MMtonnes CO2),1985,5.380288866
5041,Kenya,Coal and coke (MMtonnes CO2),1985,0.180288866
5042,Kenya,Consumed natural gas (MMtonnes CO2),1985,0
5043,Kenya,Petroleum and other liquids (MMtonnes CO2),1985,5.2
5044,Kiribati,CO2 emissions (MMtonnes CO2),1985,0.01952
5045,Kiribati,Coal and coke (MMtonnes CO2),1985,0
5046,Kiribati,Consumed natural gas (MMtonnes CO2),1985,0
5047,Kiribati,Petroleum and other liquids (MMtonnes CO2),1985,0.01952
5048,Kuwait,CO2 emissions (MMtonnes CO2),1985,24.7770462
5049,Kuwait,Coal and coke (MMtonnes CO2),1985,0
5050,Kuwait,Consumed natural gas (MMtonnes CO2),1985,7.7770462
5051,Kuwait,Petroleum and other liquids (MMtonnes CO2),1985,17
5052,Kyrgyzstan,CO2 emissions (MMtonnes CO2),1985,--
5053,Kyrgyzstan,Coal and coke (MMtonnes CO2),1985,--
5054,Kyrgyzstan,Consumed natural gas (MMtonnes CO2),1985,--
5055,Kyrgyzstan,Petroleum and other liquids (MMtonnes CO2),1985,--
5056,Laos,CO2 emissions (MMtonnes CO2),1985,0.2
5057,Laos,Coal and coke (MMtonnes CO2),1985,0
5058,Laos,Consumed natural gas (MMtonnes CO2),1985,0
5059,Laos,Petroleum and other liquids (MMtonnes CO2),1985,0.2
5060,Latvia,CO2 emissions (MMtonnes CO2),1985,--
5061,Latvia,Coal and coke (MMtonnes CO2),1985,--
5062,Latvia,Consumed natural gas (MMtonnes CO2),1985,--
5063,Latvia,Petroleum and other liquids (MMtonnes CO2),1985,--
5064,Lebanon,CO2 emissions (MMtonnes CO2),1985,6.9
5065,Lebanon,Coal and coke (MMtonnes CO2),1985,0
5066,Lebanon,Consumed natural gas (MMtonnes CO2),1985,0
5067,Lebanon,Petroleum and other liquids (MMtonnes CO2),1985,6.9
5068,Lesotho,CO2 emissions (MMtonnes CO2),1985,0.1
5069,Lesotho,Coal and coke (MMtonnes CO2),1985,0
5070,Lesotho,Consumed natural gas (MMtonnes CO2),1985,0
5071,Lesotho,Petroleum and other liquids (MMtonnes CO2),1985,0.1
5072,Liberia,CO2 emissions (MMtonnes CO2),1985,1.6
5073,Liberia,Coal and coke (MMtonnes CO2),1985,0
5074,Liberia,Consumed natural gas (MMtonnes CO2),1985,0
5075,Liberia,Petroleum and other liquids (MMtonnes CO2),1985,1.6
5076,Libya,CO2 emissions (MMtonnes CO2),1985,25.94369719
5077,Libya,Coal and coke (MMtonnes CO2),1985,0
5078,Libya,Consumed natural gas (MMtonnes CO2),1985,7.94369719
5079,Libya,Petroleum and other liquids (MMtonnes CO2),1985,18
5080,Lithuania,CO2 emissions (MMtonnes CO2),1985,--
5081,Lithuania,Coal and coke (MMtonnes CO2),1985,--
5082,Lithuania,Consumed natural gas (MMtonnes CO2),1985,--
5083,Lithuania,Petroleum and other liquids (MMtonnes CO2),1985,--
5084,Luxembourg,CO2 emissions (MMtonnes CO2),1985,10.40847118
5085,Luxembourg,Coal and coke (MMtonnes CO2),1985,6.468707538
5086,Luxembourg,Consumed natural gas (MMtonnes CO2),1985,0.69461788
5087,Luxembourg,Petroleum and other liquids (MMtonnes CO2),1985,3.245145762
5088,Macau,CO2 emissions (MMtonnes CO2),1985,0.6
5089,Macau,Coal and coke (MMtonnes CO2),1985,0
5090,Macau,Consumed natural gas (MMtonnes CO2),1985,0
5091,Macau,Petroleum and other liquids (MMtonnes CO2),1985,0.6
5092,Madagascar,CO2 emissions (MMtonnes CO2),1985,1.208822675
5093,Madagascar,Coal and coke (MMtonnes CO2),1985,0.008822675
5094,Madagascar,Consumed natural gas (MMtonnes CO2),1985,0
5095,Madagascar,Petroleum and other liquids (MMtonnes CO2),1985,1.2
5096,Malawi,CO2 emissions (MMtonnes CO2),1985,0.542594102
5097,Malawi,Coal and coke (MMtonnes CO2),1985,0.142594102
5098,Malawi,Consumed natural gas (MMtonnes CO2),1985,0
5099,Malawi,Petroleum and other liquids (MMtonnes CO2),1985,0.4
5100,Malaysia,CO2 emissions (MMtonnes CO2),1985,41.33638172
5101,Malaysia,Coal and coke (MMtonnes CO2),1985,0.885308468
5102,Malaysia,Consumed natural gas (MMtonnes CO2),1985,12.45107325
5103,Malaysia,Petroleum and other liquids (MMtonnes CO2),1985,28
5104,Maldives,CO2 emissions (MMtonnes CO2),1985,0.06245
5105,Maldives,Coal and coke (MMtonnes CO2),1985,0
5106,Maldives,Consumed natural gas (MMtonnes CO2),1985,0
5107,Maldives,Petroleum and other liquids (MMtonnes CO2),1985,0.06245
5108,Mali,CO2 emissions (MMtonnes CO2),1985,0.5
5109,Mali,Coal and coke (MMtonnes CO2),1985,0
5110,Mali,Consumed natural gas (MMtonnes CO2),1985,0
5111,Mali,Petroleum and other liquids (MMtonnes CO2),1985,0.5
5112,Malta,CO2 emissions (MMtonnes CO2),1985,1.119149996
5113,Malta,Coal and coke (MMtonnes CO2),1985,0.219149996
5114,Malta,Consumed natural gas (MMtonnes CO2),1985,0
5115,Malta,Petroleum and other liquids (MMtonnes CO2),1985,0.9
5116,Martinique,CO2 emissions (MMtonnes CO2),1985,0.7
5117,Martinique,Coal and coke (MMtonnes CO2),1985,0
5118,Martinique,Consumed natural gas (MMtonnes CO2),1985,0
5119,Martinique,Petroleum and other liquids (MMtonnes CO2),1985,0.7
5120,Mauritania,CO2 emissions (MMtonnes CO2),1985,0.816724886
5121,Mauritania,Coal and coke (MMtonnes CO2),1985,0.016724886
5122,Mauritania,Consumed natural gas (MMtonnes CO2),1985,0
5123,Mauritania,Petroleum and other liquids (MMtonnes CO2),1985,0.8
5124,Mauritius,CO2 emissions (MMtonnes CO2),1985,0.881654607
5125,Mauritius,Coal and coke (MMtonnes CO2),1985,0.081654607
5126,Mauritius,Consumed natural gas (MMtonnes CO2),1985,0
5127,Mauritius,Petroleum and other liquids (MMtonnes CO2),1985,0.8
5128,Mexico,CO2 emissions (MMtonnes CO2),1985,264.2000993
5129,Mexico,Coal and coke (MMtonnes CO2),1985,19.33168407
5130,Mexico,Consumed natural gas (MMtonnes CO2),1985,55.2049311
5131,Mexico,Petroleum and other liquids (MMtonnes CO2),1985,189.6634841
5132,Micronesia,CO2 emissions (MMtonnes CO2),1985,0
5133,Micronesia,Coal and coke (MMtonnes CO2),1985,0
5134,Micronesia,Consumed natural gas (MMtonnes CO2),1985,
5135,Micronesia,Petroleum and other liquids (MMtonnes CO2),1985,
5136,Moldova,CO2 emissions (MMtonnes CO2),1985,--
5137,Moldova,Coal and coke (MMtonnes CO2),1985,--
5138,Moldova,Consumed natural gas (MMtonnes CO2),1985,--
5139,Moldova,Petroleum and other liquids (MMtonnes CO2),1985,--
5140,Mongolia,CO2 emissions (MMtonnes CO2),1985,16.6074331
5141,Mongolia,Coal and coke (MMtonnes CO2),1985,14.2074331
5142,Mongolia,Consumed natural gas (MMtonnes CO2),1985,0
5143,Mongolia,Petroleum and other liquids (MMtonnes CO2),1985,2.4
5144,Montenegro,CO2 emissions (MMtonnes CO2),1985,--
5145,Montenegro,Coal and coke (MMtonnes CO2),1985,--
5146,Montenegro,Consumed natural gas (MMtonnes CO2),1985,--
5147,Montenegro,Petroleum and other liquids (MMtonnes CO2),1985,--
5148,Montserrat,CO2 emissions (MMtonnes CO2),1985,0.02098
5149,Montserrat,Coal and coke (MMtonnes CO2),1985,0
5150,Montserrat,Consumed natural gas (MMtonnes CO2),1985,0
5151,Montserrat,Petroleum and other liquids (MMtonnes CO2),1985,0.02098
5152,Morocco,CO2 emissions (MMtonnes CO2),1985,15.47692528
5153,Morocco,Coal and coke (MMtonnes CO2),1985,2.310274287
5154,Morocco,Consumed natural gas (MMtonnes CO2),1985,0.16665099
5155,Morocco,Petroleum and other liquids (MMtonnes CO2),1985,13
5156,Mozambique,CO2 emissions (MMtonnes CO2),1985,1.9
5157,Mozambique,Coal and coke (MMtonnes CO2),1985,0
5158,Mozambique,Consumed natural gas (MMtonnes CO2),1985,0
5159,Mozambique,Petroleum and other liquids (MMtonnes CO2),1985,1.9
5160,Namibia,CO2 emissions (MMtonnes CO2),1985,--
5161,Namibia,Coal and coke (MMtonnes CO2),1985,--
5162,Namibia,Consumed natural gas (MMtonnes CO2),1985,--
5163,Namibia,Petroleum and other liquids (MMtonnes CO2),1985,--
5164,Nauru,CO2 emissions (MMtonnes CO2),1985,0.1
5165,Nauru,Coal and coke (MMtonnes CO2),1985,0
5166,Nauru,Consumed natural gas (MMtonnes CO2),1985,0
5167,Nauru,Petroleum and other liquids (MMtonnes CO2),1985,0.1
5168,Nepal,CO2 emissions (MMtonnes CO2),1985,0.435588265
5169,Nepal,Coal and coke (MMtonnes CO2),1985,0.135588265
5170,Nepal,Consumed natural gas (MMtonnes CO2),1985,0
5171,Nepal,Petroleum and other liquids (MMtonnes CO2),1985,0.3
5172,Netherlands,CO2 emissions (MMtonnes CO2),1985,179.8571754
5173,Netherlands,Coal and coke (MMtonnes CO2),1985,22.48261458
5174,Netherlands,Consumed natural gas (MMtonnes CO2),1985,77.03063984
5175,Netherlands,Petroleum and other liquids (MMtonnes CO2),1985,80.343921
5176,Netherlands Antilles,CO2 emissions (MMtonnes CO2),1985,10
5177,Netherlands Antilles,Coal and coke (MMtonnes CO2),1985,0
5178,Netherlands Antilles,Consumed natural gas (MMtonnes CO2),1985,0
5179,Netherlands Antilles,Petroleum and other liquids (MMtonnes CO2),1985,10
5180,New Caledonia,CO2 emissions (MMtonnes CO2),1985,1.323437186
5181,New Caledonia,Coal and coke (MMtonnes CO2),1985,0.423437186
5182,New Caledonia,Consumed natural gas (MMtonnes CO2),1985,0
5183,New Caledonia,Petroleum and other liquids (MMtonnes CO2),1985,0.9
5184,New Zealand,CO2 emissions (MMtonnes CO2),1985,21.47828034
5185,New Zealand,Coal and coke (MMtonnes CO2),1985,2.920063264
5186,New Zealand,Consumed natural gas (MMtonnes CO2),1985,7.16647008
5187,New Zealand,Petroleum and other liquids (MMtonnes CO2),1985,11.391747
5188,Nicaragua,CO2 emissions (MMtonnes CO2),1985,2
5189,Nicaragua,Coal and coke (MMtonnes CO2),1985,0
5190,Nicaragua,Consumed natural gas (MMtonnes CO2),1985,0
5191,Nicaragua,Petroleum and other liquids (MMtonnes CO2),1985,2
5192,Niger,CO2 emissions (MMtonnes CO2),1985,0.697112733
5193,Niger,Coal and coke (MMtonnes CO2),1985,0.297112733
5194,Niger,Consumed natural gas (MMtonnes CO2),1985,0
5195,Niger,Petroleum and other liquids (MMtonnes CO2),1985,0.4
5196,Nigeria,CO2 emissions (MMtonnes CO2),1985,37.26216938
5197,Nigeria,Coal and coke (MMtonnes CO2),1985,0.262733738
5198,Nigeria,Consumed natural gas (MMtonnes CO2),1985,5.99943564
5199,Nigeria,Petroleum and other liquids (MMtonnes CO2),1985,31
5200,Niue,CO2 emissions (MMtonnes CO2),1985,0.00287
5201,Niue,Coal and coke (MMtonnes CO2),1985,0
5202,Niue,Consumed natural gas (MMtonnes CO2),1985,0
5203,Niue,Petroleum and other liquids (MMtonnes CO2),1985,0.00287
5204,North Korea,CO2 emissions (MMtonnes CO2),1985,82.35378601
5205,North Korea,Coal and coke (MMtonnes CO2),1985,73.25378601
5206,North Korea,Consumed natural gas (MMtonnes CO2),1985,0
5207,North Korea,Petroleum and other liquids (MMtonnes CO2),1985,9.1
5208,North Macedonia,CO2 emissions (MMtonnes CO2),1985,--
5209,North Macedonia,Coal and coke (MMtonnes CO2),1985,--
