,COUNTRY,EMISSIONS,Year,Value
24096,Congo-Brazzaville,CO2 emissions (MMtonnes CO2),2006,1.553116783
24097,Congo-Brazzaville,Coal and coke (MMtonnes CO2),2006,0
24098,Congo-Brazzaville,Consumed natural gas (MMtonnes CO2),2006,0.353116783
24099,Congo-Brazzaville,Petroleum and other liquids (MMtonnes CO2),2006,1.2
24100,Congo-Kinshasa,CO2 emissions (MMtonnes CO2),2006,1.719635243
24101,Congo-Kinshasa,Coal and coke (MMtonnes CO2),2006,0.019635243
24102,Congo-Kinshasa,Consumed natural gas (MMtonnes CO2),2006,0
24103,Congo-Kinshasa,Petroleum and other liquids (MMtonnes CO2),2006,1.7
24104,Cook Islands,CO2 emissions (MMtonnes CO2),2006,0.07469
24105,Cook Islands,Coal and coke (MMtonnes CO2),2006,0
24106,Cook Islands,Consumed natural gas (MMtonnes CO2),2006,0
24107,Cook Islands,Petroleum and other liquids (MMtonnes CO2),2006,0.07469
24108,Costa Rica,CO2 emissions (MMtonnes CO2),2006,6.657303239
24109,Costa Rica,Coal and coke (MMtonnes CO2),2006,0.001001686
24110,Costa Rica,Consumed natural gas (MMtonnes CO2),2006,0
24111,Costa Rica,Petroleum and other liquids (MMtonnes CO2),2006,6.656301553
24112,Cote d'Ivoire,CO2 emissions (MMtonnes CO2),2006,6.238240843
24113,Cote d'Ivoire,Coal and coke (MMtonnes CO2),2006,0
24114,Cote d'Ivoire,Consumed natural gas (MMtonnes CO2),2006,2.438240843
24115,Cote d'Ivoire,Petroleum and other liquids (MMtonnes CO2),2006,3.8
24116,Croatia,CO2 emissions (MMtonnes CO2),2006,22.831814
24117,Croatia,Coal and coke (MMtonnes CO2),2006,2.476209462
24118,Croatia,Consumed natural gas (MMtonnes CO2),2006,5.355604538
24119,Croatia,Petroleum and other liquids (MMtonnes CO2),2006,15
24120,Cuba,CO2 emissions (MMtonnes CO2),2006,24.82756442
24121,Cuba,Coal and coke (MMtonnes CO2),2006,0.084081772
24122,Cuba,Consumed natural gas (MMtonnes CO2),2006,0.743482646
24123,Cuba,Petroleum and other liquids (MMtonnes CO2),2006,24
24124,Cyprus,CO2 emissions (MMtonnes CO2),2006,9.230284269
24125,Cyprus,Coal and coke (MMtonnes CO2),2006,0.030284269
24126,Cyprus,Consumed natural gas (MMtonnes CO2),2006,0
24127,Cyprus,Petroleum and other liquids (MMtonnes CO2),2006,9.2
24128,Czechia,CO2 emissions (MMtonnes CO2),2006,118.5333316
24129,Czechia,Coal and coke (MMtonnes CO2),2006,77.61372515
24130,Czechia,Consumed natural gas (MMtonnes CO2),2006,17.70636148
24131,Czechia,Petroleum and other liquids (MMtonnes CO2),2006,23.213245
24132,Denmark,CO2 emissions (MMtonnes CO2),2006,59.46425167
24133,Denmark,Coal and coke (MMtonnes CO2),2006,20.3946917
24134,Denmark,Consumed natural gas (MMtonnes CO2),2006,10.67597797
24135,Denmark,Petroleum and other liquids (MMtonnes CO2),2006,28.393582
24136,Djibouti,CO2 emissions (MMtonnes CO2),2006,1.7
24137,Djibouti,Coal and coke (MMtonnes CO2),2006,0
24138,Djibouti,Consumed natural gas (MMtonnes CO2),2006,0
24139,Djibouti,Petroleum and other liquids (MMtonnes CO2),2006,1.7
24140,Dominica,CO2 emissions (MMtonnes CO2),2006,0.1
24141,Dominica,Coal and coke (MMtonnes CO2),2006,0
24142,Dominica,Consumed natural gas (MMtonnes CO2),2006,0
24143,Dominica,Petroleum and other liquids (MMtonnes CO2),2006,0.1
24144,Dominican Republic,CO2 emissions (MMtonnes CO2),2006,18.02436894
24145,Dominican Republic,Coal and coke (MMtonnes CO2),2006,1.533928965
24146,Dominican Republic,Consumed natural gas (MMtonnes CO2),2006,0.490439976
24147,Dominican Republic,Petroleum and other liquids (MMtonnes CO2),2006,16
24148,Ecuador,CO2 emissions (MMtonnes CO2),2006,24.7090954
24149,Ecuador,Coal and coke (MMtonnes CO2),2006,0.027069991
24150,Ecuador,Consumed natural gas (MMtonnes CO2),2006,0.682025411
24151,Ecuador,Petroleum and other liquids (MMtonnes CO2),2006,24
24152,Egypt,CO2 emissions (MMtonnes CO2),2006,170.1375202
24153,Egypt,Coal and coke (MMtonnes CO2),2006,2.982995871
24154,Egypt,Consumed natural gas (MMtonnes CO2),2006,74.15452437
24155,Egypt,Petroleum and other liquids (MMtonnes CO2),2006,93
24156,El Salvador,CO2 emissions (MMtonnes CO2),2006,6.203199521
24157,El Salvador,Coal and coke (MMtonnes CO2),2006,0.003199521
24158,El Salvador,Consumed natural gas (MMtonnes CO2),2006,0
24159,El Salvador,Petroleum and other liquids (MMtonnes CO2),2006,6.2
24160,Equatorial Guinea,CO2 emissions (MMtonnes CO2),2006,2.750287875
24161,Equatorial Guinea,Coal and coke (MMtonnes CO2),2006,0
24162,Equatorial Guinea,Consumed natural gas (MMtonnes CO2),2006,2.550287875
24163,Equatorial Guinea,Petroleum and other liquids (MMtonnes CO2),2006,0.2
24164,Eritrea,CO2 emissions (MMtonnes CO2),2006,0.7
24165,Eritrea,Coal and coke (MMtonnes CO2),2006,0
24166,Eritrea,Consumed natural gas (MMtonnes CO2),2006,0
24167,Eritrea,Petroleum and other liquids (MMtonnes CO2),2006,0.7
24168,Estonia,CO2 emissions (MMtonnes CO2),2006,6.013397021
24169,Estonia,Coal and coke (MMtonnes CO2),2006,0.094102572
24170,Estonia,Consumed natural gas (MMtonnes CO2),2006,1.890559449
24171,Estonia,Petroleum and other liquids (MMtonnes CO2),2006,4.028735
24172,Eswatini,CO2 emissions (MMtonnes CO2),2006,1.084625488
24173,Eswatini,Coal and coke (MMtonnes CO2),2006,0.484625488
24174,Eswatini,Consumed natural gas (MMtonnes CO2),2006,0
24175,Eswatini,Petroleum and other liquids (MMtonnes CO2),2006,0.6
24176,Ethiopia,CO2 emissions (MMtonnes CO2),2006,5.200023468
24177,Ethiopia,Coal and coke (MMtonnes CO2),2006,2.35E-05
24178,Ethiopia,Consumed natural gas (MMtonnes CO2),2006,0
24179,Ethiopia,Petroleum and other liquids (MMtonnes CO2),2006,5.2
24180,Falkland Islands,CO2 emissions (MMtonnes CO2),2006,0.04129
24181,Falkland Islands,Coal and coke (MMtonnes CO2),2006,0
24182,Falkland Islands,Consumed natural gas (MMtonnes CO2),2006,0
24183,Falkland Islands,Petroleum and other liquids (MMtonnes CO2),2006,0.04129
24184,Faroe Islands,CO2 emissions (MMtonnes CO2),2006,0.8
24185,Faroe Islands,Coal and coke (MMtonnes CO2),2006,0
24186,Faroe Islands,Consumed natural gas (MMtonnes CO2),2006,0
24187,Faroe Islands,Petroleum and other liquids (MMtonnes CO2),2006,0.8
24188,Fiji,CO2 emissions (MMtonnes CO2),2006,2.300010702
24189,Fiji,Coal and coke (MMtonnes CO2),2006,1.07E-05
24190,Fiji,Consumed natural gas (MMtonnes CO2),2006,0
24191,Fiji,Petroleum and other liquids (MMtonnes CO2),2006,2.3
24192,Finland,CO2 emissions (MMtonnes CO2),2006,60.0967108
24193,Finland,Coal and coke (MMtonnes CO2),2006,20.19594865
24194,Finland,Consumed natural gas (MMtonnes CO2),2006,9.058281145
24195,Finland,Petroleum and other liquids (MMtonnes CO2),2006,30.842481
24196,Former Czechoslovakia,CO2 emissions (MMtonnes CO2),2006,--
24197,Former Czechoslovakia,Coal and coke (MMtonnes CO2),2006,--
24198,Former Czechoslovakia,Consumed natural gas (MMtonnes CO2),2006,--
24199,Former Czechoslovakia,Petroleum and other liquids (MMtonnes CO2),2006,--
24200,Former Serbia and Montenegro,CO2 emissions (MMtonnes CO2),2006,--
24201,Former Serbia and Montenegro,Coal and coke (MMtonnes CO2),2006,--
24202,Former Serbia and Montenegro,Consumed natural gas (MMtonnes CO2),2006,--
24203,Former Serbia and Montenegro,Petroleum and other liquids (MMtonnes CO2),2006,--
24204,Former U.S.S.R.,CO2 emissions (MMtonnes CO2),2006,--
24205,Former U.S.S.R.,Coal and coke (MMtonnes CO2),2006,--
24206,Former U.S.S.R.,Consumed natural gas (MMtonnes CO2),2006,--
24207,Former U.S.S.R.,Petroleum and other liquids (MMtonnes CO2),2006,--
24208,Former Yugoslavia,CO2 emissions (MMtonnes CO2),2006,--
24209,Former Yugoslavia,Coal and coke (MMtonnes CO2),2006,--
24210,Former Yugoslavia,Consumed natural gas (MMtonnes CO2),2006,--
24211,Former Yugoslavia,Petroleum and other liquids (MMtonnes CO2),2006,--
24212,France,CO2 emissions (MMtonnes CO2),2006,419.1628042
24213,France,Coal and coke (MMtonnes CO2),2006,54.28495179
24214,France,Consumed natural gas (MMtonnes CO2),2006,102.1196647
24215,France,Petroleum and other liquids (MMtonnes CO2),2006,262.7581876
24216,French Guiana,CO2 emissions (MMtonnes CO2),2006,1.1
24217,French Guiana,Coal and coke (MMtonnes CO2),2006,0
24218,French Guiana,Consumed natural gas (MMtonnes CO2),2006,0
24219,French Guiana,Petroleum and other liquids (MMtonnes CO2),2006,1.1
24220,French Polynesia,CO2 emissions (MMtonnes CO2),2006,1
24221,French Polynesia,Coal and coke (MMtonnes CO2),2006,0
24222,French Polynesia,Consumed natural gas (MMtonnes CO2),2006,0
24223,French Polynesia,Petroleum and other liquids (MMtonnes CO2),2006,1
24224,Gabon,CO2 emissions (MMtonnes CO2),2006,2.29617599
24225,Gabon,Coal and coke (MMtonnes CO2),2006,0
24226,Gabon,Consumed natural gas (MMtonnes CO2),2006,0.19617599
24227,Gabon,Petroleum and other liquids (MMtonnes CO2),2006,2.1
24228,"Gambia, The",CO2 emissions (MMtonnes CO2),2006,0.3
24229,"Gambia, The",Coal and coke (MMtonnes CO2),2006,0
24230,"Gambia, The",Consumed natural gas (MMtonnes CO2),2006,0
24231,"Gambia, The",Petroleum and other liquids (MMtonnes CO2),2006,0.3
24232,Georgia,CO2 emissions (MMtonnes CO2),2006,5.072265398
24233,Georgia,Coal and coke (MMtonnes CO2),2006,0.222035403
24234,Georgia,Consumed natural gas (MMtonnes CO2),2006,2.750229995
24235,Georgia,Petroleum and other liquids (MMtonnes CO2),2006,2.1
24236,Germany,CO2 emissions (MMtonnes CO2),2006,858.9907918
24237,Germany,Coal and coke (MMtonnes CO2),2006,335.7356226
24238,Germany,Consumed natural gas (MMtonnes CO2),2006,176.9268612
24239,Germany,Petroleum and other liquids (MMtonnes CO2),2006,346.328308
24240,"Germany, East",CO2 emissions (MMtonnes CO2),2006,--
24241,"Germany, East",Coal and coke (MMtonnes CO2),2006,--
24242,"Germany, East",Consumed natural gas (MMtonnes CO2),2006,--
24243,"Germany, East",Petroleum and other liquids (MMtonnes CO2),2006,--
24244,"Germany, West",CO2 emissions (MMtonnes CO2),2006,--
24245,"Germany, West",Coal and coke (MMtonnes CO2),2006,--
24246,"Germany, West",Consumed natural gas (MMtonnes CO2),2006,--
24247,"Germany, West",Petroleum and other liquids (MMtonnes CO2),2006,--
24248,Ghana,CO2 emissions (MMtonnes CO2),2006,6.7
24249,Ghana,Coal and coke (MMtonnes CO2),2006,0
24250,Ghana,Consumed natural gas (MMtonnes CO2),2006,0
24251,Ghana,Petroleum and other liquids (MMtonnes CO2),2006,6.7
24252,Gibraltar,CO2 emissions (MMtonnes CO2),2006,4.5
24253,Gibraltar,Coal and coke (MMtonnes CO2),2006,0
24254,Gibraltar,Consumed natural gas (MMtonnes CO2),2006,0
24255,Gibraltar,Petroleum and other liquids (MMtonnes CO2),2006,4.5
24256,Greece,CO2 emissions (MMtonnes CO2),2006,106.9720757
24257,Greece,Coal and coke (MMtonnes CO2),2006,33.58214006
24258,Greece,Consumed natural gas (MMtonnes CO2),2006,6.422880621
24259,Greece,Petroleum and other liquids (MMtonnes CO2),2006,66.967055
24260,Greenland,CO2 emissions (MMtonnes CO2),2006,0.6
24261,Greenland,Coal and coke (MMtonnes CO2),2006,0
24262,Greenland,Consumed natural gas (MMtonnes CO2),2006,0
24263,Greenland,Petroleum and other liquids (MMtonnes CO2),2006,0.6
24264,Grenada,CO2 emissions (MMtonnes CO2),2006,0.3
24265,Grenada,Coal and coke (MMtonnes CO2),2006,0
24266,Grenada,Consumed natural gas (MMtonnes CO2),2006,0
24267,Grenada,Petroleum and other liquids (MMtonnes CO2),2006,0.3
24268,Guadeloupe,CO2 emissions (MMtonnes CO2),2006,2.2
24269,Guadeloupe,Coal and coke (MMtonnes CO2),2006,0
24270,Guadeloupe,Consumed natural gas (MMtonnes CO2),2006,0
24271,Guadeloupe,Petroleum and other liquids (MMtonnes CO2),2006,2.2
24272,Guam,CO2 emissions (MMtonnes CO2),2006,4.034352495
24273,Guam,Coal and coke (MMtonnes CO2),2006,0
24274,Guam,Consumed natural gas (MMtonnes CO2),2006,0
24275,Guam,Petroleum and other liquids (MMtonnes CO2),2006,4.034352495
24276,Guatemala,CO2 emissions (MMtonnes CO2),2006,11.01149192
24277,Guatemala,Coal and coke (MMtonnes CO2),2006,1.011491916
24278,Guatemala,Consumed natural gas (MMtonnes CO2),2006,0
24279,Guatemala,Petroleum and other liquids (MMtonnes CO2),2006,10
24280,Guinea,CO2 emissions (MMtonnes CO2),2006,1.4
24281,Guinea,Coal and coke (MMtonnes CO2),2006,0
24282,Guinea,Consumed natural gas (MMtonnes CO2),2006,0
24283,Guinea,Petroleum and other liquids (MMtonnes CO2),2006,1.4
24284,Guinea-Bissau,CO2 emissions (MMtonnes CO2),2006,0.4
24285,Guinea-Bissau,Coal and coke (MMtonnes CO2),2006,0
24286,Guinea-Bissau,Consumed natural gas (MMtonnes CO2),2006,0
24287,Guinea-Bissau,Petroleum and other liquids (MMtonnes CO2),2006,0.4
24288,Guyana,CO2 emissions (MMtonnes CO2),2006,1.6
24289,Guyana,Coal and coke (MMtonnes CO2),2006,0
24290,Guyana,Consumed natural gas (MMtonnes CO2),2006,0
24291,Guyana,Petroleum and other liquids (MMtonnes CO2),2006,1.6
24292,Haiti,CO2 emissions (MMtonnes CO2),2006,1.8
24293,Haiti,Coal and coke (MMtonnes CO2),2006,0
24294,Haiti,Consumed natural gas (MMtonnes CO2),2006,0
24295,Haiti,Petroleum and other liquids (MMtonnes CO2),2006,1.8
24296,Hawaiian Trade Zone,CO2 emissions (MMtonnes CO2),2006,--
24297,Hawaiian Trade Zone,Coal and coke (MMtonnes CO2),2006,--
24298,Hawaiian Trade Zone,Consumed natural gas (MMtonnes CO2),2006,--
24299,Hawaiian Trade Zone,Petroleum and other liquids (MMtonnes CO2),2006,--
24300,Honduras,CO2 emissions (MMtonnes CO2),2006,7.103156316
24301,Honduras,Coal and coke (MMtonnes CO2),2006,0.003156316
24302,Honduras,Consumed natural gas (MMtonnes CO2),2006,0
24303,Honduras,Petroleum and other liquids (MMtonnes CO2),2006,7.1
24304,Hong Kong,CO2 emissions (MMtonnes CO2),2006,80.26804751
24305,Hong Kong,Coal and coke (MMtonnes CO2),2006,27.38551426
24306,Hong Kong,Consumed natural gas (MMtonnes CO2),2006,5.882533248
24307,Hong Kong,Petroleum and other liquids (MMtonnes CO2),2006,47
24308,Hungary,CO2 emissions (MMtonnes CO2),2006,58.27182821
24309,Hungary,Coal and coke (MMtonnes CO2),2006,12.48389868
24310,Hungary,Consumed natural gas (MMtonnes CO2),2006,26.87633553
24311,Hungary,Petroleum and other liquids (MMtonnes CO2),2006,18.911594
24312,Iceland,CO2 emissions (MMtonnes CO2),2006,2.938844424
24313,Iceland,Coal and coke (MMtonnes CO2),2006,0.392180355
24314,Iceland,Consumed natural gas (MMtonnes CO2),2006,0
24315,Iceland,Petroleum and other liquids (MMtonnes CO2),2006,2.546664069
24316,India,CO2 emissions (MMtonnes CO2),2006,1208.587716
24317,India,Coal and coke (MMtonnes CO2),2006,784.0724951
24318,India,Consumed natural gas (MMtonnes CO2),2006,75.51522128
24319,India,Petroleum and other liquids (MMtonnes CO2),2006,349
24320,Indonesia,CO2 emissions (MMtonnes CO2),2006,310.9805367
24321,Indonesia,Coal and coke (MMtonnes CO2),2006,78.59109631
24322,Indonesia,Consumed natural gas (MMtonnes CO2),2006,57.3894404
24323,Indonesia,Petroleum and other liquids (MMtonnes CO2),2006,175
24324,Iran,CO2 emissions (MMtonnes CO2),2006,448.4500723
24325,Iran,Coal and coke (MMtonnes CO2),2006,6.353947484
24326,Iran,Consumed natural gas (MMtonnes CO2),2006,215.0961248
24327,Iran,Petroleum and other liquids (MMtonnes CO2),2006,227
24328,Iraq,CO2 emissions (MMtonnes CO2),2006,77.53116783
24329,Iraq,Coal and coke (MMtonnes CO2),2006,0
24330,Iraq,Consumed natural gas (MMtonnes CO2),2006,3.531167827
24331,Iraq,Petroleum and other liquids (MMtonnes CO2),2006,74
24332,Ireland,CO2 emissions (MMtonnes CO2),2006,44.91953452
24333,Ireland,Coal and coke (MMtonnes CO2),2006,6.279784507
24334,Ireland,Consumed natural gas (MMtonnes CO2),2006,9.20847101
24335,Ireland,Petroleum and other liquids (MMtonnes CO2),2006,29.431279
24336,Israel,CO2 emissions (MMtonnes CO2),2006,64.89326184
24337,Israel,Coal and coke (MMtonnes CO2),2006,29.40953675
24338,Israel,Consumed natural gas (MMtonnes CO2),2006,1.842930092
24339,Israel,Petroleum and other liquids (MMtonnes CO2),2006,33.640795
24340,Italy,CO2 emissions (MMtonnes CO2),2006,468.3987977
24341,Italy,Coal and coke (MMtonnes CO2),2006,63.35716311
24342,Italy,Consumed natural gas (MMtonnes CO2),2006,161.9362706
24343,Italy,Petroleum and other liquids (MMtonnes CO2),2006,243.105364
24344,Jamaica,CO2 emissions (MMtonnes CO2),2006,13.08082304
24345,Jamaica,Coal and coke (MMtonnes CO2),2006,0.080823043
24346,Jamaica,Consumed natural gas (MMtonnes CO2),2006,0
24347,Jamaica,Petroleum and other liquids (MMtonnes CO2),2006,13
24348,Japan,CO2 emissions (MMtonnes CO2),2006,1265.972009
24349,Japan,Coal and coke (MMtonnes CO2),2006,425.1045369
24350,Japan,Consumed natural gas (MMtonnes CO2),2006,192.3015764
24351,Japan,Petroleum and other liquids (MMtonnes CO2),2006,648.565896
24352,Jordan,CO2 emissions (MMtonnes CO2),2006,20.41784949
24353,Jordan,Coal and coke (MMtonnes CO2),2006,0.003889705
24354,Jordan,Consumed natural gas (MMtonnes CO2),2006,4.413959784
24355,Jordan,Petroleum and other liquids (MMtonnes CO2),2006,16
24356,Kazakhstan,CO2 emissions (MMtonnes CO2),2006,224.1689485
24357,Kazakhstan,Coal and coke (MMtonnes CO2),2006,170.2369704
24358,Kazakhstan,Consumed natural gas (MMtonnes CO2),2006,20.93197818
24359,Kazakhstan,Petroleum and other liquids (MMtonnes CO2),2006,33
24360,Kenya,CO2 emissions (MMtonnes CO2),2006,11.38237042
24361,Kenya,Coal and coke (MMtonnes CO2),2006,0.382370419
24362,Kenya,Consumed natural gas (MMtonnes CO2),2006,0
24363,Kenya,Petroleum and other liquids (MMtonnes CO2),2006,11
24364,Kiribati,CO2 emissions (MMtonnes CO2),2006,0.03805
24365,Kiribati,Coal and coke (MMtonnes CO2),2006,0
24366,Kiribati,Consumed natural gas (MMtonnes CO2),2006,0
24367,Kiribati,Petroleum and other liquids (MMtonnes CO2),2006,0.03805
24368,Kuwait,CO2 emissions (MMtonnes CO2),2006,75.34789499
24369,Kuwait,Coal and coke (MMtonnes CO2),2006,0.002454585
24370,Kuwait,Consumed natural gas (MMtonnes CO2),2006,24.34544041
24371,Kuwait,Petroleum and other liquids (MMtonnes CO2),2006,51
24372,Kyrgyzstan,CO2 emissions (MMtonnes CO2),2006,5.588775026
24373,Kyrgyzstan,Coal and coke (MMtonnes CO2),2006,2.166449341
24374,Kyrgyzstan,Consumed natural gas (MMtonnes CO2),2006,1.522325685
24375,Kyrgyzstan,Petroleum and other liquids (MMtonnes CO2),2006,1.9
24376,Laos,CO2 emissions (MMtonnes CO2),2006,0.539599125
24377,Laos,Coal and coke (MMtonnes CO2),2006,0.139599125
24378,Laos,Consumed natural gas (MMtonnes CO2),2006,0
24379,Laos,Petroleum and other liquids (MMtonnes CO2),2006,0.4
24380,Latvia,CO2 emissions (MMtonnes CO2),2006,9.054015643
24381,Latvia,Coal and coke (MMtonnes CO2),2006,0.317352895
24382,Latvia,Consumed natural gas (MMtonnes CO2),2006,3.560022748
24383,Latvia,Petroleum and other liquids (MMtonnes CO2),2006,5.17664
24384,Lebanon,CO2 emissions (MMtonnes CO2),2006,13.18051878
24385,Lebanon,Coal and coke (MMtonnes CO2),2006,0.180518782
24386,Lebanon,Consumed natural gas (MMtonnes CO2),2006,0
24387,Lebanon,Petroleum and other liquids (MMtonnes CO2),2006,13
24388,Lesotho,CO2 emissions (MMtonnes CO2),2006,0.2
24389,Lesotho,Coal and coke (MMtonnes CO2),2006,0
24390,Lesotho,Consumed natural gas (MMtonnes CO2),2006,0
24391,Lesotho,Petroleum and other liquids (MMtonnes CO2),2006,0.2
24392,Liberia,CO2 emissions (MMtonnes CO2),2006,0.6
24393,Liberia,Coal and coke (MMtonnes CO2),2006,0
24394,Liberia,Consumed natural gas (MMtonnes CO2),2006,0
24395,Liberia,Petroleum and other liquids (MMtonnes CO2),2006,0.6
24396,Libya,CO2 emissions (MMtonnes CO2),2006,47.21046275
24397,Libya,Coal and coke (MMtonnes CO2),2006,0
24398,Libya,Consumed natural gas (MMtonnes CO2),2006,9.210462749
24399,Libya,Petroleum and other liquids (MMtonnes CO2),2006,38
24400,Lithuania,CO2 emissions (MMtonnes CO2),2006,14.27960144
24401,Lithuania,Coal and coke (MMtonnes CO2),2006,1.057932005
24402,Lithuania,Consumed natural gas (MMtonnes CO2),2006,5.447003438
24403,Lithuania,Petroleum and other liquids (MMtonnes CO2),2006,7.774666
24404,Luxembourg,CO2 emissions (MMtonnes CO2),2006,12.43750747
24405,Luxembourg,Coal and coke (MMtonnes CO2),2006,0.350226362
24406,Luxembourg,Consumed natural gas (MMtonnes CO2),2006,2.878531341
24407,Luxembourg,Petroleum and other liquids (MMtonnes CO2),2006,9.208749762
24408,Macau,CO2 emissions (MMtonnes CO2),2006,2.302566583
24409,Macau,Coal and coke (MMtonnes CO2),2006,0.002566583
24410,Macau,Consumed natural gas (MMtonnes CO2),2006,0
24411,Macau,Petroleum and other liquids (MMtonnes CO2),2006,2.3
24412,Madagascar,CO2 emissions (MMtonnes CO2),2006,2.530136351
24413,Madagascar,Coal and coke (MMtonnes CO2),2006,0.030136351
24414,Madagascar,Consumed natural gas (MMtonnes CO2),2006,0
24415,Madagascar,Petroleum and other liquids (MMtonnes CO2),2006,2.5
24416,Malawi,CO2 emissions (MMtonnes CO2),2006,1.143782467
24417,Malawi,Coal and coke (MMtonnes CO2),2006,0.143782467
24418,Malawi,Consumed natural gas (MMtonnes CO2),2006,0
24419,Malawi,Petroleum and other liquids (MMtonnes CO2),2006,1
24420,Malaysia,CO2 emissions (MMtonnes CO2),2006,161.385958
24421,Malaysia,Coal and coke (MMtonnes CO2),2006,23.83533697
24422,Malaysia,Consumed natural gas (MMtonnes CO2),2006,63.82661732
24423,Malaysia,Petroleum and other liquids (MMtonnes CO2),2006,73.72400371
24424,Maldives,CO2 emissions (MMtonnes CO2),2006,0.8
24425,Maldives,Coal and coke (MMtonnes CO2),2006,0
24426,Maldives,Consumed natural gas (MMtonnes CO2),2006,0
24427,Maldives,Petroleum and other liquids (MMtonnes CO2),2006,0.8
24428,Mali,CO2 emissions (MMtonnes CO2),2006,0.7
24429,Mali,Coal and coke (MMtonnes CO2),2006,0
24430,Mali,Consumed natural gas (MMtonnes CO2),2006,0
24431,Mali,Petroleum and other liquids (MMtonnes CO2),2006,0.7
24432,Malta,CO2 emissions (MMtonnes CO2),2006,2.900374527
24433,Malta,Coal and coke (MMtonnes CO2),2006,0.000374527
24434,Malta,Consumed natural gas (MMtonnes CO2),2006,0
24435,Malta,Petroleum and other liquids (MMtonnes CO2),2006,2.9
24436,Martinique,CO2 emissions (MMtonnes CO2),2006,2.4
24437,Martinique,Coal and coke (MMtonnes CO2),2006,0
24438,Martinique,Consumed natural gas (MMtonnes CO2),2006,0
24439,Martinique,Petroleum and other liquids (MMtonnes CO2),2006,2.4
24440,Mauritania,CO2 emissions (MMtonnes CO2),2006,2.8
24441,Mauritania,Coal and coke (MMtonnes CO2),2006,0
24442,Mauritania,Consumed natural gas (MMtonnes CO2),2006,0
24443,Mauritania,Petroleum and other liquids (MMtonnes CO2),2006,2.8
24444,Mauritius,CO2 emissions (MMtonnes CO2),2006,4.464778954
24445,Mauritius,Coal and coke (MMtonnes CO2),2006,1.164778954
24446,Mauritius,Consumed natural gas (MMtonnes CO2),2006,0
24447,Mauritius,Petroleum and other liquids (MMtonnes CO2),2006,3.3
24448,Mexico,CO2 emissions (MMtonnes CO2),2006,440.7685741
24449,Mexico,Coal and coke (MMtonnes CO2),2006,47.10285917
24450,Mexico,Consumed natural gas (MMtonnes CO2),2006,119.6008611
24451,Mexico,Petroleum and other liquids (MMtonnes CO2),2006,274.0648538
24452,Micronesia,CO2 emissions (MMtonnes CO2),2006,0
24453,Micronesia,Coal and coke (MMtonnes CO2),2006,0
24454,Micronesia,Consumed natural gas (MMtonnes CO2),2006,
24455,Micronesia,Petroleum and other liquids (MMtonnes CO2),2006,
24456,Moldova,CO2 emissions (MMtonnes CO2),2006,7.643408686
24457,Moldova,Coal and coke (MMtonnes CO2),2006,0.489432595
24458,Moldova,Consumed natural gas (MMtonnes CO2),2006,5.153976091
24459,Moldova,Petroleum and other liquids (MMtonnes CO2),2006,2
24460,Mongolia,CO2 emissions (MMtonnes CO2),2006,14.70740212
24461,Mongolia,Coal and coke (MMtonnes CO2),2006,12.70740212
24462,Mongolia,Consumed natural gas (MMtonnes CO2),2006,0
24463,Mongolia,Petroleum and other liquids (MMtonnes CO2),2006,2
24464,Montenegro,CO2 emissions (MMtonnes CO2),2006,1.70241617
24465,Montenegro,Coal and coke (MMtonnes CO2),2006,1.30241617
24466,Montenegro,Consumed natural gas (MMtonnes CO2),2006,0
24467,Montenegro,Petroleum and other liquids (MMtonnes CO2),2006,0.4
24468,Montserrat,CO2 emissions (MMtonnes CO2),2006,0.07625
24469,Montserrat,Coal and coke (MMtonnes CO2),2006,0
24470,Montserrat,Consumed natural gas (MMtonnes CO2),2006,0
24471,Montserrat,Petroleum and other liquids (MMtonnes CO2),2006,0.07625
24472,Morocco,CO2 emissions (MMtonnes CO2),2006,37.1484469
24473,Morocco,Coal and coke (MMtonnes CO2),2006,13.02789925
24474,Morocco,Consumed natural gas (MMtonnes CO2),2006,1.120547642
24475,Morocco,Petroleum and other liquids (MMtonnes CO2),2006,23
24476,Mozambique,CO2 emissions (MMtonnes CO2),2006,2.294263986
24477,Mozambique,Coal and coke (MMtonnes CO2),2006,0
24478,Mozambique,Consumed natural gas (MMtonnes CO2),2006,0.294263986
24479,Mozambique,Petroleum and other liquids (MMtonnes CO2),2006,2
24480,Namibia,CO2 emissions (MMtonnes CO2),2006,2.820516906
24481,Namibia,Coal and coke (MMtonnes CO2),2006,0.020516906
24482,Namibia,Consumed natural gas (MMtonnes CO2),2006,0
24483,Namibia,Petroleum and other liquids (MMtonnes CO2),2006,2.8
24484,Nauru,CO2 emissions (MMtonnes CO2),2006,0.2
24485,Nauru,Coal and coke (MMtonnes CO2),2006,0
24486,Nauru,Consumed natural gas (MMtonnes CO2),2006,0
24487,Nauru,Petroleum and other liquids (MMtonnes CO2),2006,0.2
24488,Nepal,CO2 emissions (MMtonnes CO2),2006,2.598337048
24489,Nepal,Coal and coke (MMtonnes CO2),2006,0.398337048
24490,Nepal,Consumed natural gas (MMtonnes CO2),2006,0
24491,Nepal,Petroleum and other liquids (MMtonnes CO2),2006,2.2
24492,Netherlands,CO2 emissions (MMtonnes CO2),2006,248.6027284
24493,Netherlands,Coal and coke (MMtonnes CO2),2006,29.36311627
24494,Netherlands,Consumed natural gas (MMtonnes CO2),2006,80.15188859
