COUNTRY,Composite_Indicators,Year,Value
China,Coal (quad Btu),1985,18.59261456
China,Natural gas (quad Btu),1985,0.526007
China,Petroleum and other liquids (quad Btu),1985,4.291206769
China,"Nuclear, renewables, and other (quad Btu)",1985,0.949460282
China,Nuclear (quad Btu),1985,0.0
China,Renewables and other (quad Btu),1985,0.949460282
China,CO2 emissions (MMtonnes CO2),1985,2066.962675
China,Coal and coke (MMtonnes CO2),1985,1765.054497
China,Consumed natural gas (MMtonnes CO2),1985,27.90817806
China,Petroleum and other liquids (MMtonnes CO2),1985,274.0
China,Population,1985,1062497000.0
China,GDP,1985,1135.256
China,Generation (billion kWh),1986,427.349
China,Nuclear (billion kWh),1986,0.0
China,Fossil fuels (billion kWh),1986,333.794
China,Renewables (billion kWh),1986,93.555
China,Hydroelectricity (billion kWh),1986,93.555
China,Non-hydroelectric renewables (billion kWh),1986,0.0
China,Geothermal (billion kWh),1986,0.0
China,"Solar, tide, wave, fuel cell (billion kWh)",1986,0.0
China,Tide and wave (billion kWh),1986,0.0
China,Solar (billion kWh),1986,0.0
China,Wind (billion kWh),1986,0.0
China,Biomass and waste (billion kWh),1986,0.0
China,Hydroelectric pumped storage (billion kWh),1986,0.0
China,Consumption (quad Btu),1986,25.02328892
China,Coal (quad Btu),1986,19.13602492
China,Natural gas (quad Btu),1986,0.557084
China,Petroleum and other liquids (quad Btu),1986,4.361179505
China,"Nuclear, renewables, and other (quad Btu)",1986,0.969000492
China,Nuclear (quad Btu),1986,0.0
China,Renewables and other (quad Btu),1986,0.969000492
China,CO2 emissions (MMtonnes CO2),1986,2139.77531
China,Coal and coke (MMtonnes CO2),1986,1816.21829
China,Consumed natural gas (MMtonnes CO2),1986,29.55702009
China,Petroleum and other liquids (MMtonnes CO2),1986,294.0
China,Population,1986,1080841000.0
China,GDP,1986,1236.294
China,Generation (billion kWh),1987,472.472
China,Nuclear (billion kWh),1987,0.0
China,Fossil fuels (billion kWh),1987,373.274
China,Renewables (billion kWh),1987,99.198
China,Hydroelectricity (billion kWh),1987,99.198
China,Non-hydroelectric renewables (billion kWh),1987,0.0
China,Geothermal (billion kWh),1987,0.0
China,"Solar, tide, wave, fuel cell (billion kWh)",1987,0.0
China,Tide and wave (billion kWh),1987,0.0
China,Solar (billion kWh),1987,0.0
China,Wind (billion kWh),1987,0.0
China,Biomass and waste (billion kWh),1987,0.0
China,Hydroelectric pumped storage (billion kWh),1987,0.0
China,Consumption (quad Btu),1987,26.37857921
China,Coal (quad Btu),1987,20.20516134
China,Natural gas (quad Btu),1987,0.568594
China,Petroleum and other liquids (quad Btu),1987,4.583327995
China,"Nuclear, renewables, and other (quad Btu)",1987,1.021495867
China,Nuclear (quad Btu),1987,0.0
China,Renewables and other (quad Btu),1987,1.021495867
China,CO2 emissions (MMtonnes CO2),1987,2259.808112
China,Coal and coke (MMtonnes CO2),1987,1916.64041
China,Consumed natural gas (MMtonnes CO2),1987,30.16770233
China,Petroleum and other liquids (MMtonnes CO2),1987,313.0
China,Population,1987,1100382000.0
China,GDP,1987,1380.94
China,Generation (billion kWh),1988,517.849
China,Nuclear (billion kWh),1988,0.0
China,Fossil fuels (billion kWh),1988,409.84
China,Renewables (billion kWh),1988,108.009
China,Hydroelectricity (billion kWh),1988,108.009
China,Non-hydroelectric renewables (billion kWh),1988,0.0
China,Geothermal (billion kWh),1988,0.0
China,"Solar, tide, wave, fuel cell (billion kWh)",1988,0.0
China,Tide and wave (billion kWh),1988,0.0
China,Solar (billion kWh),1988,0.0
China,Wind (billion kWh),1988,0.0
China,Biomass and waste (billion kWh),1988,0.0
China,Hydroelectric pumped storage (billion kWh),1988,0.0
China,Consumption (quad Btu),1988,28.16901541
China,Coal (quad Btu),1988,21.59574443
China,Natural gas (quad Btu),1988,0.578953
China,Petroleum and other liquids (quad Btu),1988,4.901685012
China,"Nuclear, renewables, and other (quad Btu)",1988,1.092632968
China,Nuclear (quad Btu),1988,0.0
China,Renewables and other (quad Btu),1988,1.092632968
China,CO2 emissions (MMtonnes CO2),1988,2405.653732
China,Coal and coke (MMtonnes CO2),1988,2046.936415
China,Consumed natural gas (MMtonnes CO2),1988,30.71731634
China,Petroleum and other liquids (MMtonnes CO2),1988,328.0
China,Population,1988,1120062000.0
China,GDP,1988,1535.605
China,Generation (billion kWh),1989,555.538
China,Nuclear (billion kWh),1989,0.0
China,Fossil fuels (billion kWh),1989,438.322
China,Renewables (billion kWh),1989,117.216
China,Hydroelectricity (billion kWh),1989,117.216
China,Non-hydroelectric renewables (billion kWh),1989,0.0
China,Geothermal (billion kWh),1989,0.0
China,"Solar, tide, wave, fuel cell (billion kWh)",1989,0.0
China,Tide and wave (billion kWh),1989,0.0
China,Solar (billion kWh),1989,0.0
China,Wind (billion kWh),1989,0.0
China,Biomass and waste (billion kWh),1989,0.0
China,Hydroelectric pumped storage (billion kWh),1989,0.0
China,Consumption (quad Btu),1989,28.32688872
China,Coal (quad Btu),1989,21.46315616
China,Natural gas (quad Btu),1989,0.581255
China,Petroleum and other liquids (quad Btu),1989,5.098849615
China,"Nuclear, renewables, and other (quad Btu)",1989,1.183627945
China,Nuclear (quad Btu),1989,0.0
China,Renewables and other (quad Btu),1989,1.183627945
China,CO2 emissions (MMtonnes CO2),1989,2413.191859
China,Coal and coke (MMtonnes CO2),1989,2035.352407
China,Consumed natural gas (MMtonnes CO2),1989,30.83945278
China,Petroleum and other liquids (MMtonnes CO2),1989,347.0
China,Population,1989,1138785000.0
China,GDP,1989,1600.101
China,Generation (billion kWh),1990,590.346
China,Nuclear (billion kWh),1990,0.0
China,Fossil fuels (billion kWh),1990,465.206
China,Renewables (billion kWh),1990,125.14
China,Hydroelectricity (billion kWh),1990,125.136
China,Non-hydroelectric renewables (billion kWh),1990,0.004
China,Geothermal (billion kWh),1990,0.0
China,"Solar, tide, wave, fuel cell (billion kWh)",1990,0.002
China,Tide and wave (billion kWh),1990,0.0
China,Solar (billion kWh),1990,0.002
China,Wind (billion kWh),1990,0.002
China,Biomass and waste (billion kWh),1990,0.0
China,Hydroelectric pumped storage (billion kWh),1990,0.0
China,Consumption (quad Btu),1990,28.37437767
China,Coal (quad Btu),1990,21.62077165
China,Natural gas (quad Btu),1990,0.569020446
China,Petroleum and other liquids (quad Btu),1990,4.911002365
China,"Nuclear, renewables, and other (quad Btu)",1990,1.273583206
China,Nuclear (quad Btu),1990,0.0
China,Renewables and other (quad Btu),1990,1.273583206
China,CO2 emissions (MMtonnes CO2),1990,2417.241264
China,Coal and coke (MMtonnes CO2),1990,2052.050936
China,Consumed natural gas (MMtonnes CO2),1990,30.1903281
China,Petroleum and other liquids (MMtonnes CO2),1990,335.0
China,Population,1990,1155603000.0
China,GDP,1990,1662.505
China,Generation (billion kWh),1991,643.116
China,Nuclear (billion kWh),1991,0.0
China,Fossil fuels (billion kWh),1991,519.256
China,Renewables (billion kWh),1991,123.86
China,Hydroelectricity (billion kWh),1991,123.849
China,Non-hydroelectric renewables (billion kWh),1991,0.011
China,Geothermal (billion kWh),1991,0.0
China,"Solar, tide, wave, fuel cell (billion kWh)",1991,0.002
China,Tide and wave (billion kWh),1991,0.0
China,Solar (billion kWh),1991,0.002
China,Wind (billion kWh),1991,0.009
China,Biomass and waste (billion kWh),1991,0.0
China,Hydroelectric pumped storage (billion kWh),1991,0.0
China,Consumption (quad Btu),1991,28.72323241
China,Coal (quad Btu),1991,21.75358031
China,Natural gas (quad Btu),1991,0.588506876
China,Petroleum and other liquids (quad Btu),1991,5.10769904
China,"Nuclear, renewables, and other (quad Btu)",1991,1.273446191
China,Nuclear (quad Btu),1991,0.0
China,Renewables and other (quad Btu),1991,1.273446191
China,CO2 emissions (MMtonnes CO2),1991,2460.412876
China,Coal and coke (MMtonnes CO2),1991,2065.188662
China,Consumed natural gas (MMtonnes CO2),1991,31.22421312
China,Petroleum and other liquids (MMtonnes CO2),1991,364.0
China,Population,1991,1170482000.0
China,GDP,1991,1817.118
China,Generation (billion kWh),1992,716.04
China,Nuclear (billion kWh),1992,0.5
China,Fossil fuels (billion kWh),1992,585.338
China,Renewables (billion kWh),1992,130.202
China,Hydroelectricity (billion kWh),1992,130.185
China,Non-hydroelectric renewables (billion kWh),1992,0.017
China,Geothermal (billion kWh),1992,0.0
China,"Solar, tide, wave, fuel cell (billion kWh)",1992,0.003
China,Tide and wave (billion kWh),1992,0.0
China,Solar (billion kWh),1992,0.003
China,Wind (billion kWh),1992,0.014
China,Biomass and waste (billion kWh),1992,0.0
China,Hydroelectric pumped storage (billion kWh),1992,0.0
China,Consumption (quad Btu),1992,30.0757759
China,Coal (quad Btu),1992,22.49445062
China,Natural gas (quad Btu),1992,0.594807565
China,Petroleum and other liquids (quad Btu),1992,5.65465791
China,"Nuclear, renewables, and other (quad Btu)",1992,1.331859809
China,Nuclear (quad Btu),1992,0.0051695
China,Renewables and other (quad Btu),1992,1.326690309
China,CO2 emissions (MMtonnes CO2),1992,2541.080385
China,Coal and coke (MMtonnes CO2),1992,2134.521878
China,Consumed natural gas (MMtonnes CO2),1992,31.55850669
China,Petroleum and other liquids (MMtonnes CO2),1992,375.0
China,Population,1992,1184053000.0
China,GDP,1992,2076.522
China,Generation (billion kWh),1993,795.733
China,Nuclear (billion kWh),1993,2.47
China,Fossil fuels (billion kWh),1993,644.044
China,Renewables (billion kWh),1993,149.219
China,Hydroelectricity (billion kWh),1993,149.193
China,Non-hydroelectric renewables (billion kWh),1993,0.026
China,Geothermal (billion kWh),1993,0.0
China,"Solar, tide, wave, fuel cell (billion kWh)",1993,0.004
China,Tide and wave (billion kWh),1993,0.0
China,Solar (billion kWh),1993,0.004
China,Wind (billion kWh),1993,0.022
China,Biomass and waste (billion kWh),1993,0.0
China,Hydroelectric pumped storage (billion kWh),1993,0.0
China,Consumption (quad Btu),1993,32.38011697
China,Coal (quad Btu),1993,23.99271374
China,Natural gas (quad Btu),1993,0.622634601
China,Petroleum and other liquids (quad Btu),1993,6.256997535
China,"Nuclear, renewables, and other (quad Btu)",1993,1.507771086
China,Nuclear (quad Btu),1993,0.02521129
China,Renewables and other (quad Btu),1993,1.482559796
China,CO2 emissions (MMtonnes CO2),1993,2730.930852
China,Coal and coke (MMtonnes CO2),1993,2271.895936
China,Consumed natural gas (MMtonnes CO2),1993,33.03491648
China,Petroleum and other liquids (MMtonnes CO2),1993,426.0
China,Population,1993,1196581000.0
China,GDP,1993,2364.868
China,Generation (billion kWh),1994,880.411
China,Nuclear (billion kWh),1994,13.5
China,Fossil fuels (billion kWh),1994,701.171
China,Renewables (billion kWh),1994,165.74
China,Hydroelectricity (billion kWh),1994,165.352
China,Non-hydroelectric renewables (billion kWh),1994,0.388
China,Geothermal (billion kWh),1994,0.0
China,"Solar, tide, wave, fuel cell (billion kWh)",1994,0.005
China,Tide and wave (billion kWh),1994,0.0
China,Solar (billion kWh),1994,0.005
China,Wind (billion kWh),1994,0.04
China,Biomass and waste (billion kWh),1994,0.343
China,Hydroelectric pumped storage (billion kWh),1994,0.0
China,Consumption (quad Btu),1994,34.80719239
China,Coal (quad Btu),1994,25.78593998
China,Natural gas (quad Btu),1994,0.655997257
China,Petroleum and other liquids (quad Btu),1994,6.63366987
China,"Nuclear, renewables, and other (quad Btu)",1994,1.73158528
China,Nuclear (quad Btu),1994,0.1371465
China,Renewables and other (quad Btu),1994,1.59443878
China,CO2 emissions (MMtonnes CO2),1994,2916.391474
China,Coal and coke (MMtonnes CO2),1994,2437.586447
China,Consumed natural gas (MMtonnes CO2),1994,34.80502779
China,Petroleum and other liquids (MMtonnes CO2),1994,444.0
China,Population,1994,1208327000.0
China,GDP,1994,2673.029
China,Generation (billion kWh),1995,956.307
China,Nuclear (billion kWh),1995,12.38
China,Fossil fuels (billion kWh),1995,756.057
China,Renewables (billion kWh),1995,187.87
China,Hydroelectricity (billion kWh),1995,184.902
China,Non-hydroelectric renewables (billion kWh),1995,2.968
China,Geothermal (billion kWh),1995,0.0
China,"Solar, tide, wave, fuel cell (billion kWh)",1995,0.007
China,Tide and wave (billion kWh),1995,0.0
China,Solar (billion kWh),1995,0.007
China,Wind (billion kWh),1995,0.064
China,Biomass and waste (billion kWh),1995,2.897
China,Hydroelectric pumped storage (billion kWh),1995,0.0
China,Consumption (quad Btu),1995,37.49591538
China,Coal (quad Btu),1995,27.96606569
China,Natural gas (quad Btu),1995,0.675726008
China,Petroleum and other liquids (quad Btu),1995,7.045953795
China,"Nuclear, renewables, and other (quad Btu)",1995,1.808169886
China,Nuclear (quad Btu),1995,0.125104654
China,Renewables and other (quad Btu),1995,1.683065232
China,CO2 emissions (MMtonnes CO2),1995,3140.322857
China,Coal and coke (MMtonnes CO2),1995,2628.471088
China,Consumed natural gas (MMtonnes CO2),1995,35.85176954
China,Petroleum and other liquids (MMtonnes CO2),1995,476.0
China,Population,1995,1219470000.0
China,GDP,1995,2966.323
China,Generation (billion kWh),1996,1005.499
China,Nuclear (billion kWh),1996,13.62
China,Fossil fuels (billion kWh),1996,805.304
China,Renewables (billion kWh),1996,186.575
China,Hydroelectricity (billion kWh),1996,185.051
China,Non-hydroelectric renewables (billion kWh),1996,1.524
China,Geothermal (billion kWh),1996,0.0
China,"Solar, tide, wave, fuel cell (billion kWh)",1996,0.009
China,Tide and wave (billion kWh),1996,0.0
China,Solar (billion kWh),1996,0.009
China,Wind (billion kWh),1996,0.098
China,Biomass and waste (billion kWh),1996,1.417
China,Hydroelectric pumped storage (billion kWh),1996,0.0
China,Consumption (quad Btu),1996,39.33293943
China,Coal (quad Btu),1996,28.8629585
China,Natural gas (quad Btu),1996,0.750672097
China,Petroleum and other liquids (quad Btu),1996,7.883265582
China,"Nuclear, renewables, and other (quad Btu)",1996,1.836043246
China,Nuclear (quad Btu),1996,0.13763533
China,Renewables and other (quad Btu),1996,1.698407916
China,CO2 emissions (MMtonnes CO2),1996,3240.418927
China,Coal and coke (MMtonnes CO2),1996,2718.590768
China,Consumed natural gas (MMtonnes CO2),1996,39.82815922
China,Petroleum and other liquids (MMtonnes CO2),1996,482.0
China,Population,1996,1229800000.0
China,GDP,1996,3260.778
China,Generation (billion kWh),1997,1070.225
China,Nuclear (billion kWh),1997,11.35
China,Fossil fuels (billion kWh),1997,863.428
China,Renewables (billion kWh),1997,195.447
China,Hydroelectricity (billion kWh),1997,192.624
China,Non-hydroelectric renewables (billion kWh),1997,2.823
China,Geothermal (billion kWh),1997,0.0
China,"Solar, tide, wave, fuel cell (billion kWh)",1997,0.011
China,Tide and wave (billion kWh),1997,0.0
China,Solar (billion kWh),1997,0.011
China,Wind (billion kWh),1997,0.206
China,Biomass and waste (billion kWh),1997,2.606
China,Hydroelectric pumped storage (billion kWh),1997,0.0
China,Consumption (quad Btu),1997,37.40171128
China,Coal (quad Btu),1997,27.29108493
China,Natural gas (quad Btu),1997,0.810297448
China,Petroleum and other liquids (quad Btu),1997,7.498833568
China,"Nuclear, renewables, and other (quad Btu)",1997,1.801495333
China,Nuclear (quad Btu),1997,0.114696108
China,Renewables and other (quad Btu),1997,1.686799225
China,CO2 emissions (MMtonnes CO2),1997,3143.568283
China,Coal and coke (MMtonnes CO2),1997,2561.576601
China,Consumed natural gas (MMtonnes CO2),1997,42.99168162
China,Petroleum and other liquids (MMtonnes CO2),1997,539.0
China,Population,1997,1239223000.0
China,GDP,1997,3562.352
China,Generation (billion kWh),1998,1103.697
China,Nuclear (billion kWh),1998,13.46
China,Fossil fuels (billion kWh),1998,885.232
China,Renewables (billion kWh),1998,205.005
China,Hydroelectricity (billion kWh),1998,202.257
China,Non-hydroelectric renewables (billion kWh),1998,2.748
China,Geothermal (billion kWh),1998,0.0
China,"Solar, tide, wave, fuel cell (billion kWh)",1998,0.014
China,Tide and wave (billion kWh),1998,0.0
China,Solar (billion kWh),1998,0.014
China,Wind (billion kWh),1998,0.37
China,Biomass and waste (billion kWh),1998,2.364
China,Hydroelectric pumped storage (billion kWh),1998,0.0
China,Consumption (quad Btu),1998,38.42442343
China,Coal (quad Btu),1998,27.22173052
China,Natural gas (quad Btu),1998,0.84212089
China,Petroleum and other liquids (quad Btu),1998,8.46390032
China,"Nuclear, renewables, and other (quad Btu)",1998,1.896671697
China,Nuclear (quad Btu),1998,0.136018469
China,Renewables and other (quad Btu),1998,1.760653229
China,CO2 emissions (MMtonnes CO2),1998,3132.091526
China,Coal and coke (MMtonnes CO2),1998,2551.411399
China,Consumed natural gas (MMtonnes CO2),1998,44.68012734
China,Petroleum and other liquids (MMtonnes CO2),1998,536.0
China,Population,1998,1248050000.0
China,GDP,1998,3842.258
China,Generation (billion kWh),1999,1172.261
China,Nuclear (billion kWh),1999,14.089
China,Fossil fuels (billion kWh),1999,944.456
China,Renewables (billion kWh),1999,213.716
China,Hydroelectricity (billion kWh),1999,210.801
China,Non-hydroelectric renewables (billion kWh),1999,2.915
China,Geothermal (billion kWh),1999,0.0
China,"Solar, tide, wave, fuel cell (billion kWh)",1999,0.017
China,Tide and wave (billion kWh),1999,0.0
China,Solar (billion kWh),1999,0.017
China,Wind (billion kWh),1999,0.494
China,Biomass and waste (billion kWh),1999,2.404
China,Hydroelectric pumped storage (billion kWh),1999,0.0
China,Consumption (quad Btu),1999,39.9198827
China,Coal (quad Btu),1999,28.00240973
China,Natural gas (quad Btu),1999,0.909112209
China,Petroleum and other liquids (quad Btu),1999,8.978183495
China,"Nuclear, renewables, and other (quad Btu)",1999,2.030177265
China,Nuclear (quad Btu),1999,0.142374755
China,Renewables and other (quad Btu),1999,1.88780251
China,CO2 emissions (MMtonnes CO2),1999,3248.27287
China,Coal and coke (MMtonnes CO2),1999,2628.038406
China,Consumed natural gas (MMtonnes CO2),1999,48.23446342
China,Petroleum and other liquids (MMtonnes CO2),1999,572.0
China,Population,1999,1256613000.0
China,GDP,1999,4137.476
China,Generation (billion kWh),2000,1280.613
China,Nuclear (billion kWh),2000,15.903
China,Fossil fuels (billion kWh),2000,1041.464
China,Renewables (billion kWh),2000,223.246
China,Hydroelectricity (billion kWh),2000,220.19
China,Non-hydroelectric renewables (billion kWh),2000,3.056
China,Geothermal (billion kWh),2000,0.0
China,"Solar, tide, wave, fuel cell (billion kWh)",2000,0.02
China,Tide and wave (billion kWh),2000,0.0
China,Solar (billion kWh),2000,0.02
China,Wind (billion kWh),2000,0.615
China,Biomass and waste (billion kWh),2000,2.421
China,Hydroelectric pumped storage (billion kWh),2000,0.0
China,Consumption (quad Btu),2000,42.46683683
China,Coal (quad Btu),2000,29.86845966
China,Natural gas (quad Btu),2000,0.94297548
China,Petroleum and other liquids (quad Btu),2000,9.652490692
China,"Nuclear, renewables, and other (quad Btu)",2000,2.002910998
China,Nuclear (quad Btu),2000,0.160705922
China,Renewables and other (quad Btu),2000,1.842205076
China,CO2 emissions (MMtonnes CO2),2000,3482.708684
China,Coal and coke (MMtonnes CO2),2000,2789.677548
China,Consumed natural gas (MMtonnes CO2),2000,50.0311357
China,Petroleum and other liquids (MMtonnes CO2),2000,643.0
China,Population,2000,1265165000.0
China,GDP,2000,4487.936
China,Generation (billion kWh),2001,1426.677
China,Nuclear (billion kWh),2001,16.597
China,Fossil fuels (billion kWh),2001,1132.211
China,Renewables (billion kWh),2001,277.869
China,Hydroelectricity (billion kWh),2001,274.658
China,Non-hydroelectric renewables (billion kWh),2001,3.211
China,Geothermal (billion kWh),2001,0.0
China,"Solar, tide, wave, fuel cell (billion kWh)",2001,0.024
China,Tide and wave (billion kWh),2001,0.0
China,Solar (billion kWh),2001,0.024
China,Wind (billion kWh),2001,0.749
China,Biomass and waste (billion kWh),2001,2.438
China,Hydroelectric pumped storage (billion kWh),2001,0.0
China,Consumption (quad Btu),2001,44.56127086
China,Coal (quad Btu),2001,31.01952802
China,Natural gas (quad Btu),2001,1.018075476
China,Petroleum and other liquids (quad Btu),2001,9.883304226
China,"Nuclear, renewables, and other (quad Btu)",2001,2.640363132
China,Nuclear (quad Btu),2001,0.167719058
China,Renewables and other (quad Btu),2001,2.472644073
China,CO2 emissions (MMtonnes CO2),2001,3615.319299
China,Coal and coke (MMtonnes CO2),2001,2903.303608
China,Consumed natural gas (MMtonnes CO2),2001,54.01569116
China,Petroleum and other liquids (MMtonnes CO2),2001,658.0
China,Population,2001,1273566000.0
China,GDP,2001,4861.426
China,Generation (billion kWh),2002,1584.671
China,Nuclear (billion kWh),2002,25.166
China,Fossil fuels (billion kWh),2002,1271.068
China,Renewables (billion kWh),2002,288.437
China,Hydroelectricity (billion kWh),2002,285.094
China,Non-hydroelectric renewables (billion kWh),2002,3.343
China,Geothermal (billion kWh),2002,0.0
China,"Solar, tide, wave, fuel cell (billion kWh)",2002,0.04
China,Tide and wave (billion kWh),2002,0.0
China,Solar (billion kWh),2002,0.04
China,Wind (billion kWh),2002,0.873
China,Biomass and waste (billion kWh),2002,2.43
China,Hydroelectric pumped storage (billion kWh),2002,0.0
China,Consumption (quad Btu),2002,47.7114885
China,Coal (quad Btu),2002,33.13570094
China,Natural gas (quad Btu),2002,1.109044267
China,Petroleum and other liquids (quad Btu),2002,10.66870594
China,"Nuclear, renewables, and other (quad Btu)",2002,2.798037349
China,Nuclear (quad Btu),2002,0.254312094
China,Renewables and other (quad Btu),2002,2.543725255
China,CO2 emissions (MMtonnes CO2),2002,3857.315271
China,Coal and coke (MMtonnes CO2),2002,3105.473079
China,Consumed natural gas (MMtonnes CO2),2002,58.842192
China,Petroleum and other liquids (MMtonnes CO2),2002,693.0
China,Population,2002,1281666000.0
China,GDP,2002,5304.499
China,Generation (billion kWh),2003,1810.261
China,Nuclear (billion kWh),2003,41.661
China,Fossil fuels (billion kWh),2003,1484.232
China,Renewables (billion kWh),2003,284.368
China,Hydroelectricity (billion kWh),2003,280.844
China,Non-hydroelectric renewables (billion kWh),2003,3.524
China,Geothermal (billion kWh),2003,0.0
China,"Solar, tide, wave, fuel cell (billion kWh)",2003,0.063
China,Tide and wave (billion kWh),2003,0.0
China,Solar (billion kWh),2003,0.063
China,Wind (billion kWh),2003,1.039
China,Biomass and waste (billion kWh),2003,2.422
China,Hydroelectric pumped storage (billion kWh),2003,0.0
China,Consumption (quad Btu),2003,55.2471767
China,Coal (quad Btu),2003,39.31666408
China,Natural gas (quad Btu),2003,1.194883378
China,Petroleum and other liquids (quad Btu),2003,11.8532622
China,"Nuclear, renewables, and other (quad Btu)",2003,2.88236704
China,Nuclear (quad Btu),2003,0.420789557
China,Renewables and other (quad Btu),2003,2.461577483
China,CO2 emissions (MMtonnes CO2),2003,4469.340962
China,Coal and coke (MMtonnes CO2),2003,3688.944433
China,Consumed natural gas (MMtonnes CO2),2003,63.3965291
China,Petroleum and other liquids (MMtonnes CO2),2003,717.0
China,Population,2003,1289641000.0
China,GDP,2003,5836.405
China,Generation (billion kWh),2004,2103.526
China,Nuclear (billion kWh),2004,47.946
China,Fossil fuels (billion kWh),2004,1701.757
China,Renewables (billion kWh),2004,353.823
China,Hydroelectricity (billion kWh),2004,350.009
China,Non-hydroelectric renewables (billion kWh),2004,3.814
China,Geothermal (billion kWh),2004,0.0
China,"Solar, tide, wave, fuel cell (billion kWh)",2004,0.068
China,Tide and wave (billion kWh),2004,0.0
China,Solar (billion kWh),2004,0.068
China,Wind (billion kWh),2004,1.332
China,Biomass and waste (billion kWh),2004,2.414
China,Hydroelectric pumped storage (billion kWh),2004,0.0
China,Consumption (quad Btu),2004,66.61598668
China,Coal (quad Btu),2004,47.60136554
China,Natural gas (quad Btu),2004,1.411068035
China,Petroleum and other liquids (quad Btu),2004,13.99649815
China,"Nuclear, renewables, and other (quad Btu)",2004,3.607054958
China,Nuclear (quad Btu),2004,0.484081371
China,Renewables and other (quad Btu),2004,3.122973587
China,CO2 emissions (MMtonnes CO2),2004,5397.860863
China,Coal and coke (MMtonnes CO2),2004,4472.994297
China,Consumed natural gas (MMtonnes CO2),2004,74.86656639
China,Petroleum and other liquids (MMtonnes CO2),2004,850.0
China,Population,2004,1297683000.0
China,GDP,2004,6426.578
China,Generation (billion kWh),2005,2373.002
China,Nuclear (billion kWh),2005,50.332
China,Fossil fuels (billion kWh),2005,1925.0
China,Renewables (billion kWh),2005,397.67
China,Hydroelectricity (billion kWh),2005,393.047
China,Non-hydroelectric renewables (billion kWh),2005,4.623
China,Geothermal (billion kWh),2005,0.115
China,"Solar, tide, wave, fuel cell (billion kWh)",2005,0.074
China,Tide and wave (billion kWh),2005,0.0
China,Solar (billion kWh),2005,0.074
China,Wind (billion kWh),2005,2.028
China,Biomass and waste (billion kWh),2005,2.406
China,Hydroelectric pumped storage (billion kWh),2005,0.0
China,Consumption (quad Btu),2005,74.68653742
China,Coal (quad Btu),2005,54.55823684
China,Natural gas (quad Btu),2005,1.728960599
China,Petroleum and other liquids (quad Btu),2005,14.27620681
China,"Nuclear, renewables, and other (quad Btu)",2005,4.123133175
China,Nuclear (quad Btu),2005,0.50817135
China,Renewables and other (quad Btu),2005,3.614961824
China,CO2 emissions (MMtonnes CO2),2005,6120.077564
China,Coal and coke (MMtonnes CO2),2005,5139.344678
China,Consumed natural gas (MMtonnes CO2),2005,91.73288617
China,Petroleum and other liquids (MMtonnes CO2),2005,889.0
China,Population,2005,1305949000.0
China,GDP,2005,7158.584
China,Generation (billion kWh),2006,2716.712
China,Nuclear (billion kWh),2006,51.81
China,Fossil fuels (billion kWh),2006,2227.0
China,Renewables (billion kWh),2006,437.902
China,Hydroelectricity (billion kWh),2006,431.428
China,Non-hydroelectric renewables (billion kWh),2006,6.474
China,Geothermal (billion kWh),2006,0.126
China,"Solar, tide, wave, fuel cell (billion kWh)",2006,0.084
China,Tide and wave (billion kWh),2006,0.0
China,Solar (billion kWh),2006,0.084
China,Wind (billion kWh),2006,3.868
China,Biomass and waste (billion kWh),2006,2.396
China,Hydroelectric pumped storage (billion kWh),2006,0.0
China,Consumption (quad Btu),2006,82.51175376
China,Coal (quad Btu),2006,60.64262963
China,Natural gas (quad Btu),2006,2.08316687
China,Petroleum and other liquids (quad Btu),2006,15.32877414
China,"Nuclear, renewables, and other (quad Btu)",2006,4.457183126
China,Nuclear (quad Btu),2006,0.522930661
China,Renewables and other (quad Btu),2006,3.934252466
China,CO2 emissions (MMtonnes CO2),2006,6750.666895
China,Coal and coke (MMtonnes CO2),2006,5712.141005
China,Consumed natural gas (MMtonnes CO2),2006,110.5258903
China,Petroleum and other liquids (MMtonnes CO2),2006,928.0
China,Population,2006,1314425000.0
China,GDP,2006,8068.241
China,Generation (billion kWh),2007,3108.028
China,Nuclear (billion kWh),2007,59.299
China,Fossil fuels (billion kWh),2007,2560.0
China,Renewables (billion kWh),2007,488.729
China,Hydroelectricity (billion kWh),2007,480.411
China,Non-hydroelectric renewables (billion kWh),2007,8.318
China,Geothermal (billion kWh),2007,0.116
China,"Solar, tide, wave, fuel cell (billion kWh)",2007,0.105
China,Tide and wave (billion kWh),2007,0.0
China,Solar (billion kWh),2007,0.105
China,Wind (billion kWh),2007,5.71
China,Biomass and waste (billion kWh),2007,2.387
China,Hydroelectric pumped storage (billion kWh),2007,0.0
China,Consumption (quad Btu),2007,88.90075156
China,Coal (quad Btu),2007,65.11894596
China,Natural gas (quad Btu),2007,2.602113379
China,Petroleum and other liquids (quad Btu),2007,16.19389913
China,"Nuclear, renewables, and other (quad Btu)",2007,4.985793092
China,Nuclear (quad Btu),2007,0.598366107
China,Renewables and other (quad Btu),2007,4.387426986
China,CO2 emissions (MMtonnes CO2),2007,7057.568452
China,Coal and coke (MMtonnes CO2),2007,6136.00899
China,Consumed natural gas (MMtonnes CO2),2007,138.0594622
China,Petroleum and other liquids (MMtonnes CO2),2007,783.5
China,Population,2007,1323008000.0
China,GDP,2007,9217.407
China,Generation (billion kWh),2008,3297.443
China,Nuclear (billion kWh),2008,65.325
