일시,합계 생산(1000 toe),무연탄 생산(1000 toe),천연가스 생산(1000 toe),수력 생산(1000 toe),원자력 생산(1000 toe),신재생 및 기타 생산(1000 toe),합계 소비(1000 toe),석탄 소비(1000 toe),석유 소비(1000 toe),액화천연가스 소비(1000 toe),도시가스 소비(1000 toe),전력 소비(1000 toe),열 소비(1000 toe),신재생 및 기타 소비(%),이산화탄소(CO2)
2021-05-01,4714.0,33.0,8.0,136.0,2718.0,1820.0,18539.0,2705.0,9557.0,285.0,1531.0,3512.0,128.0,820.0,424.2403419
2021-06-01,4269.0,39.0,2.0,146.0,2410.0,1672.0,18258.0,2475.0,9649.0,313.0,1301.0,3615.0,97.0,808.0,419.6461426
2021-07-01,4560.0,37.0,3.0,152.0,2621.0,1747.0,18983.0,2693.0,9831.0,347.0,1213.0,3954.0,103.0,843.0,416.6469238
2021-08-01,4633.0,29.0,2.0,129.0,2722.0,1751.0,19170.0,2754.0,9763.0,323.0,1161.0,4208.0,92.0,870.0,414.9326116
2021-09-01,4393.0,30.0,3.0,122.0,2593.0,1645.0,18783.0,2665.0,9946.0,279.0,1142.0,3854.0,85.0,812.0,415.7808512
2021-10-01,4577.0,36.0,3.0,108.0,2867.0,1564.0,18611.0,2594.0,9810.0,276.0,1481.0,3598.0,144.0,709.0,420.7475192
2021-11-01,4556.0,38.0,3.0,92.0,2890.0,1533.0,19562.0,2742.0,9652.0,286.0,2174.0,3683.0,283.0,743.0,424.3732367
2021-12-01,5343.0,36.0,2.0,110.0,3521.0,1674.0,22567.0,2745.0,11021.0,346.0,3104.0,4064.0,494.0,794.0,425.299922
2022-01-01,5436.0,34.0,0.0,111.0,3430.0,1861.0,23201.0,2687.0,10840.0,335.0,3630.0,4283.0,574.0,852.0,425.8666667
2022-02-01,4924.0,28.0,0.0,105.0,2980.0,1812.0,20543.0,2257.0,9285.0,301.0,3338.0,4089.0,497.0,778.0,426.86
2022-03-01,4995.0,36.0,0.0,118.0,2954.0,1888.0,20306.0,2369.0,9815.0,272.0,2707.0,3942.0,345.0,856.0,428.2733333
2022-04-01,4952.0,36.0,0.0,101.0,2851.0,1964.0,18556.0,2259.0,9242.0,257.0,2023.0,3763.0,177.0,835.0,429.0833333
2022-05-01,5339.0,34.0,0.0,115.0,3112.0,2078.0,19100.0,2640.0,10119.0,261.0,1518.0,3630.0,117.0,816.0,426.13
2022-06-01,5103.0,34.0,0.0,118.0,3137.0,1814.0,17447.0,2563.0,8670.0,274.0,1336.0,3699.0,99.0,807.0,422.0366667
2022-07-01,5402.0,32.0,0.0,146.0,3271.0,1953.0,19313.0,2547.0,10036.0,260.0,1315.0,4174.0,108.0,872.0,419.61
2022-08-01,5685.0,29.0,0.0,218.0,3474.0,1964.0,19670.0,2504.0,10422.0,275.0,1177.0,4314.0,105.0,873.0,415.27
